,text,label
154,"@VirginAmerica  - Is Flight 713 from Love Field to SFO definitely Cancelled Flightled for Monday, February 23?",4
158,@VirginAmerica How do I reschedule my Cancelled Flightled flights online? The change button is greyed out!,4
170,"@VirginAmerica Beats EPS Views, Takes On #SouthwestAir VA LUV - Investor's Business Daily http://t.co/FLwmGDAHxu",4
173,"@VirginAmerica congrats, you just got all my business from EWR to SFO/LAX. Fuck you @united fl1289 SFO/EWR was the clincher...",4
195,@VirginAmerica Because we never rec'd Cancelled Flightlation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids,4
207,@VirginAmerica can you please get me to the new york area before monday afternoon,4
211,@VirginAmerica why Cancelled Flight flights today? No precipitation to be scared of!  ❄️❄️❄️,4
212,@VirginAmerica twitter team. you guys killed it for rescheduling me asap. thank you!,4
213,@VirginAmerica You guys charged me $100 to reschedule a flight that was then Cancelled Flighted and are now refusing to refund it. What's the deal?,4
218,"@VirginAmerica why Cancelled Flight flight VX413? One sec its delayed, on my to airport, the next its Cancelled Flightled?Gonna email or call me to reschedule?",4
224,@VirginAmerica  how are you gonna have a deal from Dallas to DC but no deal from DC to Dallas? #sad,4
229,@VirginAmerica You have the best flight attendant ever!!! http://t.co/PxdEL1nq3l,4
254,@VirginAmerica Thanks! Good times there and back! #Vodkatonics the entire flight🍸#sfo,4
255,"@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G",4
285,@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄,4
296,@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq,4
302,@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8,4
318,@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund,4
322,@VirginAmerica add DTW and I'm sold!,4
326,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.,4
332,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel,4
352,@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21,4
380,"@VirginAmerica Anytime, sugafly.",4
400,.@VirginAmerica If only you guys were starting those flights at the end of the month! Guess I’m still road tripping on Feb 27…,4
406,@VirginAmerica great. Well deserved.,4
413,@VirginAmerica no A's channel this year?,4
416,"@VirginAmerica thank goodness!! Also, see you friday, nwk&gt;sf.. BOOM!",4
420,@VirginAmerica is helping me step up my @Tinder game! #TinderTips #tinderchamp http://t.co/jBmVVha63A,4
445,@VirginAmerica @AmericanAir can u help with flights to get a 2y old battling cancer who needs treatment in 🇺🇸 @FreyaBevan_Fund 💗 🎀 💗,4
452,@VirginAmerica does Virgin America fly direct from Seattle to NYC or Boston?,4
481,"@VirginAmerica While other airlines weren't Cancelled Flighting flights into BOS, and helping their customers get home, Virgin was saying Good luck!",4
482,"@VirginAmerica Dear Virgin customer, while you're stranded in SF for 3 days &amp; $1000cost- we'll do the very least we can to accommodate you!",4
484,@VirginAmerica Grouping Virgin in with the others now. BOS weather has exposed their actual Cus Serv model. Never Flight Booking Problems with Virgin again!,4
493,@VirginAmerica really wish you'd fly out of #Fargo @fargoairport those fares are amazings,4
494,"@VirginAmerica mood lighting on point🙌 Reclining my seat, kickin up my feet💤",4
497,@VirginAmerica Are there any sign up bonuses to enroll in Elevate?,4
513,"@united Gate agent hooked me up with alternate flights. If you have a way to PREVENT the constant issues, that would rock.",4
525,"@united yes, David Allan send an email with this number (KMM24999563V99860L0KM) and case#8719519",4
534,@united I flew back w other company since United didnt have an earlier flight,4
535,@united I lost a voucher that I was given in Miami aeroport on jan 26. I did not use it.,4
538,@united @CheerTymeDad Gee that's like almost caring about ppl more than $$.  Think I'm more int in having a trusted adult w/ daughter .,4
543,@united How does United refuse to reissue a $400 lost voucher when their plane didn't take off due to mechanics? #badcustomerservice,4
565,@united. ..I received on other flights. #united  truly breaks guitars. #unitedbreaksguitars #wantmymoneyback,4
567,@United  My bag is still in Colo Springs. I am disabled and have to search an unfamiliar airport and look for my bag. Not a good outcome,4
573,@united ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.,4
576,"@united Cancelled Flighted our flight, didn't rebook us on added flight, now have to drive from a Denver to KC....thanks!",4
584,"@united as a 1k, I'm always hoping for improvement.",4
586,@united OKC ticket agent Roger McLarren(sp?) LESS than helpful with our Intl group travel problems Can't find a supervisor for help.,4
588,@united another fail for the United ticket agents in OKC. LESS than helpful and could care less about our problems. American here we come.,4
592,@united silly I'm flying delta today. Your united club staff and attendants are surly and unhelpful and always seem bothered by pesky folk,4
602,@united dm these nuts,4
618,@united disappointed that u didnt honor my $100 credit given to me for ur mistakes. Taking my business elsewhere  ✌️out.,4
623,@united What's going on with your website? I'm Flight Booking Problems three tickets today and I've been booted off the system umpteen times.,4
625,@united So do I need to book two one ways in order for her to fly as an unaccompanied minor?,4
631,"@united I guess that's too much ask, huh?",4
636,"@united It's an incredibly easy fix, but you would rather stay in your comfort zone, while I get forced out of mine.",4
637,@united ours in July. You have ZERO excuses for this. You have an out-of-date system that causes problems like this.,4
639,@united Not sure what you are talking about. She is going on nonstop flights. SNA to SFO and then SFO to EWR.,4
642,"@united I asked a legitimate question about systemwide vs. localized problems, and got back an unreLate Flightd copy/paste. You can do better.",4
644,@united I see you guys are at it again. Amazing how one company continually makes mistakes yet fails to be held accountable for their error,4
664,@united we were not given the option of using our United TravelBank in a recent Flight Booking Problems! Any help in using or recouping these funds? Thanks!,4
667,"@united yep that's correct, I got an email at 12:30 am that the flight was Cancelled Flightled, doesn't matter now flight into atl is delayed, thx",4
673,@united are the ones who make it difficult for me.,4
683,@united checking to see why flight 3466 (atl-ord) got Cancelled Flighted?,4
690,@united kudos for not Cancelled Flightling flights from DFW this morning.   United usually first to panic...,4
692,@united is flight 587 from DFW to ORD currently on-time? I see an advisory that DFW may be affected by weather,4
705,@united Okay thank you,4
752,@united The bright side would be keeping the promise that was made to me. Hope you're having a good night. Thanks.,4
772,"@united If it's any consolation, your staff was stellar. Just not the hour+ delays I encountered with every one of my 4 flights.",4
773,"@united flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one. :)",4
777,@united Yes. Doesn't make that mistake any less absurd. Doesn't change the fact that I'm very inconveniently missing my luggage tonight.,4
782,@united is my favorite airline.,4
783,@united seriously #fail on making strangers share a room,4
785,@united we needed them here asap. Will they make it on today's flight?,4
786,@united agent split up my reservation? Now can't Cancelled Flight and refund credit for 2wks? Why,4
797,@united it's highly unprofessional for you to overbook a flight by 12 seats &amp;feel that I should rearrange my schedule for your mismanagement,4
800,"@united Ice, which I totally understand. But when a large number of us are facing 15+ hours of time and overnight Cancelled Flightations it seems like",4
835,@united Thanks for the reminder. It's been a fun ride. http://t.co/pPVA4Rch9f,4
842,"@united Soooo, it's been 15 days and you've offered no response. So I assume poor treatment by gate agents is the norm now?",4
850,@united UA63 from Madrid arrived no agent mass confusion we sent to and fro by 3 UA employees. MaryJo was rude and unhelpful.,4
851,@united system failure again = bad trend.  Software projects are like flying an airplane; there's no such thing as an emergency takeoff.,4
854,"@united despite shaky connections, looks like I'll get home tonight. Great job, @united - was touch and go for a while..",4
875,@united Dmed you. Thank you,4
876,@united thanks we'll be in touch!,4
880,@united like continental's chicken feat fairs,4
881,@united can you assist with current flight status for flt# 1016 out of DFW tomorrow at 6:55am?,4
886,"@united captain ""on behalf of the front office, welcome on board."".... Never heard that before. I laughed...hard.  #funnycaptain",4
891,@united awesome I'll book my next Christmas vacatinn this December any other ways you want to devalue mileage plus.,4
900,@united @Apollochplayers we just want to go home tonight - why did you Cancelled Flight the last leg of our reserv. w/out our permission??! #PH6RPS,4
901,@united  Stressed and rude agents. Overwhelmed by delyd flight LAS-DEN 1657. Yelling at several people. Not pretty. This is #friendlyskies??,4
903,@united FAIL You Cancelled Flightled our flight frm GJT and then used our reserv home to IAH (from SEA) for reFlight Booking Problems w/out OUR PERMISSION!! #PH6RPS,4
906,@United so what’s the deal? Do u provide voucher for overnight or am I cozy on the floor at #OHare ? #gross #HelpMePlease #AnyoneThere,4
908,@united thank you. I flew into Newark from Vail/Eagle.,4
918,@united Agent in LAS letting 20 customers know they can't help them rebook delayed flight to DEN #unfriendlyskies http://t.co/QuzVmK2rTR,4
931,@united I have a 0530 flight out of DFW on Tuesday. How far in advance will you give notice if Cancelled Flightled?,4
936,@united your helpful agents in Club helped.  I am just out baggage fees and a night of my life.stop doing business with @SilverAirways,4
949,@united When will direct flights from Belfast Intl to Newark resume from their winter break? Thanks.,4
951,"@united yes, after this awful weather it appears I can get home",4
964,"@United will not have to honor absurdly low mistake fares.
http://t.co/2Z3Jv73IlW vía @usatoday",4
966,@united you Cancelled Flighted our flights for no reason &amp; now we have been on the phone for AN HOUR on our vacation. Why?,4
973,@united Premier Gold desk changes flight. Waives fees. Gives me wrong flight. Now Jana Acosta in Salt Lake refuses the same service. Angry.,4
974,"@united I will give you one thing, you are consistent but unfortunately you are consistent at not doing your job well #AlwaysDelayedOnUnited",4
977,@united I used to be a committed #ContinentalAirlines flyer until merger. I remember now why I switched to @SouthwestAir #CommunicationFail,4
978,@united the least you could do is offer me a ticket in coach instead of just Cancelled Flighting my reservation because of your glitch!!! #notfair,4
979,"@united I'm saying I made the flight but with poor/non-communication, unaccounted for lost time &amp; lots of frustrated flyers standing around",4
997,@united that guy really has no customer service clue.Could have spent effort clearing bins for rollerboards instead of art projects in mine!,4
1003,@united Apparently they are asking 20 people to off board the plane--how can such a big miscalculation be made?!,4
1021,@united Big thanks to Ms. Winston for assisting me over the phone with a baggage claim issue today. She really went the extra mile!,4
1034,@united Not a happy flyer.  UA flight 1161 from SFO to Cleveland.  Sunday 2/22.  Stay tuned for blog article from http://t.co/VdFdODqVGx,4
1041,"@united Change made in just over 3 hours. For something that should have taken seconds online, I am not thrilled. Loved the agent, though.",4
1044,@united well that's big of you but I don't have terribly high expectations at this point.,4
1047,@united Please than Robin at EWR Premiere Desk for helping me get on a an earlier flight. She did the work.  Huge thanks.,4
1058,"@united I was told it was due to be on UA23 which flies direct to Dublin, so why did it go to London? This is a complete shambles!",4
1067,@united don't see a justifiable cost to get on an early flight with seats. No airline charges to conveniently get their passengers in early,4
1081,@united go to hell,4
1089,@united Flight 211/ORD gate agent tried to prevent me from taking onboard a bag I've used for 15 years! Flight crew was more reasonable!,4
1096,@united we've been here since 3am and you've Cancelled Flightled our flight twice,4
1107,"@united Oh, we are sure it's not planned, but it occurs absolutely consistently, it's usually the only YYJ flight that's Cancelled Flightled daily.",4
1111,"@united it's not getting any better. I'd suggest you get a senior manager to this gate , then retrain these gate people",4
1122,@united you're the reason this whole travel experience has been a nightmare,4
1133,"@united your SFO-YYJ fight is Cancelled Flightled several times each week, why even bother?",4
1146,"@united b) I contacted you directly, and the phone service was Laissez Faire at best.  The problem isn't a Cancelled Flightled a flight.",4
1159,@United has two whole people trying to schedule a flight's worth of missed connections. Shameful http://t.co/6kqLhVaP7G,4
1167,@united in ORD hotel issued to my 4yr old. Tickets needed fixing again another hour and 5 agents l8r nightmare still not over,4
1209,@united Slightly better. Crew spent a long time searching for better altitude. Would have helped to let pax in on why all the sharp drops.,4
1213,@united 768 SFO to BOS and no internet it is 2015 what gives?,4
1224,@united. epic fail. @reagan. no jetway. been here 15 mins on tarmac!,4
1226,"@united thanks for the link, now finally arrived in Brussels, 9 h after schedule...",4
1229,@united Hi! what is the phone number for reservations in Venezuela? Thanks,4
1241,"@united flight Cancelled Flightled,  and the updated one gets me into BWI too Late Flight! I'd be fine with DCA or IAD,  just arriving earlier!  Help!",4
1258,"@united Currently on UA862, 20 minutes of the worst turbulence I've ever experienced, and ZERO communication from the flight deck.",4
1259,"@united yes, but it's not looking. The ticket agent at out terminal dismissed us and we missed a chance at a Miami flight then to DR",4
1267,@United I'd like to thank and recognize Terri P at Dulles for going out of her way to get me back on my Raleigh flight,4
1276,.@united Not what's been shared by the pilot with passengers!,4
1279,"@united they're not, actually. gate agent was so rude. now standing in a line waiting for reFlight Booking Problems. missed the only flight to STI. awful.",4
1282,"@united Cancelled Flightled my direct flight Newark-Brussels last night, now 7 hours behind schedule. In EU compensation would be a given, but in US?",4
1304,UA3388 @united was Cancelled Flightled not delayed.  Re-Flight Booking Problems still 90 miles from home.  At least acknowledge the Cancelled Flightlation.,4
1305,@united never ever again will I be Flight Booking Problems a flight with United or any affiliate if there is a chance to get on a United flight,4
1324,@united an over booked flight to start with and a red eye from lax to bos with no reclining seat.... #lastflightwithyouever,4
1329,@united EWR agent Barbara was FABULOUS and an example of CUST. SERV. A pleasure talking to you😊 http://t.co/KMQuLY9g5E,4
1330,"@united Cancelled Flightled a flight cause the crew needed sleep.But it's totally okay to wake me up at 3am just to let me know it's Cancelled Flightled, again.",4
1335,@united literally sucks,4
1340,@united this is the second time my flights been Cancelled Flightled... Like really?,4
1341,@united really 1st flt frm IAD 2 IAH is - Late Flight &amp; -going via Nashville? #inconvenience. Downgraded but not on ticket,4
1343,@united I am impressed with your super-fast reply to @CGJase,4
1352,@united the staff was rather efficient and got us solutions just freaked me out a little being in limbo in the air.,4
1357,@united … But friendly efficient air attendants in coach #UA992 http://t.co/49pV3KcHNR,4
1369,"@united Missed UA1568 connection due 2 mechanical failure UA1543 (""uplink prob""). I will lose ~$400 in clients Mon. How can you compensate?",4
1371,@United so you jacked out my cousins trip to Portland and then Cancelled Flightled her return trip?! No more United,4
1377,@united I am very glad I took care of own rescheduling now that UA 1580 from OGG was Cancelled Flightled. http://t.co/H3k3oWOhD1,4
1383,"@united SF crew lack a lot of customer service, LAX employees are a lot better. Wonder why...",4
1391,"@united Actually, the flight was just Cancelled Flightled! http://t.co/Qf0Oc2HqeZ",4
1394,"@united This is the 2nd time I was rebooked (w/delays), and for reasons unreLate Flightd to weather. How do I go about requesting a flight voucher?",4
1400,@united Ph the pat answers are BS. After I was denied boarding it sat at the gate until 9:05! Your employees totally suck.,4
1408,@united I'm desperately trying to understand how my girlfriend is being treated with this Cancelled Flightled/delayed flight.  #unacceptable #ORD,4
1426,@united it will be on a different airline.,4
1442,@united UA1469. Just landed.,4
1453,"@united, we're stuck at OGG, looks like flight will be Cancelled Flightled. Can you help? =)",4
1455,@united currently crying... I wanted to ski tomorrow but prolly not. Just a boy tryna fulfill his dreams,4
1459,@united is there nothing you can do for me? No compensation at all? Given the circumstances I feel like there must be something you can do,4
1460,@united there is a disconnect between your PR group and the actual business strategy and employee attitude on the ground.  #liars #united,4
1470,@united it was delivered! Thank you for making sure it arrived at my doorstep!,4
1476,@united Thanks for the vague canned response that doesn't address the issue!,4
1478,@united that's not good enough for all of us affected by the awful organization and timing and have now been set back,4
1484,@united i did but i got nothing from it. Just dissapointment =(,4
1496,"@United ""delayed due to customer service"" Huh? http://t.co/XlTV5z6sT1",4
1503,@united can we get an explanation on why UA978 from São Paulo to Houston has been delayed? Now we're hearing from crew about Cancelled Flightlations.,4
1504,@united Why was flight 1180 EWR to MCO Cancelled Flightled for tomorrow and what do I do to rebook. Asking for a relative.,4
1528,"@united They let us know in advance of the reboot, yes :) Thanks for the attentiveness!",4
1538,@United Wanted to compliment ur phone agent Jeanette for reFlight Booking Problems RDU to SEA thru SFO after connecting flight thru EWR was Cancelled Flightled.,4
1545,@united on the plane. I was thoughtful enough to ask for it and got it; there are prob others that also deserved it,4
1574,@united UA1534 has now had 11 different departure times. Wtf. Make up your mind.,4
1576,@united thank you for following up!,4
1581,@united flight to DFW from IAD Cancelled Flightled for mechanical can I get rental car to MDT-my origin,4
1592,@united why do you hate your passengers?,4
1599,@united #LAX #sunrise UAL212 LAX-JFK,4
1614,"@united you guys suck, 2 1/2 delay to get out of ers and didn't even have curtesy to let me know,  #UnitedAirlines",4
1619,@united what is this subtlety gate changes? Are you kidding with me?,4
1631,@united you always surprise me with the awfulness of your airline. You guys suck. #worst,4
1638,"@united -- overFlight Booking Problems planes, Departing delayed, Returning for 'more quick fixes' &amp; breaking out attitudy-customer service? #worstairline",4
1649,@united seriously what's with the slow #wifi on this flight! If the speed was going to change for the worse then the price shouldn't go up!,4
1660,@united now let there also pls be in-flight live TV on UA469 DEN-EWR so I can watch the #Oscars ??,4
1673,@united you friend's flt from ase to Denver is Cancelled Flightled for tomorrow.  Can you help with rebook?,4
1686,"@united on 2/20 Denver AP, gate B91 (destination Santa Fe), agent Ashley did an amazing job in the face of an angry traveler. Kudos.",4
1693,@united flight from san fransico to jfk was evacuated why?,4
1694,"@united 4994 out of Jackson, Wyoming... Delayed by no pilots.. Full toilets.. Deplaned 2ndary to mechanical fail.. Cancelled Flightled flight pending",4
1703,@united ridiculous! I have to be refunded whenever I get at my final destination or not!,4
1706,@united seriously. This is just complete bs.,4
1709,@united Lied to my face at the gate about upgrades. Thanks. #badservice #unitedsucks,4
1715,@united is the stingiest airline. Nobody should model after them. #PTFO #cheap #bastards #stingy,4
1722,"@united heard about the voucher/miles credit for Cancelled Flighting my international flight yesterday, but I didn't get an email.",4
1732,@united I believe. It was Cancelled Flighted yesterday I guess. Goes back to no notification from United about Cancelled Flightlation,4
1733,"@United - In case you're reading this, UA230, right now, 7D. So many oversized carryons taking up too much room. Enforce your rules.",4
1742,"@united agent, ""You should use the bathroom before boarding.. Toilets onboard are full."" Oh you can expected a strongly worded email FUnited",4
1744,@united united flight UA3774 after two delays just Cancelled Flightled no explanation &amp; no more flights to Norfolk that aren't booked. Renting a car.,4
1755,@united flight UA3774 after two delays. just Cancelled Flightled and no more flights to Norfolk that aren't booked. Renting a car.,4
1757,@united so disgusted and disappointed with united airlines luggage policies and attitude toward musicians. Unacceptable,4
1766,@united trying to check in for tomorrow's flight. website keeps timing out. what's up?,4
1770,"@united It was Cancelled Flightled, none of the passengers were notified. Complete violation of travelers' rights.  @AerocivilCol",4
1773,@united @Lmuschel he is traveling with me on a sep reservation number F3KxB8,4
1783,"@united 

There must be 100 people waiting in line for customer service at DEN to deal with flight Cancelled Flightations.",4
1792,"@united - so they changed depart from 1:45 to 2:00pm &amp; it is now 1:40pm &amp; the Capt. just got off the plane to find a smoothie, 2pm my ass!!!",4
1794,@united  Thanks for nothing! No Atlanta Lounge? Your Ap says NO. Sure nothing at Terminal T http://t.co/tFjfMSHa2k,4
1797,@united it would make my day if I could take a flight on your airline without any hiccups on your end. Train your employees to communicate,4
1804,@united I'm DMing my info and no is assisting. My flight home left before m first flight had even landed,4
1805,@united Boston is all self service. Swipe yr own boarding pass at gate. Most difficult: Tag your own bag. Not easy! #ImproveTheProcess,4
1807,@united more people would catch their flights if your attendants had more help!,4
1846,@united is screwing with my flights again at CAE? Why do you bother having flights here if they never leave on time or get Cancelled Flighted?,4
1848,@united so this did not work out at all!! Incredibly unfriendly ground staff and false promises over Twitter @theairhelper,4
1851,"@united This is probably the least dependable airline in the Western Hemisphere. @united does not belong in Star Alliance, but SkyTeam",4
1852,@united severely under staffed at Iah.,4
1854,@united this 2 hr delay is a vacation buzzkill,4
1856,@united what's the status of flight 1008 Bogotá-Houston?,4
1869,@united can you assign seats,4
1874,@united thanks for the effort. I can get the earliest. Though I will make a complaint for a refund as I am losing one business day tomorrow,4
1901,@united any chance you could help rebook?? My flight Cancelled Flightled,4
1903,@united Yes. To Boston. I was going to Providence.,4
1904,@united you really need a better system for handling Cancelled Flightled flights http://t.co/3uBCoAsyws,4
1915,@united is a joke.  Lots of angry people at IAH this AM.,4
1919,@united DM'ed you,4
1920,"@united Nicole at Quito airport took great care of us this week. Handled lost baggage, seat changes. Very professional/nice. Pat her back.",4
1922,@united Flight 1547 CMH to ORD just arrived at gate. Next segment to YVR already boarding. Will they hold it?,4
1933,@united you guys SUCK! Another Cancelled Flighted flight! Every flight with you has an issue!,4
1940,@united can you change DKYDE6 to 4583&gt;36 on 2/23 instead of 3636&gt;606&gt;36; original reservation was for 4404&gt;36 yesterday but was Cancelled Flightled.,4
1956,"@united Was on NH10 on United ticket, rerouted to IAD due to weather in JFK. Can you get us home on United 5713 or 3277?",4
1973,@united we need a new flight to Tucson,4
1976,@united Good luck with the no-enertainment-on-6-hour-flights strategy. Innovation at work. Hello @jetblue http://t.co/HI76BOavXY,4
1986,@united On hold 2X 60 min ea. Trying to bk a tix to Asia. Your website &amp; customer service dont want my business. Korea Air it is.,4
2001,@united flight #1 no luck on #standby,4
2009,@united okay. Thanks.,4
2013,@united is 4:30am and I am in the customer service line trying not to scream. #epicfailunited,4
2016,@united one lady helping the 12 of us with luggage,4
2020,"@united 2100$ ticket,12h biz trvl,no wifi.Missed con flt,next one#24h,missed meeting,7$ food voucher,hotel chkout#12,flt#5,no wifi#hotel",4
2023,@united you Cancelled Flightled my flight without notification?,4
2027,@united it is too Late Flight for reFlight Booking Problems now - it is morning already and I no longer need a hotel room,4
2030,@united you have Cancelled Flightled my flight UA922 for aircrft maintenance. I'm delayed 10 hours now. What's my refund options?,4
2031,@united where is my bag?? I'm in Mexico about to go build a house &amp; my suitcase never got on my flight from CLE w me. I need it. SAN68059M,4
2034,@united This has been the WORST flight experience I've ever had. Thank you for ending my vacation on such a bad note.,4
2035,@united thanks for the epic service on 863- always a pleasure- outstanding crew http://t.co/trqlpeinzW,4
2036,"@united hey, it's 4am, guess what I'm doing? Not sleeping! Why? Cause you care so little about your customers you let them sleep in airports",4
2045,@united it's disgusting and unconscionable the treatment I've received tonight.,4
2047,@united @ThisIsCoach Every time my united flight got delayed. this is a big frustration.,4
2050,@united and the fact that we were treated disrespectfully and lied to by members of your airline that claims to strive for the best,4
2064,@united after 443min of avoidable non-weather delays that #Appreciation link better be giving out #GoldenTickets,4
2068,@united screws up again...to be expected! NEVER AGAIN!,4
2072,@united flight Cancelled Flightled to Denver service agent offered me a non jet salt lake to Denver or red eye out of Atlanta then hung up on me.,4
2074,"@united your unhelpful team? Sure I did. I'm in Bangkok, my bag in Chicago. Are u going to pay for my accommodation s until my bag arrives??",4
2091,"@united more people stranded cause you suck. Better yet, you weasel out of Flight Booking Problems rooms for people claiming weather http://t.co/Flcnnn2USD",4
2132,@united Airline SUCKS! Customer Service SUCKS! NO courtesy! Incompetent - passengers do NOT matter- Bet the CEO is just doing fine though!,4
2133,@united do you expect to Cancelled Flight flights out of @DENAirport tomorrow morning given the storm?,4
2137,"@united on a 4 seg flt yvr to zurich, why would you credit all miles and but only 2 segs on full fare?",4
2151,@united traveling with 3 young kids!! Chose our original flights for a reason.,4
2153,@united our 1 layover itinerary was swapped for a 3 layover itinerary - really?!?,4
2159,@united can you make sure I’m on the upgrade list for 2/23 EWR-PDX using my GPU priority? Got a weird email about it.,4
2162,@united is flight number 1142 Denver to Las Vegas 1125 on Sunday feb 22 Cancelled Flighted ?,4
2170,@united flight was Cancelled Flighted after the last opportunity to rebook us on other flights this evening passed.,4
2172,"@united it's 9:56, and the desk attendant stated we would ""sit awhile"" until given the all clear. Lack of communication seems to the norm.",4
2175,@united possibly the worst airlineGave them three chances Second time in 2 weeks a flight has been delayed and or Cancelled Flightled due to mechanics,4
2222,@united following,4
2245,@united we are the airline that has Cancelled Flightled flights TOMORROW to the NYC area,4
2256,@united 15-hr flight w/broken #Dreamliner media system. Witness #mental #breakdown as we bounce off walls. Remind me why I'm 1K.,4
2261,@united is trying to strand us in Houston until tomorrow morning. pretty sure overFlight Booking Problems and maintenance aren't our fault.,4
2262,@united  your costumer service today in the Providence airport was sucked. Recommend your airline learn to check the weather and be honest,4
2288,@united seriously? 2-4 hrs to get bags from IAD intl arvls to carousel 2 for custs w/Cancelled Flightled connects? I understand irrops but ridiculous!,4
2306,@united i'm glad u can solve the prob. But my experience remains - will not fly again on #United,4
2308,"@United appreciate the early arrival of UA1002, but any chance ORD will ever bring the bags out?",4
2318,@united sloppy stuff you don't see anymore - united has raised my expectations - this team was poor,4
2320,"@united no bag tagging, led to many people backing up the aisle to front with bags",4
2327,"@united as a million miler with UA, and flying almost every week I observe gate and flight crews committed to good operations",4
2339,"@united has me #stranded (weather NOT to blame). 1hr+ hold to speak to an agent that doesn't understand the concept of time zones, thanks!",4
2353,@united who is in charge of making decisions over there? Cancelled Flightling flight UA1150 was unacceptable. I should be in #Belize right now.,4
2377,@united ROC flight Cancelled Flightled. Love my snowy drive home with no useful substitutes,4
2381,@united flight just Cancelled Flightled. This is ridiculous,4
2392,@united thank you for taking care of my mom and reFlight Booking Problems her flight in phl.,4
2396,"@united Ill check it out, appreciate the response, regardless.",4
2410,@united well if you don't want your customers to be frustrated compensate them appropriately when you screw up royally!! #fakesincerity,4
2414,@united But it's doubtful he'll fly United again and he will be traveling a lot as a sales manager covering all of North America,4
2420,@united I will. I have to get to Bangkok. I have just 17 days to spend with my husband in his mid deployment leave. Like to get there asap,4
2434,"@united Great!  I'm guessing you were Late Flight to open, service is horrible, you're overcharging, and don't care that everyone is miserable.",4
2450,"@united All flights Cancelled Flighted :( Trip refunded without difficulty, staff extremely helpful, no complaints! Way to handle bad weather!",4
2458,@united it's my 21st birthday and my sister is coming to celebrate but her flights keep Cancelled Flighting PLZ do all you can to get her here!!!!,4
2472,@united Extremely disappointed in #Flight6831. United left crew and pssgrs stranded in rain @ gate with no cover. Left Psngrs 2 depart plane,4
2479,"@united Wasn't frustrating! Well, not in any way reLate Flightd to y'all, anyway. Impressed that I made it.",4
2483,"@united on SFO-&gt;AUS UA343 2/17, IS9JX1; my seat appears to have had a mite problem. Dr recently confirmed over 50 bug bites were mites",4
