,text
10,"['united', 'received', 'call', 'back', '3', 'daysits', 'infant', 'car', 'seat', 'supposed', 'go', 'anywhere', 'child', 'web', 'bag', 'bag', 'clothing', 'message', 'baggage', 'apparel', 'floor', 'customer', 'baggage', 'table', 'table', 'telephone']"
11,"['united', 'i', 'received', 'flight', 'united', 'truly', 'break', 'guitar', 'unitedbreaksguitars', 'wantmymoneyback', 'error', 'communication', 'booking', 'aid', 'support', 'reply', 'call', 'answer', 'support', 'service', 'service', 'reservation', 'electronicmail']"
12,"['united', 'flew', 'telaviv', 'paid', '100', 'third', 'suitcase', 'even', 'make', 'plane', 'besides', 'impolite', 'service', 'baggage', 'bag', 'bag', 'bag', 'clothing', 'baggage', 'table', 'table', 'telephone', 'web', 'apparel', 'floor', 'worldwideweb']"
13,"['united', 'bag', 'still', 'colo', 'spring', 'disabled', 'search', 'unfamiliar', 'airport', 'look', 'bag', 'good', 'outcome', 'web', 'clothing', 'bag', 'bag', 'baggage', 'telephone', 'apparel', 'floor', 'table', 'table', 'baggage', 'worldwideweb', 'call']"
14,"['united', 'yet', 'complained', 'guy', 'checked', 'luggage', 'throwing', 'bag', 'around', 'unfortunate', 'coincidence', 'hope', 'baggage', 'bag', 'bag', 'bag', 'baggage', 'telephone', 'clothing', 'table', 'table', 'website', 'apparel', 'floor', 'worldwideweb']"
15,"['united', 'helped', 'baggage', 'service', 'desk', 'said', 'bc', 'tsa', 'screening', 'fll', 'bag', 'made', 'bag', 'ewr', '12', 'table', 'desk', 'table', 'bag', 'bag', 'web', 'clothing', 'baggage', 'telephone', 'message', 'baggage', 'apparel', 'floor']"
16,"['united', 'received', '1', 'bag', 'last', 'night', 'still', 'missing', 'one', 'web', 'message', 'error', 'communication', 'baggage', 'telephone', 'bag', 'bag', 'clothing', 'aid', 'support', 'reply', 'network']"
17,"['united', 'time', 'call', 'need', 'ski', 'go', 'airport', 'get', 'them', 'faith', 'united', 'clothing', 'web', 'bag', 'bag', 'visit', 'apparel', 'floor', 'baggage', 'table', 'table', 'telephone', 'baggage', 'website']"
18,"['united', 'drop', 'bag', 'overnight', 'amp', 'im', 'leaving', 'week', 'supposed', 'hold', 'bag', 'bag', 'bag', 'clothing', 'table', 'table', 'baggage', 'telephone', 'web', 'baggage', 'desk', 'apparel', 'floor', 'worldwideweb']"
19,"['united', 'ok', 'top', 'thing', 'off', 'lost', 'luggage', 'could', 'get', 'worse', 'unitedairlines', 'web', 'baggage', 'bag', 'bag', 'reservation', 'bag', 'clothing', 'apparel', 'floor', 'baggage', 'table', 'table', 'telephone']"
20,"['united', 'luggage', 'broken', 'youcouldntmakethis', 'brokenwheel', 'baggage', 'speak', 'talk', 'talk', 'bag', 'bag', 'bag', 'call', 'email', 'address', 'call', 'clothing', 'baggage']"
21,"['united', 'bag', 'make', 'flight', 'iad', 'second', 'day', 'without', 'clothes', 'pretty', 'inconvenient', 'were', 'pretty', 'curious', 'unitedairlines', 'clothing', 'apparel', 'bag', 'bag', 'baggage', 'telephone', 'web', 'floor', 'table', 'table', 'baggage', 'worldwideweb', 'call']"
22,"['united', 'bag', 'leave', 'washington', 'yet', 'would', 'convenient', 'seeing', 'left', 'day', 'ago', 'unitedairlines', 'lostluggage', 'web', 'clothing', 'bag', 'bag', 'baggage', 'telephone', 'customer', 'table', 'table', 'baggage', 'apparel', 'floor', 'agent']"
23,"['united', '3', 'hour', 'ago', 'need', 'work', 'bag', 'make', 'hotel', 'time', 'need', 'go', 'elsewhere', 'clothing', 'web', 'bag', 'bag', 'baggage', 'telephone', 'error', 'apparel', 'floor', 'table', 'table', 'baggage', 'message']"
24,"['united', 'thanks', 'remembering', 'load', 'bag', 'onto', 'connecting', 'flight', 'oh', 'wait', 'forgot', 'iceland', 'fun', 'clothes', 'clothing', 'web', 'aid', 'communication', 'apparel', 'support', 'support', 'service', 'reply', 'bag', 'bag', 'service', 'booking']"
25,"['united', 'looking', 'getting', 'bag', 'lusaka', 'baggage', 'telephone', 'bag', 'bag', 'clothing', 'table', 'table', 'baggage', 'web', 'apparel', 'floor', 'worldwideweb', 'call']"
26,"['united', 'could', 'update', 'suitcase', 'please', 'online', 'phone', 'tracking', 'told', 'nothing', 'told', 'id', 'back', 'yesterday', 'message', 'communication', 'error', 'network', 'class', 'class', 'bag', 'aid', 'support', 'reply', 'class', 'booking', 'call']"
27,"['united', 'back', 'expensive', 'holiday', 'worked', 'year', 'pay', 'for', 'ruined', 'want', 'compensation', 'amp', 'original', 'case', 'back', 'message', 'web', 'bag', 'network', 'class', 'class', 'error', 'communication', 'customer', 'cry', 'answer', 'class', 'solution']"
28,"['united', 'thanks', 'united', 'understand', 'that', 'would', 'actually', 'like', 'bag', 'back', 'done', 'it', 'also', 'want', 'money', 'aid', 'lost', 'address', 'online', 'hang', 'support', 'hang', 'communication', 'message', 'support', 'web', 'support', 'service']"
29,"['united', 'pay', '25', '35', 'luggage', 'delivered', 'arrive', 'wait', '3', 'additional', 'day', 'delivery', 'communication', 'message', 'web', 'error', 'aid', 'support', 'reply', 'baggage', 'bag', 'network', 'class', 'class', 'bag']"
30,"['united', 'okay', 'ase24766m', 'find', 'luggage', 'baggage', 'bag', 'bag', 'bag', 'baggage', 'table', 'table', 'telephone', 'clothing', 'worldwideweb', 'call', 'internet', 'website']"
31,"['united', 'not', 'lady', 'one', 'phone', 'say', 'tel', 'aviv', 'tel', 'aviv', 'united', 'say', 'newark', 'one', 'know', 'nothing', 'message', 'web', 'network', 'class', 'class', 'bag', 'error', 'communication', 'support', 'cry', 'answer', 'class', 'solution']"
32,"['united', 'yes', 'still', 'answer', 'many', 'luggage', '3', 'day', 'unacceptable', 'message', 'answer', 'solution', 'baggage', 'answer', 'bag', 'reservation', 'bag', 'bag', 'web', 'bag', 'network', 'class']"
33,"['united', 'lost', 'bag', 'process', 'broken', 'agent', 'promised', 'theyd', 'call', 'amp', 'hold', 'bag', 'found', 'theyre', 'waking', '3am', 'w', 'delivery', 'fail', 'message', 'web', 'communication', 'error', 'network', 'class', 'class', 'clothing', 'aid', 'support', 'reply', 'bag', 'bag']"
34,"['united', 'thats', 'unfortunate', 'tumitravel', 'xmas', 'gift', 'look', 'like', 'razor', 'ripped', 'right', 'front', 'pocket', 'picture', 'message', 'answer', 'solution', 'communication', 'network', 'class', 'class', 'error', 'reservation', 'aid', 'support', 'reply', 'staff']"
35,"['united', 'yes', 'make', 'mistake', 'le', 'absurd', 'change', 'fact', 'im', 'inconveniently', 'missing', 'luggage', 'tonight', 'class', 'message', 'avail', 'network', 'class', 'class', 'web', 'error', 'communication', 'baggage', 'bag', 'bag', 'bag']"
36,"['united', 'needed', 'asap', 'make', 'today', 'flight', 'message', 'bag', 'communication', 'ticket', 'error', 'aid', 'support', 'reply', 'booking', 'network', 'class', 'class', 'cry']"
37,"['united', 'tag', 'number', '0016', '964012', '0016', '964077', '0016', '964078', 'let', 'find', 'bag', 'communication', 'aid', 'support', 'reply', 'booking', 'call', 'answer', 'support', 'service', 'service', 'error', 'reservation', 'electronicmail']"
38,"['united', 'thanks', 'effing', 'holiday', 'were', 'missing', 'full', 'day', 'skiing', 'due', 'baggage', 'team', 'incompetence', 'flyyow', 'aid', 'message', 'communication', 'support', 'network', 'class', 'class', 'bag', 'support', 'service', 'error', 'staff', 'reply']"
39,"['united', 'connection', 'ord', 'exact', 'plane', 'again', 'checked', 'carryon', 'apparently', 'taken', 'amp', 'left', 'chicago', 'pretty', 'ridiculous', 'communication', 'aid', 'support', 'booking', 'reply', 'support', 'service', 'service', 'call', 'answer', 'reservation', 'engagement', 'service']"
40,"['united', 'encouraged', 'ill', 'cpap', 'tonight', 'message', 'class', 'lost', 'address', 'online', 'hang', 'support', 'hang', 'avail', 'network', 'class', 'class', 'cry']"
41,"['united', 'yes', 'file', 'claim', 'soon', 'carousel', 'stopped', 'without', 'bag', 'it', 'got', 'email', 'found', 'sched', 'delivery', 'communication', 'electronicmail', 'aid', 'support', 'reply', 'error', 'call', 'answer', 'booking', 'support', 'service', 'service', 'answer']"
42,"['united', 'yes', 'lusaka', 'zambia', 'guess', 'bag', 'never', 'made', 'plane', 'iad', 'reservation', 'bag', 'bag', 'baggage', 'telephone', 'clothing', 'web', 'seat', 'table', 'table', 'baggage', 'apparel', 'floor']"
43,"['united', 'yes', 'filed', 'claim', 'amp', 'hope', 'receive', 'luggage', '2am', 'ridiculous', 'purchase', 'item', 'go', 'sleep', 'amp', 'reimbursement', 'message', 'answer', 'solution', 'reservation', 'password', 'cry', 'tag', 'network', 'class', 'class', 'chat', 'class', 'support']"
44,"['united', 'received', 'luggage', 'also', 'looked', 'left', 'snow', 'arrived', 'im', 'asking', '50', 'people', 'refunded', 'web', 'baggage', 'bag', 'bag', 'bag', 'floor', 'clothing', 'lost', 'address', 'online', 'hang', 'support', 'hang']"
45,"['united', 'tell', 'file', 'claim', 'clothing', 'purchased', 'clothing', 'speak', 'talk', 'talk', 'apparel', 'web', 'answer', 'solution', 'message', 'call', 'email', 'address', 'call']"
46,"['united', 'grk13575m', 'file', 'reference', 'message', 'bag', 'bag', 'clothing', 'baggage', 'table', 'table', 'telephone', 'baggage', 'web', 'apparel', 'floor', 'worldwideweb']"
47,"['united', 'wonderful', 'bag', 'claim', 'people', 'finally', 'bag', 'catch', 'earlier', 'flight', 'original', 'flight', 'landed', 'wastedtime', 'message', 'communication', 'answer', 'solution', 'error', 'network', 'class', 'class', 'aid', 'support', 'reply', 'reservation', 'booking']"
48,"['united', '3', 'day', 'late', 'flightr', 'bag', 'left', 'iad', 'united', 'helping', 'all', 'everyone', 'tell', 'different', 'story', 'message', 'web', 'speak', 'talk', 'talk', 'bag', 'network', 'class', 'class', 'cry', 'answer', 'solution', 'ticket']"
49,"['united', 'lose', 'gate', 'checked', 'bag', 'den', 'ord', 'direct', 'flight', 'ugh', 'communication', 'support', 'web', 'booking', 'aid', 'support', 'reply', 'message', 'error', 'call', 'answer', 'support', 'service']"
50,"['united', 'caught', 'earlier', 'flight', 'ord', 'gate', 'checked', 'bag', 'lost', 'ohare', 'original', 'flight', 'land', '20minutes', 'frustrating', 'web', 'support', 'communication', 'message', 'network', 'class', 'class', 'clothing', 'staff', 'bag', 'bag', 'baggage', 'telephone']"
51,"['united', 'please', 'follow', 'dm', 'missing', 'bag', 'baggage', 'telephone', 'bag', 'bag', 'clothing', 'table', 'table', 'baggage', 'web', 'apparel', 'floor', 'worldwideweb', 'call']"
52,"['united', 'whats', 'good', 'number', 'call', 'speak', 'someone', 'fix', '50', 'people', 'luggage', 'saturday', 'message', 'web', 'baggage', 'bag', 'bag', 'network', 'class', 'class', 'clothing', 'bag', 'customer', 'cry', 'answer']"
53,"['united', 'wheres', 'damn', 'bag', 'baggage', 'telephone', 'bag', 'bag', 'class', 'table', 'table', 'baggage', 'clothing', 'avail', 'worldwideweb', 'call', 'internet']"
54,"['united', 'well', 'someone', 'tell', 'employee', 'denver', 'baggage', 'claim', 'still', 'bag', 'customer', 'web', 'clothing', 'agent', 'bag', 'bag', 'baggage', 'telephone', 'apparel', 'floor', 'table', 'table', 'baggage']"
55,"['united', 'proper', 'response', 'sorry', 'wait', 'flight', 'look', 'issue', 'thats', 'delta', 'would', 'handle', 'communication', 'aid', 'support', 'reply', 'booking', 'error', 'call', 'answer', 'support', 'service', 'service', 'reservation', 'electronicmail']"
56,"['united', 'flight', 'arrives', '30', 'minute', 'early', 'wait', 'hour', 'bag', 'message', 'bag', 'communication', 'error', 'aid', 'support', 'reply', 'network', 'class', 'class', 'booking', 'web', 'call']"
57,"['united', 'thats', 'issue', 'fact', 'one', 'even', 'called', 'despite', 'promise', 'confirm', 'bag', 'location', 'is', 'communication', 'aid', 'support', 'reply', 'error', 'call', 'answer', 'support', 'service', 'service', 'booking', 'message', 'reservation']"
58,"['united', 'flysaa', 'lost', 'baggage…', 'heard', 'different', 'thing', 'different', 'employee', 'united', 'flysaa', 'said', 'nothing', 'web', 'customer', 'message', 'clothing', 'agent', 'bag', 'bag', 'apparel', 'bag', 'floor', 'network', 'class', 'class']"
59,"['united', 'tweet', 'id', 'number', 'reveal', 'home', 'address', 'anyone', 'web', 'worldwideweb', 'internet', 'web', 'bag', 'bag', 'baggage', 'telephone', 'clothing', 'table', 'table', 'baggage', 'reservation', 'apparel']"
60,"['united', 'course', 'did', 'bag', 'frustrated', 'web', 'baggage', 'telephone', 'bag', 'bag', 'clothing', 'table', 'table', 'baggage', 'apparel', 'floor', 'worldwideweb', 'call']"
61,"['united', 'easily', 'worst', 'company', 'ever', 'experienced', 'lost', 'someone', 'personal', 'possession', 'amp', 'care', 'le', 'web', 'reservation', 'staff', 'message', 'customer', 'seat', 'network', 'class', 'class', 'clothing', 'agent', 'floor', 'bag']"
62,"['united', 'already', 'airport', '12', 'hr', 'late', 'flightr', 'still', 'here', 'guy', 'really', 'killing', 'today', 'trying', 'stay', 'positive', 'message', 'bag', 'web', 'network', 'class', 'class', 'lost', 'address', 'online', 'hang', 'support', 'hang', 'clothing']"
63,"['united', 'put', 'bag', 'plane', 'seattle', 'flight', '1212', 'waiting', 'line', 'talk', 'someone', 'bag', 'status', 'matter', 'web', 'bag', 'bag', 'clothing', 'baggage', 'telephone', 'communication', 'table', 'table', 'baggage', 'apparel', 'floor', 'aid']"
64,"['united', 'weve', 'ton', 'problem', 'getting', 'bag', 'given', 'run', 'around', 'day', 'whats', 'that', 'communication', 'message', 'error', 'bag', 'aid', 'support', 'reply', 'booking', 'network', 'class', 'class', 'call', 'answer']"
65,"['united', 'waiting', '2', 'day', 'military', 'bag', 'airport', '3', 'hour', 'away', 'me', 'horrible', 'clothing', 'bag', 'bag', 'baggage', 'telephone', 'web', 'apparel', 'floor', 'table', 'table', 'baggage', 'bag', 'worldwideweb']"
66,"['united', 'head', 'check', '8', 'bag', '2', 'checked', 'arrived', 'claim', 's', '2', 'people', 'bag', 'httptcodplq3mhqgd', 'answer', 'solution', 'message', 'reservation', 'web', 'bag', 'bag', 'password', 'baggage', 'telephone', 'clothing', 'cry', 'table']"
67,"['united', 'must', 'drone', '“united', 'keambleam', 'understand', 'frustration', 'bag', 'team', 'working', 'hard', 'get', 'bag', 'you', 'message', 'web', 'bag', 'bag', 'network', 'class', 'class', 'baggage', 'telephone', 'clothing', 'staff', 'table', 'table']"
68,"['united', '45', 'min', 'ewr', 'baggage', 'claim', 'stillnobags', 'ridiculous', 'answer', 'solution', 'reservation', 'message', 'password', 'bag', 'cry', 'customer', 'chat', 'network', 'class', 'class', 'web']"
69,"['united', 'delayed', 'baggage', 'claim', 'land', 'hopefully', 'bag', 'broken', 'into', 'damaged', 'lost', 'wc', 'result', 'complaint', 'message', 'web', 'cry', 'answer', 'solution', 'clothing', 'network', 'class', 'class', 'reservation', 'bag', 'bag', 'customer']"
70,"['saga', 'melissaafrancis', 'bag', 'delay', 'w', 'united', 'reunion', 'forced', 'go', 'shopping', 'stay', 'tuned', 'message', 'communication', 'network', 'class', 'class', 'web', 'bag', 'bag', 'error', 'aid', 'support', 'reply', 'baggage']"
71,"['united', 'sorry', 'delayed', 'response', 'ua', '381', 'chicago', 'san', 'fran', 'held', 'almost', 'hour', 'tarmac', 'also', 'lost', 'bag', 'floor', 'clothing', 'bag', 'bag', 'baggage', 'telephone', 'communication', 'aid', 'support', 'table', 'table', 'baggage', 'apparel']"
72,"['united', 'space', 'doctor', 'note', 'everything', 'first', 'trip', 'lost', 'first', 'suitcase', 'among', 'issue', 'pleased', 'united', 'baggage', 'bag', 'bag', 'bag', 'clothing', 'baggage', 'table', 'table', 'telephone', 'website', 'web', 'customer', 'apparel']"
73,"['united', '2nd', 'flight', 'two', 'week', 'lost', 'bag', 'taking', '1k', 'status', 'americanair', 'neveragain', 'worstcustomerservice', 'communication', 'booking', 'aid', 'support', 'reply', 'error', 'call', 'answer', 'support', 'service', 'service', 'message', 'reservation']"
74,"['united', 'also', 'forgot', 'add', 'bag', 'probably', 'going', 'sit', 'new', 'jersey', 'missed', 'connection', 'web', 'clothing', 'reservation', 'bag', 'bag', 'baggage', 'telephone', 'apparel', 'floor', 'table', 'table', 'baggage', 'customer']"
75,"['united', 'your', 'bag', 'may', 'may', 'airport', 'unfortunately', 'one', 'airport', 'picking', 'phone', 'responding', 'message', 'message', 'clothing', 'answer', 'solution', 'bag', 'bag', 'web', 'baggage', 'telephone', 'apparel', 'floor', 'table', 'table']"
76,"['united', 'nope', 'here', 'need', 'little', 'red', 'stamp', 'counter', 'check', 'yourself', 'wreck', 'son', 'httptco0prgysvurm', 'message', 'reply', 'answer', 'communication', 'answer', 'solution', 'call', 'tag', 'aid', 'reservation', 'support', 'password', 'cry']"
77,"['united', 'want', 'deliver', 'house', 'go', 'sombrons', 'else', 'house', 'lost', 'address', 'online', 'hang', 'support', 'hang', 'web', 'service', 'shout', 'call', 'help', 'visit', 'call']"
78,"['united', 'guess', 'follow', 'order', 'send', 'dm', 'tried', 'send', 'lost', 'address', 'online', 'hang', 'support', 'hang', 'message', 'class', 'service', 'shout', 'call', 'help', 'visit']"
79,"['united', 'sent', 'message', 'bag', 'tag', 'looked', 'message', 'communication', 'answer', 'solution', 'error', 'aid', 'support', 'reply', 'reservation', 'password', 'cry', 'web', 'call']"
80,"['united', 'sent', 'message', 'facebook', 'follow', 'complaint', 're', 'missing', 'clothing', 'checked', 'baggage', 'message', 'cry', 'answer', 'solution', 'reservation', 'password', 'web', 'chat', 'network', 'class', 'class', 'class', 'error']"
81,"['united', 'flight', 'landed', '13', 'hour', 'ago', '2', 'flight', 'cmhiad', 'last', 'night', 'still', 'bagcould', 'driven', 'cmh', 'communication', 'error', 'message', 'aid', 'support', 'reply', 'booking', 'web', 'call', 'answer', 'support', 'service', 'service']"
82,"['united', 'update', 'suitcase', 'today', 'please', 'message', 'password', 'answer', 'solution', 'bag', 'baggage', 'web', 'bag', 'bag', 'reservation', 'bag', 'cry', 'network']"
83,"['united', 'maybe', 'hiring', 'ground', 'staff', 'lax', 'multiple', 'gate', 'agent', 'tell', 'baggage', 'loaded', 'expect', 'be', 'hopeless', 'message', 'web', 'customer', 'support', 'network', 'class', 'class', 'cry', 'answer', 'error', 'communication', 'solution', 'tag']"
84,"['united', '430am', 'wife', 'still', 'luggage', 'promised', '8pm', 'said', 'way', 'file', 'number', 'dca48810m', 'fail', 'message', 'web', 'baggage', 'bag', 'bag', 'support', 'bag', 'clothing', 'customer', 'apparel', 'floor', 'baggage', 'table']"
85,"['united', 'im', 'glad', 'mean', 'to', 'excuse', 'inefficiency', 'took', '70min', 'bag', 'arrival', 'flight', 'communication', 'booking', 'aid', 'support', 'reply', 'error', 'call', 'answer', 'support', 'service', 'service', 'reservation', 'electronicmail']"
86,"['united', 'plane', 'newark', 'now', 'checked', 'rebecca', 'levi', 'bag', 'name', 'too', 'bag', 'bag', 'baggage', 'telephone', 'clothing', 'table', 'table', 'baggage', 'apparel', 'floor', 'web', 'customer', 'worldwideweb']"
87,"['united', 'lost', 'bag', 'never', 'ever', 'flying', 'united', 'joke', 'baggage', 'telephone', 'bag', 'bag', 'dress', 'web', 'clothing', 'lost', 'address', 'online', 'hang', 'support', 'hang']"
88,"['united', 'cancelled', 'flighted', 'flight', '2', 'delay', 'lost', 'luggage', 'again', 'worst', 'disgraceful', 'awful', 'company', 'horrible', 'service', 'aid', 'support', 'service', 'communication', 'support', 'service', 'service', 'reply', 'booking', 'reservation', 'engagement', 'service', 'service']"
89,"['united', '24', 'hr', 'since', 'flight', 'landed', 'zero', 'info', 'missing', 'bag', 'rough', 'eta', 'would', 'hugely', 'helpful', 'restore', 'confidence', 'message', 'password', 'answer', 'solution', 'reservation', 'network', 'class', 'class', 'cry', 'communication', 'error', 'bag', 'aid']"
90,"['united', 'checked', 'united', 'app', 'valuable', 'use', 'app', 'removed', 'longer', 'see', 'status', 'equipment', 'class', 'avail', 'message', 'web', 'network', 'class', 'class', 'clothing', 'bag', 'bag', 'baggage', 'telephone', 'lost']"
91,"['united', 'bag', 'left', 'behind', 'plane', 'overweight', 'great', 'knew', 'soon', 'landed', 'instead', 'letting', 'u', 'wait', '45', 'minute', 'info', 'message', 'web', 'bag', 'bag', 'clothing', 'baggage', 'telephone', 'answer', 'solution', 'password', 'table', 'table', 'baggage']"
92,"['united', 'lose', 'bag', 'give', 'free', 'pretzel', 'fraud', 'web', 'baggage', 'telephone', 'bag', 'bag', 'clothing', 'table', 'table', 'baggage', 'apparel', 'floor', 'worldwideweb', 'call']"
93,"['united', 'lost', 'sunglass', 'flight', 'okc', 'iah', 'morning', '8am', 'takeoff', 'way', 'retrieve', 'them', 'communication', 'aid', 'support', 'reply', 'booking', 'error', 'message', 'call', 'answer', 'support', 'service', 'service', 'reservation']"
94,"['united', 'compensate', 'u', 'new', 'clothes', 'bet', 'apparel', 'clothing', 'web', 'bag', 'bag', 'floor', 'baggage', 'table', 'table', 'telephone', 'baggage', 'worldwideweb', 'call']"
95,"['united', 'currently', 'cry', 'wanted', 'ski', 'tomorrow', 'prolly', 'not', 'boy', 'tryna', 'fulfill', 'dream', 'shout', 'message', 'answer', 'class', 'error', 'communication', 'network', 'class', 'class', 'lost', 'address', 'online', 'hang']"
96,"['united', 'tried', 'online', 'tracking', 'said', 'something', 'like', 'attempting', 'locate', 'luggage', 'baggage', 'bag', 'bag', 'bag', 'communication', 'web', 'clothing', 'booking', 'aid', 'support', 'reply', 'error', 'baggage']"
97,"['united', 'worker', 'told', 'u', 'call', 'wed', 'talking', 'someone', 'thailand', 'web', 'customer', 'reservation', 'agent', 'speak', 'talk', 'talk', 'clothing', 'seat', 'bag', 'apparel', 'bag', 'floor']"
98,"['united', 'going', '3', 'day', 'tomorrow', 'still', 'received', 'bag', 'flight', 'toronto', 'would', 'love', 'see', 'seriousness', 'here', 'message', 'class', 'web', 'communication', 'network', 'class', 'class', 'error', 'avail', 'bag', 'aid', 'support', 'reply']"
99,"['united', 'like', 'delayed', 'bag', 'let', 'happen', 'much', 'web', 'lost', 'address', 'online', 'hang', 'support', 'hang', 'baggage', 'telephone', 'bag', 'bag', 'clothing', 'table']"
100,"['united', 'airline', 'kidding', 'bagage', 'lost', 'morning', 'ny', 'washington', 'still', 'trace', 'badservice', 'web', 'clothing', 'reservation', 'bag', 'apparel', 'bag', 'floor', 'customer', 'seat', 'baggage', 'table', 'table', 'telephone']"
101,"['united', 'did', 'took', 'hour', 'half', 'though', 'bag', 'message', 'network', 'class', 'class', 'cry', 'answer', 'class', 'error', 'communication', 'solution', 'support', 'chat']"
102,"['united', 'fucking', 'bag', 'fuck', 'fucking', 'bag', 'tell', 'give', 'number', 'call', 'human', 'san68059m', 'reservation', 'web', 'clothing', 'customer', 'bag', 'bag', 'seat', 'baggage', 'telephone', 'apparel', 'floor', 'agent', 'table']"
103,"['united', 'sent', 'message', 'irresponsible', 'suitcase', 'cannot', 'found', 'truly', 'worst', 'service', 'ever', 'fedup', 'disastrous', 'service', 'aid', 'message', 'support', 'service', 'support', 'answer', 'solution', 'communication', 'bag', 'baggage', 'service', 'reply']"
104,"['united', 'wife', 'landed', 'dc', '5hrs', 'ago', 'luggage', 'not', 'told', 'would', 'b', 'deliveredhotel', '8pm', '10pm', 'luggage', 'ua484', 'baggage', 'bag', 'bag', 'clothing', 'web', 'bag', 'apparel', 'floor', 'baggage', 'table', 'table', 'telephone', 'reservation']"
105,"['united', 'time', 'take', 'wet', 'clothessuit', 'back', 'airport', 'going', 'pay', 'another', 'cab', 'so', 'clothing', 'apparel', 'web', 'bag', 'bag', 'floor', 'baggage', 'baggage', 'table', 'table', 'telephone', 'bag', 'message']"
106,"['united', 'realize', 'bag', 'content', 'wet', 'got', 'hotel', 'sent', 'suitshirts', 'dry', 'cleaned', 'mtgs', 'start', 'tomorrow', 'message', 'web', 'answer', 'solution', 'network', 'class', 'class', 'cry', 'reservation', 'password', 'class', 'answer', 'bag']"
107,"['united', 'yes', 'bag', 'came', '1', 'hr', 'arrived', 'baggage', 'claim', 'awful', 'experience', 'ground', 'bhm', 'answer', 'solution', 'message', 'error', 'reservation', 'communication', 'password', 'aid', 'support', 'reply', 'cry', 'network', 'class']"
108,"['united', 'understand', 'intention', 'pale', 'comparison', 'day', 'lost', 'wage', 'wife', 'delay', 'communication', 'error', 'aid', 'support', 'reply', 'booking', 'call', 'answer', 'support', 'service', 'service', 'reservation', 'electronicmail']"
109,"['united', 'need', 'help', 'missing', 'bag', 'avail', 'baggage', 'telephone', 'class', 'web', 'bag', 'bag', 'clothing', 'table', 'table', 'baggage', 'message', 'apparel']"
110,"['united', 'would', 'sent', 'next', 'flight', 'haydensteamboat', 'hdn', 'denver', 'im', 'hoping', 'reservation', 'web', 'seat', 'communication', 'bag', 'bag', 'clothing', 'baggage', 'table', 'table', 'telephone', 'baggage', 'booking']"
111,"['united', 'pick', 'bring', 'shuttle', 'went', 'double', 'check', 'said', 'still', 'concourse', 'message', 'network', 'class', 'class', 'bid', 'web', 'lost', 'address', 'online', 'hang', 'support', 'hang', 'staff']"
