tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
5.7026E+17,negative,0.6957,Lost Luggage,0.6957,United,,jakepoznak,,0,@united they helped me at the baggage service desk.  Said bc TSA screening was down in FLL not all bags made it but bag will be in EWR @ 12,,2/24/2015 8:31,,Eastern Time (US & Canada)
5.70242E+17,negative,1,Lost Luggage,1,United,,ChrisNielsen2,,0,"@united I received 1 bag last night, I am still missing the other one.",,2/24/2015 7:20,"Hoops City (Memphis, TN)",
5.70233E+17,negative,1,Lost Luggage,1,United,,mortgagesbycoop,,0,@united what time? Who can I call. I need my skis. I will go to the airport and get them. No more faith in United.,,2/24/2015 6:43,New Jersey,
5.70225E+17,negative,1,Lost Luggage,1,United,,ajpape,,0,@united So they didn't drop my bag overnight &amp; now I'm leaving for a week. This is why you were supposed to hold on to the bag....,,2/24/2015 6:12,"Boulder, CO",Mountain Time (US & Canada)
5.70186E+17,negative,1,Lost Luggage,1,United,,jasonpblakey,,0,"@united ok. To top things off, you've lost my luggage. Could you get ANY worse??? #UnitedAirlines","[52.48854137, -1.91022836]",2/24/2015 3:37,,London
5.70183E+17,negative,1,Damaged Luggage,1,United,,Spanner2,,0,@united AND my luggage has been broken!! #youcouldntmakethis up #brokenwheel,,2/24/2015 3:26,London baby,
5.70176E+17,negative,1,Lost Luggage,1,United,,michaelsalinger,,0,@united did  bags make it on the flight out of iad? second day without clothes is pretty inconvenient. We're pretty curious #UnitedAirlines,,2/24/2015 2:56,"mentor, Ohio",Eastern Time (US & Canada)
5.70173E+17,negative,1,Lost Luggage,1,United,,michaelsalinger,,0,@united did our bags leave Washington yet? That would be convenient seeing as we left there a day ago. #UnitedAirlines #lostluggage,,2/24/2015 2:47,"mentor, Ohio",Eastern Time (US & Canada)
5.70165E+17,negative,0.6635,Lost Luggage,0.6635,United,,LukeGzus,,0,@united about 3 hours ago. I need to work out if my bag can make it to my hotel here in time or if it will need to go elsewhere.,,2/24/2015 2:16,,
5.7016E+17,negative,1,Lost Luggage,1,United,,LukeGzus,,0,@united Thanks for remembering to load my bag onto my connecting flight. Oh wait you forgot. Iceland should be fun with no clothes....,,2/24/2015 1:56,,
5.70144E+17,negative,0.69,Lost Luggage,0.69,United,,michaelsalinger,,0,@united how we looking on getting those bags to Lusaka,,2/24/2015 0:51,"mentor, Ohio",Eastern Time (US & Canada)
5.70143E+17,negative,1,Lost Luggage,1,United,,8629Fissile,,0,@united Could you update me on the suitcase please? The online and phone tracking told me nothing. I was told I'd have it back yesterday!,,2/24/2015 0:48,,London
5.70119E+17,negative,1,Lost Luggage,0.3553,United,,tiffy_mac,,0,"@united ..back for the expensive holiday, he worked all year to pay for, that you RUINED! We want compensation &amp; his original case back!",,2/23/2015 23:14,"Brighton, UK
",
5.70119E+17,negative,1,Lost Luggage,1,United,,tiffy_mac,,0,@united thanks United I understand that. But he would actually like his own bag back! What have you done with it?! He also wants the money..,,2/23/2015 23:13,"Brighton, UK
",
5.70115E+17,negative,1,Lost Luggage,0.3684,United,,mortgagesbycoop,,0,@united if I pay you $25 and $35 for my luggage to be delivered when I arrive. Why should I have to wait 3 additional days for its delivery?,,2/23/2015 22:54,New Jersey,
5.70107E+17,negative,0.6632,Lost Luggage,0.6632,United,,mortgagesbycoop,,0,@united okay ase24766m. Find our luggage.,,2/23/2015 22:23,New Jersey,
5.70105E+17,negative,0.6492,Lost Luggage,0.6492,United,,kevinforgoogle,,0,@united But they are not... lady one phone says its in tel aviv. Tel Aviv united says its in Newark. No one knows and I have nothing...,,2/23/2015 22:18,"San Francisco, CA",
5.70105E+17,negative,1,Lost Luggage,1,United,,mortgagesbycoop,,1,"@united yes, but still now answers. Many have not had their luggage for 3 days! Unacceptable!!",,2/23/2015 22:16,New Jersey,
5.70091E+17,negative,1,Lost Luggage,1,United,,ajpape,,1,@united Lost bag process is broken. Agent promised they'd call &amp; hold my bag when found. Now they're waking me at 3am w/ delivery. #fail,,2/23/2015 21:21,"Boulder, CO",Mountain Time (US & Canada)
5.70086E+17,negative,1,Damaged Luggage,0.6846,United,,petergau,,0,@united that's unfortunate. The @Tumitravel was an xmas gift and it looks like a razor ripped right through the front pocket in the picture,,2/23/2015 20:59,NYC,Central Time (US & Canada)
5.70085E+17,negative,1,Lost Luggage,1,United,,ColtonWoytas,,0,@united Yes. Doesn't make that mistake any less absurd. Doesn't change the fact that I'm very inconveniently missing my luggage tonight.,,2/23/2015 20:57,NY,Mountain Time (US & Canada)
5.70082E+17,negative,0.6563,Lost Luggage,0.6563,United,,michaelsalinger,,0,@united we needed them here asap. Will they make it on today's flight?,,2/23/2015 20:43,"mentor, Ohio",Eastern Time (US & Canada)
5.70075E+17,negative,0.6386,Lost Luggage,0.6386,United,,michaelsalinger,,0,"@united tag numbers 0016 964012, 0016 964077, 0016 964078 - let's find these bags.",,2/23/2015 20:16,"mentor, Ohio",Eastern Time (US & Canada)
5.70071E+17,negative,1,Lost Luggage,0.6863,United,,kbleggett,,1,@united thanks for effing up our holidays - we're missing a full day of skiing due to your baggage team's incompetence at @FlyYOW,,2/23/2015 20:01,"Ottawa, Canada",Eastern Time (US & Canada)
5.70067E+17,negative,1,Lost Luggage,1,United,,ColtonWoytas,,1,@united Connection at ORD was on the exact same plane again. Checked carry-on was apparently taken off &amp; left in Chicago. Pretty ridiculous.,,2/23/2015 19:46,NY,Mountain Time (US & Canada)
5.70067E+17,negative,0.7055,Lost Luggage,0.7055,United,,danmedwards,,0,@united Not encouraged that I'll have my CPAP tonight.,,2/23/2015 19:45,"Westerville, Ohio",
5.70067E+17,negative,1,Lost Luggage,1,United,,danmedwards,,0,@united Yes. Did file a claim as soon as the carousel stopped without my bag on it. Got an email that its found but not sched for delivery,,2/23/2015 19:44,"Westerville, Ohio",
5.70065E+17,negative,0.6957,Lost Luggage,0.6957,United,,michaelsalinger,,0,"@united yes in Lusaka, Zambia. My guess is the bags never made the plane at IAD.",,2/23/2015 19:38,"mentor, Ohio",Eastern Time (US & Canada)
5.70064E+17,negative,1,Lost Luggage,1,United,,PreyingMantis02,,0,@united yes I filed a claim &amp; hope to receive by luggage by 2am. Ridiculous as I had to purchase items to go to sleep &amp; no reimbursement.,,2/23/2015 19:32,,
5.70058E+17,negative,1,Damaged Luggage,1,United,,throthra,,0,@united I received my luggage that also looked to be left in the snow when I arrived. I'm asking for all 50 people to be refunded.,,2/23/2015 19:08,,
5.7005E+17,negative,0.6847,Lost Luggage,0.6847,United,,MommyPR,,0,@united can you tell me how to file a claim for clothing that had to be purchased?,,2/23/2015 18:39,Global,Pacific Time (US & Canada)
5.7005E+17,negative,0.6354,Lost Luggage,0.6354,United,,MommyPR,,0,@united GRK13575M is the file reference,,2/23/2015 18:37,Global,Pacific Time (US & Canada)
5.70042E+17,negative,1,Lost Luggage,0.376,United,,Ted_Bray,,0,@united wonderful bag claim people - finally have my bag. But why did I catch earlier flight? Original flight just landed. #wastedtime,,2/23/2015 18:06,"Colorado Springs, Colorado USA",Mountain Time (US & Canada)
5.7004E+17,negative,1,Lost Luggage,1,United,,Bozboyku1,,0,"@united 3 days Late Flightr and my bag has not left IAD, United is not helping at all. Everyone tells me a different story",,2/23/2015 17:59,Lees Summit,Mountain Time (US & Canada)
5.70039E+17,negative,1,Lost Luggage,1,United,,Ted_Bray,,0,@United how do you lose a gate checked bag DEN to ORD? Direct flight. Ugh.,,2/23/2015 17:53,"Colorado Springs, Colorado USA",Mountain Time (US & Canada)
5.70038E+17,negative,1,Lost Luggage,1,United,,Ted_Bray,,0,"@united caught earlier flight to ORD. Gate checked bag, and you've lost it at O'Hare. original flight lands in 20minutes. #frustrating!",,2/23/2015 17:50,"Colorado Springs, Colorado USA",Mountain Time (US & Canada)
5.70036E+17,negative,1,Lost Luggage,1,United,,MommyPR,,0,@united Can you please follow for a Dm on a missing bag?,,2/23/2015 17:41,Global,Pacific Time (US & Canada)
5.70033E+17,negative,1,Lost Luggage,0.6512,United,,throthra,,2,@united what's a good number to call to speak with someone about how you can fix what you did to 50 people and their luggage on Saturday?,,2/23/2015 17:30,,
5.70031E+17,negative,1,Lost Luggage,1,United,,tpensari,,0,@united where's my damn bag??,,2/23/2015 17:22,,
5.70031E+17,negative,1,Lost Luggage,1,United,,tpensari,,0,@united well someone should tell that to the employees at the Denver baggage claim. Still no bag!!!!,,2/23/2015 17:22,,
5.70019E+17,negative,1,Lost Luggage,0.366,United,,jalvich,,0,"@united the proper response: sorry for your wait, what flight # were you on so we can look into the issue. That's how @Delta would handle.",,2/23/2015 16:36,,Eastern Time (US & Canada)
5.70011E+17,negative,0.7083,Lost Luggage,0.375,United,,jalvich,,0,"@united flight arrives 30 minutes early, but then have we to wait for an hour for our bags.",,2/23/2015 16:04,,Eastern Time (US & Canada)
5.70011E+17,negative,1,Lost Luggage,0.6667,United,,MikeShor,,0,@united That's not the issue. The fact that no one even called (despite promises) to confirm the bag's location is.,,2/23/2015 16:03,"Coventry, Connecticut",Eastern Time (US & Canada)
5.70005E+17,negative,1,Lost Luggage,1,United,,mattscottcrum,,0,@united or @flysaa has lost my baggage… heard different things from different employees of @united. @flysaa has said nothing.,,2/23/2015 15:39,"Nashville, TN",Mountain Time (US & Canada)
5.6999E+17,negative,0.6337,Lost Luggage,0.3334,United,,rhyminanstealin,,0,"@united but if i tweet the ID number, won't that reveal my home address to anyone on the web?",,2/23/2015 14:38,"Washington, DC",Central Time (US & Canada)
5.69985E+17,negative,1,Lost Luggage,1,United,,Margo_Rae,,0,@united of course I did. The bag should be here by now :( #frustrated,"[28.62111274, -81.29294408]",2/23/2015 14:18,,Eastern Time (US & Canada)
5.69976E+17,negative,1,Lost Luggage,1,United,,tiffy_mac,,0,@united you are easily the worst company I have ever experienced. You have lost someone's personal possessions &amp; you couldn't care less!....,,2/23/2015 13:45,"Brighton, UK
",
5.69976E+17,negative,1,Lost Luggage,0.657,United,,kevinforgoogle,,0,@united already did that at the airport and 12 hrs Late Flightr its still not here! you guys are really killing me today. trying to stay positive..,,2/23/2015 13:44,"San Francisco, CA",
5.69969E+17,negative,1,Lost Luggage,1,United,,PreyingMantis02,,1,@united how can you not put my bag on plane to Seattle. Flight 1212. Waiting  in line to talk to someone about my bag. Status should matter.,,2/23/2015 13:18,,
5.69961E+17,negative,1,Lost Luggage,0.6875,United,,twohlix,,1,@united We've had a ton of problems with getting our bags and have been given the run around for a day. Whats up with that?,,2/23/2015 12:45,"Washington, DC",Eastern Time (US & Canada)
5.6996E+17,negative,1,Lost Luggage,0.6562,United,,xThePro,,0,@united have been waiting 2 days for my military bags from an airport 3 hours away from me. Horrible.,,2/23/2015 12:42,with my brothers,Mountain Time (US & Canada)
5.69956E+17,negative,1,Lost Luggage,1,United,,juangarcia202,,0,"@united Heads up We didn't check 8 bags, 2 we checked arrived, those aren't claim #s for our 2. Other people's bags? http://t.co/dplQ3mhQGD","[19.43493094, -99.18877967]",2/23/2015 12:25,Mexico City,
5.69956E+17,negative,1,Lost Luggage,1,United,,KeamBleam,,0,"@united This must be a drone “@united: @KeamBleam We understand your frustration. Our Bag team is working hard to get your bag(s) to you...""",,2/23/2015 12:22,"Harlem, NYC",Eastern Time (US & Canada)
5.69947E+17,negative,1,Lost Luggage,0.6824,United,,sgad1983,,0,@united 45+ min at EWR baggage claim #stillnobags #ridiculous,,2/23/2015 11:47,,
5.69937E+17,negative,1,Damaged Luggage,0.665,United,,raulcordenillo,,0,"@united I will do delayed baggage claim when I land. Hopefully the bag isn't broken into, damaged or lost w/c will result in more complaints","[41.97475934, -87.89040377]",2/23/2015 11:09,"Stockholm, Sweden ",Stockholm
5.69931E+17,negative,1,Lost Luggage,1,United,,BeyondBlunt,,0,The saga of the @MelissaAFrancis bag delay w/ @United - will there be a reunion or will she be forced to go shopping? Stay tuned.,,2/23/2015 10:46,New York ,Eastern Time (US & Canada)
5.69914E+17,negative,1,Lost Luggage,0.6593,United,,jwints,,0,"@united sorry for the delayed response. It was UA #381 Chicago to San Fran. Held up for almost an hour on the Tarmac. Also, lost my bags",,2/23/2015 9:39,"Ottawa, Ontario",Pacific Time (US & Canada)
5.69878E+17,negative,1,Lost Luggage,1,United,,rissels,,0,@united space. Doctors' notes and everything. And on my first trip they lost my first suitcase. Among other issues- not pleased with #united,,2/23/2015 7:16,,Central Time (US & Canada)
5.69876E+17,negative,1,Lost Luggage,1,United,,ErinHughey,,0,@united 2nd flight in two weeks that you have lost my bag!  Taking my 1K status to @AmericanAir #neveragain #WORSTCUSTOMERSERVICE,,2/23/2015 7:05,"Maui, Hawaii",Hawaii
5.69858E+17,negative,1,Lost Luggage,1,United,,artistanxiety,,0,@united also forgot add our bag is probably going to just sit in New Jersey because of a missed connection.,,2/23/2015 5:53,Punk is the preacher.,Arizona
5.6985E+17,negative,1,Lost Luggage,0.6472,United,,MikeShor,,0,"@United ""Your bag may or may not be at the airport. Unfortunately, no one at the airport is picking up the phone or responding to messages.""",,2/23/2015 5:22,"Coventry, Connecticut",Eastern Time (US & Canada)
5.69849E+17,negative,0.6495,Lost Luggage,0.3349,United,,fredcarlton,,0,"@united nope not here. You need a little red stamp from the counter. Check yourself, before you wreck yourself son http://t.co/0pRGySvuRm",,2/23/2015 5:20,,Pacific Time (US & Canada)
5.69837E+17,negative,1,Lost Luggage,0.34,United,,jeanvirgile,,0,@united no they did not want to deliver at my house. Had to go to sombrons else house,,2/23/2015 4:32,Brossard,Eastern Time (US & Canada)
5.69836E+17,negative,1,Lost Luggage,0.3476,United,,crsmoore,,0,"@united I guess you have to ""follow"" me in order for me to send you a DM.. I tried and it won't send.",,2/23/2015 4:28,USA / The World,Eastern Time (US & Canada)
5.69835E+17,negative,1,Lost Luggage,0.6871,United,,liveitup09,,0,@united I have sent a message with a bag tag. Have you looked?,,2/23/2015 4:22,,Atlantic Time (Canada)
5.69834E+17,negative,1,Lost Luggage,1,United,,ClareSPhoto,,0,"@united just sent you a message on Facebook, how do I follow up a complaint re. Missing clothing out of checked baggage?",,2/23/2015 4:18,"Chorley, Lancashire",Amsterdam
5.69816E+17,negative,1,Lost Luggage,1,United,,PatrickGrubbe,,0,"@united flight landed 13 hours ago, 2 more flights CMH-IAD last night and still no bag..could have driven it from CMH",,2/23/2015 3:09,"Lewis Center, OH",Eastern Time (US & Canada)
5.69816E+17,negative,0.6907,Lost Luggage,0.6907,United,,8629Fissile,,0,@united Do you have a further update on the suitcase today please.,,2/23/2015 3:08,,London
5.69814E+17,negative,1,Lost Luggage,0.6894,United,,MarcusLake31,,0,@united Maybe be hiring your own ground staff at LAX when multiple gate agents tell you your baggage is loaded you expect it to be. HOPELESS,"[39.24541389, -106.88172648]",2/23/2015 3:00,,Sydney
5.69792E+17,negative,1,Lost Luggage,0.6853,United,,jnml,,0,@united it's 430am and wife still doesn't have her luggage which was promised by 8pm and said to be on its way File number: DCA48810M #Fail,,2/23/2015 1:32,,
5.69781E+17,negative,1,Lost Luggage,0.6353,United,,TimBouhour,,0,"@united I'm glad you didn't mean to, but it doesn't excuse your inefficiency! Only took 70min for the bags, we were your only arrival flight",,2/23/2015 0:48,"Raleigh, NC",
5.6977E+17,negative,0.7158,Lost Luggage,0.3579,United,,wsachs,,0,@united on plane to Newark now. I was checked in as Rebecca Levi. My bag is under her name too.,,2/23/2015 0:03,New York/New Jersey depends on,Eastern Time (US & Canada)
5.69762E+17,negative,1,Lost Luggage,1,United,,Spanner2,,0,@united you have now lost my bag. Never ever flying United again #joke,,2/22/2015 23:33,London baby,
5.69752E+17,negative,1,Lost Luggage,0.6359,United,,czamkoff,,0,"@united after a Cancelled Flighted flight, and 2 delays, you lost my luggage AGAIN! You're the WORST! Disgraceful! Awful company, horrible service!",,2/22/2015 22:52,,
5.6974E+17,negative,1,Lost Luggage,1,United,,melonbee,,0,@united 24 hrs since flight landed and ZERO info on my missing bag? rough ETA would be hugely helpful + restore some confidence,,2/22/2015 22:07,,Eastern Time (US & Canada)
5.69738E+17,negative,1,Lost Luggage,0.3569,United,,travelpro888,,0,@united I just checked my united app and the most valuable use of this app has been removed. I can no longer see the status of my equipment?,,2/22/2015 21:59,,
5.6973E+17,negative,1,Lost Luggage,1,United,,nigelcornwallis,,0,"@united  bags left behind because plane overweight, be great if knew as soon as we landed, instead letting us wait 45 minutes with no info.",,2/22/2015 21:27,,Eastern Time (US & Canada)
5.69726E+17,negative,1,Lost Luggage,1,United,,HamborgJack,,0,@united will lose my bag but won't give me free pretzels #frauds,,2/22/2015 21:09,,
5.6972E+17,negative,0.6455,Lost Luggage,0.6455,United,,Joe_Curry,,0,@united I lost my sunglasses on the flight from OKC to IAH this morning (8am takeoff) .. is there any way to retrieve them?,,2/22/2015 20:48,Austin,Central Time (US & Canada)
5.69715E+17,negative,1,Lost Luggage,1,United,,Nic_Thoman23,,0,@united compensate us for new clothes bet you won't,"[45.67922537, -111.04823044]",2/22/2015 20:25,GLP,Eastern Time (US & Canada)
5.69711E+17,negative,1,Lost Luggage,1,United,,Nic_Thoman23,,0,@united currently crying... I wanted to ski tomorrow but prolly not. Just a boy tryna fulfill his dreams,"[45.67922693, -111.04839797]",2/22/2015 20:11,GLP,Eastern Time (US & Canada)
5.69711E+17,negative,1,Lost Luggage,0.3682,United,,Nic_Thoman23,,0,"@united I tried the online tracking and they said something like ""attempting to locate luggage""","[45.67925887, -111.04844481]",2/22/2015 20:10,GLP,Eastern Time (US & Canada)
5.69711E+17,negative,1,Lost Luggage,0.6575,United,,Nic_Thoman23,,1,@united your worker told us not to call because we'd be talking to someone in Thailand...,"[45.67912434, -111.04847959]",2/22/2015 20:09,GLP,Eastern Time (US & Canada)
5.6971E+17,negative,1,Lost Luggage,1,United,,crsmoore,,1,@united - Going on 3 days (tomorrow) and I still haven't received my bag from my flight to Toronto. Would love to see some seriousness here.,,2/22/2015 20:08,USA / The World,Eastern Time (US & Canada)
5.6971E+17,negative,1,Lost Luggage,0.3423,United,,thebadvillain,,0,"@united if you don't like delayed bags, why do you let it happen so much?",,2/22/2015 20:07,,
5.69704E+17,negative,1,Lost Luggage,1,United,,Rianne1,,0,@united airlines: you kidding? Bagage lost this morning from ny to Washington and still no trace? #badservice,,2/22/2015 19:42,,Bern
5.69703E+17,negative,1,Lost Luggage,0.3542,United,,uncommongrape,,0,@united I did. It took about an hour and a half though,,2/22/2015 19:41,"Rockaway, NJ",Eastern Time (US & Canada)
5.69702E+17,negative,1,Lost Luggage,1,United,,meigheyburn,,0,@united WHERE IS MY FUCKING BAG?!?! Where the fuck is my fucking bag??? TELL ME NOW OR GIVE ME A NUMBER TO CALL A HUMAN. SAN68059M,,2/22/2015 19:33,"Akron, Ohio",Eastern Time (US & Canada)
5.69697E+17,negative,1,Lost Luggage,1,United,,liveitup09,,1,@united I sent a message. It's very irresponsible that my suitcase cannot be found. This is truly worst service ever... #fedup #disastrous,,2/22/2015 19:16,,Atlantic Time (Canada)
5.69693E+17,negative,1,Lost Luggage,1,United,,jnml,,1,"@united, wife landed in DC 5hrs ago. luggage did not, was told it would B delivered/Hotel by 8pm. It's now 10pm, no luggage. #UA484",,2/22/2015 18:59,,
5.69685E+17,negative,1,Damaged Luggage,1,United,,cslhilo,,0,@united I didn't have time to take my wet clothes/suit back to the airport and wasn't going to pay for another cab to do so.,,2/22/2015 18:27,"Hilo, HI",Hawaii
5.69685E+17,negative,0.6687,Damaged Luggage,0.3463,United,,cslhilo,,0,@united didn't realize my bag/ contents were wet until I got to my hotel. Sent my suit/shirts out to be dry cleaned. Mtgs start tomorrow.,,2/22/2015 18:26,"Hilo, HI",Hawaii
5.69681E+17,negative,1,Lost Luggage,1,United,,mamijeanna,,0,@united yes. Bags came 1 hr after I arrived at baggage claim. Awful experience on the ground at BHM,,2/22/2015 18:11,,
5.69665E+17,negative,1,Lost Luggage,0.3709,United,,malexcormier,,0,"@united I understand the intention, but it pales in comparison to a day of lost wages for both my wife and I because of the delay.",,2/22/2015 17:09,North,Central Time (US & Canada)
5.69665E+17,negative,1,Lost Luggage,1,United,,mustardman123,,0,@united I need help with a missing bag.,,2/22/2015 17:08,"Cincinnati, OH",Quito
5.69662E+17,negative,0.6307,Lost Luggage,0.6307,United,,Spencerklein,,0,@united and that it would be sent on the next flight to Hayden/steamboat (HDN) from Denver. So I'm hoping its on there,,2/22/2015 16:56,,Eastern Time (US & Canada)
5.69662E+17,negative,1,Lost Luggage,0.3683,United,,Spencerklein,,0,@united and pick it up and just bring it on the shuttle. When I went to double check on that they said it was still on the concourse,,2/22/2015 16:56,,Eastern Time (US & Canada)
5.69662E+17,negative,0.6842,Lost Luggage,0.6842,United,,Spencerklein,,0,@united I honestly couldn't tell you. All I know is that originally we were going to have it brought in from the concourse,,2/22/2015 16:55,,Eastern Time (US & Canada)
5.69654E+17,negative,1,Lost Luggage,1,United,,LaHauser,,0,@united CDG-LAS 42 hours. And my luggage is in SFO. I've been wearing the same clothes for 42 hours. Thank you. #flythefriendlyskies,"[36.08655568, -115.1394417]",2/22/2015 16:22,,Paris
5.6965E+17,negative,1,Lost Luggage,1,United,,Spencerklein,,0,@united they had record of it being at Denver on the concourse prior to me gettin on the shuttle. I just want to confirm its location,,2/22/2015 16:07,,Eastern Time (US & Canada)
5.69648E+17,negative,0.6327,Lost Luggage,0.6327,United,,Spencerklein,,0,@united we needed to be at steamboat for a meeting by 3pm so we took a shuttle. The United customer service people said the bag would be on,,2/22/2015 16:02,,Eastern Time (US & Canada)
5.69635E+17,negative,1,Lost Luggage,1,United,,jprice9227,,0,"@united no, we still have not heard anything from anyone at @united or the @ErieAirport",,2/22/2015 15:08,,
5.69633E+17,negative,1,Lost Luggage,0.6526,United,,bfunai,,0,@united We waited 40 min for our bags after a 45 min flight #nomorecheckedbags,,2/22/2015 14:59,"Chicago, Illinois",Central Time (US & Canada)
5.69631E+17,negative,1,Lost Luggage,1,United,,liveitup09,,1,@united yes I have &amp; they're unsure when it would come.This has never happened on any airline and my first time with @united #disappointed,,2/22/2015 14:53,,Atlantic Time (Canada)
5.69621E+17,negative,1,Lost Luggage,1,United,,poweroflindsey,,0,"@united ... I want my bag off flight 1142, what do I do now?","[39.8586527, -104.6718518]",2/22/2015 14:14,Ft Collins ,
5.6962E+17,negative,1,Lost Luggage,1,United,,jprice9227,,0,@united lost my bags and there was a flight from Chi to Eri that landed over 1.5 hrs ago...yet still have zero updates?? #UnitedAirlinesSux,,2/22/2015 14:10,,
5.6962E+17,negative,1,Lost Luggage,1,United,,OScotty73,,0,@united the bag is in a state that I didn't travel to and the airports don't fly to each other. Looks like it'll never show,,2/22/2015 14:09,,Central Time (US & Canada)
5.69619E+17,negative,1,Lost Luggage,0.65,United,,paul27k,,0,"@united, we've been waiting for over an hour for our luggage- what gives?","[40.69672337, -74.17710665]",2/22/2015 14:06,,
5.69616E+17,negative,1,Lost Luggage,1,United,,KHSailing,,1,@united on line baggage system complete rubbish. bag missing 2 days. No meaningful information.,,2/22/2015 13:55,"Solent - Hamble, Lymington",London
5.69604E+17,negative,1,Lost Luggage,1,United,,UK_Petrolhead,,1,"@united Your baggage tracking system is worthless! It tells me nothing about where the bag is, much less what your plans are to get it to me",,2/22/2015 13:05,,
5.69603E+17,negative,1,Lost Luggage,1,United,,liveitup09,,1,@united thank you for letting me down.My luggage is still in Denver but I'm in Phl. #neveragain #flyingwithUS #disappointed #lostacustomer,,2/22/2015 13:02,,Atlantic Time (Canada)
5.69598E+17,negative,0.6772,Lost Luggage,0.6772,United,,benty83,,0,@united you left my bag in Houston last night. It's freezing cold in Memphis. Any idea on when I will see it? Off again tomorrow.,,2/22/2015 12:42,"Melbourne, Australia ",Melbourne
5.69588E+17,negative,1,Lost Luggage,0.6921,United,,DangVanda,,0,"@united, American never had my bags apparently. United never switched them over. Had to go back to United Baggage Service.",,2/22/2015 12:01,STL,
5.69586E+17,negative,1,Lost Luggage,0.6621,United,,DavidLat,,0,"@united Waiting half an hour for my checked bag at EWR (&amp; that was Priority); disappointing, usually you guys are good.",,2/22/2015 11:55,"New York, NY",Eastern Time (US & Canada)
