tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
5.69946E+17,negative,1,Flight Attendant Complaints,0.3516,Virgin America,,seimatrun,,0,@VirginAmerica your airline is awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0VrfhjHt,,2/23/2015 11:46,Los Angeles,
5.69935E+17,negative,1,Customer Service Issue,1,Virgin America,,meme_meng,,0,@VirginAmerica what is going on with customer service? Is there anyway to speak to a human asap? Thank you.,,2/23/2015 11:02,,
5.69934E+17,negative,1,Customer Service Issue,1,Virgin America,,GunsNDip,,0,@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness,,2/23/2015 10:56,,Pacific Time (US & Canada)
5.69927E+17,negative,1,Flight Booking Problems,1,Virgin America,,jsatk,,0,@VirginAmerica I’m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R,"[0.0, 0.0]",2/23/2015 10:29,"Lower Pacific Heights, SF, CA",Pacific Time (US & Canada)
5.69911E+17,negative,1,Customer Service Issue,0.6863,Virgin America,,MerchEngines,,0,"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign.",,2/23/2015 9:25,"Los Angeles, CA",Arizona
5.69909E+17,negative,1,Customer Service Issue,0.6771,Virgin America,,ColorCartel,,0,@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y,,2/23/2015 9:18,"Austin, TX",Mountain Time (US & Canada)
5.69897E+17,negative,1,Flight Booking Problems,0.6714,Virgin America,,mattbunk,,0,@virginamerica What is your phone number. I can't find who to call about a flight reservation.,,2/23/2015 8:29,"Sterling Heights, MI",Eastern Time (US & Canada)
5.69894E+17,negative,1,Customer Service Issue,1,Virgin America,,louisjenny,,0,@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone.,,2/23/2015 8:19,Washington DC,Quito
5.69885E+17,negative,1,Customer Service Issue,1,Virgin America,,BeLeather,,0,@VirginAmerica called your service line and was hung up on. This is awesome. #sarcasm,"[0.0, 0.0]",2/23/2015 7:40,,Pacific Time (US & Canada)
5.69884E+17,negative,1,Flight Booking Problems,0.6366,Virgin America,,BeLeather,,0,@VirginAmerica your site is tripping. I'm trying to check in and I'm getting the plain text version. I am reluctant to enter any card info.,"[0.0, 0.0]",2/23/2015 7:40,,Pacific Time (US & Canada)
5.69748E+17,negative,0.6832,Customer Service Issue,0.3773,Virgin America,,usagibrian,,0,@VirginAmerica Use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?,,2/22/2015 22:39,San Francisco CA,Pacific Time (US & Canada)
5.69741E+17,negative,1,Flight Booking Problems,0.6767,Virgin America,,usagibrian,,0,"@VirginAmerica And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?",,2/22/2015 22:11,San Francisco CA,Pacific Time (US & Canada)
5.69738E+17,negative,1,Customer Service Issue,0.6527,Virgin America,,KindofLuke,,0,@VirginAmerica I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370,,2/22/2015 21:56,,
5.69666E+17,negative,0.6703,Customer Service Issue,0.6703,Virgin America,,ChrisFordisHere,,0,@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!,"[51.04345575, -114.06071363]",2/22/2015 17:14,NYC,Tehran
5.69643E+17,negative,1,Customer Service Issue,0.6448,Virgin America,,melokudo,,0,@VirginAmerica you are failing your customers because your check in process does not link to TSA pre-check.,,2/22/2015 15:40,,Eastern Time (US & Canada)
5.69627E+17,negative,1,Customer Service Issue,1,Virgin America,,tfaz,,0,@VirginAmerica I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise,,2/22/2015 14:39,"Oakland, California",Pacific Time (US & Canada)
5.6962E+17,negative,1,Flight Booking Problems,1,Virgin America,,GoShar2012,,0,@VirginAmerica why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated,,2/22/2015 14:07,"Providence, RI",Eastern Time (US & Canada)
5.69619E+17,negative,0.6543,Flight Attendant Complaints,0.3562,Virgin America,,MOCBlogger,,0,@VirginAmerica You'd think paying an extra $100 bucks RT for luggage might afford you hiring an extra hand at @sfo #lame,,2/22/2015 14:03,San Diego,Alaska
5.69608E+17,negative,0.679,Flight Booking Problems,0.3684,Virgin America,,Tyler_Starrine,,0,@VirginAmerica question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.,,2/22/2015 13:23,Los Angeles,Pacific Time (US & Canada)
5.69573E+17,negative,1,Customer Service Issue,0.6983,Virgin America,,paulnakada,,0,@VirginAmerica having problems Flight Booking Problems on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.,,2/22/2015 11:02,San Francisco,Pacific Time (US & Canada)
5.69567E+17,negative,1,Flight Booking Problems,0.6556,Virgin America,,intlwriter,,0,"@VirginAmerica I rang, but there is a wait for 35 minutes!! I can book the same ticket through a vendor, fix your site",,2/22/2015 10:38,@ the moment in New Delhi,Pacific Time (US & Canada)
5.69541E+17,negative,0.6517,Customer Service Issue,0.3371,Virgin America,,sbaaronson,,0,@VirginAmerica is the website down?,,2/22/2015 8:56,Los Angeles,
5.6954E+17,negative,0.68,Customer Service Issue,0.35,Virgin America,,jonesbasf,,0,@VirginAmerica - Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS? http://t.co/8qsQMM7KF2,,2/22/2015 8:53,,
5.69495E+17,negative,1,Customer Service Issue,0.7002,Virgin America,,Gr8Fratsby,,0,@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers,,2/22/2015 5:51,"Washington, DC",Eastern Time (US & Canada)
5.69478E+17,negative,1,Customer Service Issue,1,Virgin America,,CSHangover,,0,@VirginAmerica Is it normal to receive no reply from Central Baggage #baggageissues #smh,,2/22/2015 4:43,Tokyo,Irkutsk
5.69368E+17,negative,1,Customer Service Issue,0.6777,Virgin America,,MikeWiener,,0,@VirginAmerica  I applied over 2 weeks ago. Haven't heard back and I'm flying this week #disappointed,,2/21/2015 21:28,,Eastern Time (US & Canada)
5.69351E+17,negative,1,Customer Service Issue,1,Virgin America,,ChrysiChrysic,,0,@VirginAmerica - too many apologies! You r the worse airlines! Don't even respond to your cudtomers,,2/21/2015 20:21,,
5.69323E+17,negative,1,Customer Service Issue,0.7148,Virgin America,,joyabsalon,,0,@VirginAmerica too bad you say it takes 10 to 14 days via YOUR confirmation email. When I inquired after 3 weeks you claim 6 to 8 weeks!,,2/21/2015 18:29,Northern Virginia,Eastern Time (US & Canada)
5.69311E+17,negative,1,Flight Attendant Complaints,0.6729,Virgin America,,TTINAC11,,0,@VirginAmerica  for all my flight stuff wrong and did nothing about it. Had #worst #flight ever,,2/21/2015 17:40,"Las Vegas, NV",Mountain Time (US & Canada)
5.69304E+17,negative,1,Flight Booking Problems,0.6705,Virgin America,,alexrkonrad,,0,@VirginAmerica trying to book a flight with you guys and your website won't let me... about to lose my business,,2/21/2015 17:13,"New York, NY",Eastern Time (US & Canada)
5.6929E+17,negative,1,Flight Booking Problems,0.6648,Virgin America,,MaximWheatley,,0,@VirginAmerica Just DM'd. Same issue persisting.,,2/21/2015 16:19,"Washington, DC",Atlantic Time (Canada)
5.69278E+17,negative,1,Flight Booking Problems,1,Virgin America,,lexiesalas,,0,@VirginAmerica trying to book a flight &amp; your site is down 😁,,2/21/2015 15:29,BAYAREA✈️NYC,Pacific Time (US & Canada)
5.69262E+17,negative,1,Customer Service Issue,0.6733,Virgin America,,MaximWheatley,,0,@VirginAmerica Your website is down and I'm trying to check in!,,2/21/2015 14:27,"Washington, DC",Atlantic Time (Canada)
5.69237E+17,negative,1,Customer Service Issue,0.6968,Virgin America,,NoelArtiles,,0,@VirginAmerica can’t access your website from Safari on iPhone 6. Seems to work on Mac and iPad. Need iPhone to add Passbook.,"[0.0, 0.0]",2/21/2015 12:48,"Austin, TX",Central Time (US & Canada)
5.69236E+17,negative,0.699,Customer Service Issue,0.699,Virgin America,,floatingatoll,,0,"@VirginAmerica your mobile site is broken, shows 
""{{header.elevateUser.numOfPointsAvailable || '0' | number}} Points"", won't let me checkin",,2/21/2015 12:44,"Silicon Valley, California",Pacific Time (US & Canada)
5.69227E+17,negative,1,Customer Service Issue,0.6766,Virgin America,,borknagar,,0,@VirginAmerica I did it but there was a problem in the link from the email for check-in. thanks,,2/21/2015 12:07,chile,Santiago
5.69224E+17,negative,1,Flight Booking Problems,0.6954,Virgin America,,propsonline,,0,@VirginAmerica had to change to another airline to get to DC today ... Why is @united able to land in DC but not you? Cost me $800 ...ugh,,2/21/2015 11:56,"California, USA",Pacific Time (US & Canada)
5.69219E+17,negative,1,Customer Service Issue,1,Virgin America,,DonnellyPatrick,,0,@VirginAmerica hold times at call center are a bit much,,2/21/2015 11:35,SF Bay Area,Pacific Time (US & Canada)
5.69212E+17,negative,0.6455,Flight Booking Problems,0.3497,Virgin America,,josephschwegler,,0,@VirginAmerica Site down? #help,,2/21/2015 11:06,,Pacific Time (US & Canada)
5.69204E+17,negative,0.6701,Customer Service Issue,0.3505,Virgin America,,daniellewolff,,0,"@VirginAmerica Trying to reset my password, email never arrives. Help?",,2/21/2015 10:37,"Los Angeles, CA",Pacific Time (US & Canada)
5.69193E+17,negative,1,Customer Service Issue,1,Virgin America,,bluesmoon,,0,"@VirginAmerica the CSS on your site is a 404 right now, please fix. Site unusable.",,2/21/2015 9:51,"Cambridge, MA, USA, Earth",Eastern Time (US & Canada)
5.6918E+17,negative,0.6636,Customer Service Issue,0.6636,Virgin America,,borknagar,,0,"@VirginAmerica Hi, I'm trying to do check-in but the website is not working. I tried 3 different browsers and the problem continues",,2/21/2015 8:59,chile,Santiago
5.69029E+17,negative,1,Flight Booking Problems,0.6809,Virgin America,,alanzeino,,0,@VirginAmerica current bug on website shows ‘select departure city’ when selecting destination city http://t.co/SLLYIBE2vQ,,2/20/2015 23:00,San Francisco,Pacific Time (US & Canada)
5.6894E+17,negative,1,Customer Service Issue,0.6633,Virgin America,,Alex_Ricardo,,0,@VirginAmerica there is something wrong with you website in Safari iPhone,,2/20/2015 17:07,Montreal,Eastern Time (US & Canada)
5.68929E+17,negative,1,Customer Service Issue,0.6525,Virgin America,,insideout,,0,@VirginAmerica Boo for a not refunding a seat upgrade fee I did not want to buy in the first place!,,2/20/2015 16:22,,Central Time (US & Canada)
5.68868E+17,negative,0.6569,Customer Service Issue,0.6569,Virgin America,,SleeplessByte,,0,@VirginAmerica Is there anything going on with the website? I've been getting a lot of errors past 30 minutes.,"[0.0, 0.0]",2/20/2015 12:21,Rijswijk ♡ The Netherlands,Amsterdam
5.68851E+17,negative,1,Flight Attendant Complaints,0.6458,Virgin America,,SaraBabs,,0,@VirginAmerica husband and I ordered three drinks via my screen and they never came. Awesome!,,2/20/2015 11:13,dc,Eastern Time (US & Canada)
5.68841E+17,negative,1,Flight Booking Problems,0.3895,Virgin America,,notthatnathan,,0,"@VirginAmerica Funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. I dislike this!",,2/20/2015 10:32,"Portland, Maine",Eastern Time (US & Canada)
5.6883E+17,negative,1,Customer Service Issue,0.6655,Virgin America,,RobynMatza,,0,@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS,"[0.0, 0.0]",2/20/2015 9:50,"New York, NY",Eastern Time (US & Canada)
5.68825E+17,negative,1,Customer Service Issue,1,Virgin America,,miekd,,0,@VirginAmerica Do you guys know your check-in links from emails are broken? http://t.co/2npXB6oBMr,,2/20/2015 9:28,San Francisco,Pacific Time (US & Canada)
5.68811E+17,negative,0.662,Flight Booking Problems,0.662,Virgin America,,chrisaguiar88,,0,@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.,,2/20/2015 8:36,Massachusetts,
5.68776E+17,negative,1,Flight Booking Problems,0.6667,Virgin America,,perMicah,,0,@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg,,2/20/2015 6:15,"Brooklyn, NY",Quito
5.6877E+17,negative,1,Customer Service Issue,0.6237,Virgin America,,iamnayr,,0,"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW",,2/20/2015 5:50,"San Francisco, CA",Pacific Time (US & Canada)
5.68663E+17,negative,1,Customer Service Issue,0.6596,Virgin America,,davidhfe,,0,@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW,,2/19/2015 22:47,"San Francisco, CA",Pacific Time (US & Canada)
5.68662E+17,negative,1,Flight Booking Problems,0.6841,Virgin America,,davidhfe,,0,@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?,,2/19/2015 22:44,"San Francisco, CA",Pacific Time (US & Canada)
5.68596E+17,negative,1,Flight Booking Problems,0.6406,Virgin America,,El_Nel_81,,0,@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?,,2/19/2015 18:18,,
5.68585E+17,negative,0.6381,Flight Booking Problems,0.3279,Virgin America,,zoelle,,0,"@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)",,2/19/2015 17:37,San Francisco,Pacific Time (US & Canada)
5.68577E+17,negative,1,Customer Service Issue,0.6543,Virgin America,,joyabsalon,,0,@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥,,2/19/2015 17:04,Northern Virginia,Eastern Time (US & Canada)
5.68537E+17,negative,0.6539,Customer Service Issue,0.3461,Virgin America,,conorjrogers,,0,@VirginAmerica trying to check-in...but looks like your site is down?,,2/19/2015 14:25, DC | Jersey City,Eastern Time (US & Canada)
5.68527E+17,negative,0.6596,Customer Service Issue,0.3617,Virgin America,,GaySkiWeek,,0,@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.,,2/19/2015 13:45,"Telluride, CO",Central Time (US & Canada)
5.6852E+17,negative,0.3617,Flight Booking Problems,0.3617,Virgin America,,jamonholmgren,,0,@VirginAmerica It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3,,2/19/2015 13:18,"Vancouver, WA",Arizona
5.68512E+17,negative,1,Customer Service Issue,0.6581,Virgin America,,richeyvicious,,0,"@VirginAmerica I spoke with a representative that offered no solution, I am a loyal customer who flies on @VirginAtlantic as well",,2/19/2015 12:45,"LES, NYC",
5.68511E+17,negative,1,Flight Booking Problems,0.6725,Virgin America,,richeyvicious,,0,@VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email,,2/19/2015 12:44,"LES, NYC",
5.68497E+17,negative,0.654,Flight Booking Problems,0.3438,Virgin America,,taygarrett,,0,"@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May, only see connecting #help #dontdothistome",,2/19/2015 11:46,san francisco,Eastern Time (US & Canada)
5.68459E+17,negative,1,Customer Service Issue,1,Virgin America,,Matthewbenz,,0,@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!,,2/19/2015 9:14,San Francisco,Pacific Time (US & Canada)
5.68456E+17,negative,1,Customer Service Issue,1,Virgin America,,mightymeesh,,0,@VirginAmerica currently in minute 10 of being on hold with cust. service. Do I need to do anything to add a lap child to my reservation?,,2/19/2015 9:05,San Francisco,
5.68423E+17,negative,1,Customer Service Issue,1,Virgin America,,hungarianhc,,0,"@VirginAmerica, I submitted a status match request a while back and still haven’t heard! I’m flying on Monday. Can you look / accelerate?","[0.0, 0.0]",2/19/2015 6:53,"San Francisco, CA",Alaska
5.68259E+17,negative,0.6801,Flight Booking Problems,0.6801,Virgin America,,gbone34,,0,@VirginAmerica I'm pulling my hair out trying to book a flight with u. Your site doesn't work on iPhone or iPad.don't have a computer #help,,2/18/2015 20:03,,
5.6824E+17,negative,0.6307,Customer Service Issue,0.6307,Virgin America,,edzme,,0,@VirginAmerica Can I get some help with a support ticket? It's been 15 days.... Incident: 150202-000419 Thank you!,,2/18/2015 18:47,The other side,
5.68175E+17,negative,0.6727,Customer Service Issue,0.6727,Virgin America,,mekirkpatrick,,0,@VirginAmerica FYI the info@virginamerica.com email address you say to contact in password reset emails doesn't exist. Emails bounce.,,2/18/2015 14:26,"Long Beach, CA",Pacific Time (US & Canada)
5.68166E+17,negative,1,Customer Service Issue,1,Virgin America,,jpf4986,,0,@VirginAmerica Status match - 2 weeks have gone by and no news.Flt next week - hope flt will count towards requirement.  Cust Svc no help!!!,,2/18/2015 13:50,,
5.68158E+17,negative,0.6702,Customer Service Issue,0.6702,Virgin America,,Pace6445,,0,@VirginAmerica your website sucks donkey dicks. Just thought you should know. All best.,"[40.63767372, -74.11075451]",2/18/2015 13:18,"Staten Island, NY",
5.68133E+17,negative,1,Customer Service Issue,0.6989,Virgin America,,matthew,,0,@VirginAmerica Your back of seat entertainment system does not accept credit cards that  have an apostrophe in the surname. #apostrophefail,,2/18/2015 11:40,"San Francisco, CA",Pacific Time (US & Canada)
5.68104E+17,negative,0.6651,Flight Booking Problems,0.3413,Virgin America,,onewil,,0,@VirginAmerica sad to learn you no longer fly SFO &gt; PHL. Hope it returns!,"[0.0, 0.0]",2/18/2015 9:46,"San Francisco, CA",Pacific Time (US & Canada)
5.67972E+17,negative,1,Flight Attendant Complaints,0.6773,Virgin America,,total_janarchy,,0,"@VirginAmerica All of group E was told there was no more room in the bins. when I got on the plane, was room for at least 4 bags in my row!",,2/18/2015 1:00,,Eastern Time (US & Canada)
5.67946E+17,negative,1,Customer Service Issue,0.6977,Virgin America,,helenalor,,0,@VirginAmerica I have lots of flights to book and your site it not working!!!! I've been on the phone waiting for over 10 minutes..........,"[0.0, 0.0]",2/17/2015 23:18,San Francisco,Eastern Time (US & Canada)
5.6781E+17,negative,1,Customer Service Issue,0.7012,Virgin America,,wtcgroup,,0,@VirginAmerica Man of steel flies to more cities though...and with more frequency too.,,2/17/2015 14:17,SF Bay Area/ Las Vegas,
5.67792E+17,negative,1,Customer Service Issue,0.7055,Virgin America,,reekyrocks,,0,@VirginAmerica started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.,,2/17/2015 13:06,"Los Angeles, CA",Pacific Time (US & Canada)
5.67785E+17,negative,1,Customer Service Issue,1,Virgin America,,RyScanlon,,0,@VirginAmerica Grouping Virgin in with the others now. BOS weather has exposed their actual Cus Serv model. Never Flight Booking Problems with Virgin again!,,2/17/2015 12:38,,Atlantic Time (Canada)
5.67784E+17,negative,1,Customer Service Issue,0.6834,Virgin America,,RyScanlon,,0,"@VirginAmerica As one of the travelers affected by the Boston storm, I'm shocked at Virgin's complete apathy toward their customers.",,2/17/2015 12:32,,Atlantic Time (Canada)
5.67773E+17,negative,0.6579,Customer Service Issue,0.6579,Virgin America,,cayocrazy,,0,@VirginAmerica Umm so no reason as to why this is? Is there someone different I should contact (or contact me) to get a definitive answer?,,2/17/2015 11:48,,
5.6777E+17,negative,0.6515,Flight Booking Problems,0.3358,Virgin America,,paulhting,,0,@virginamerica Trying to make the change in advance (not just 24 hours prior)…tried it online earlier and it wanted $300 in change fees.,,2/17/2015 11:38,"Charlottesville, VA",Eastern Time (US & Canada)
5.67744E+17,negative,1,Customer Service Issue,0.6737,Virgin America,,texasjuls,,0,@VirginAmerica my group got their Cancelled Flightlation fees waived but I can't because my ticket is booked for 2/18? Your reps were no help either 😡,,2/17/2015 9:56,Texas,Central Time (US & Canada)
5.70299E+17,negative,1,Flight Booking Problems,0.6816,United,,Ashley_Jeffris,,0,@united is the worst. Nonrefundable First class tickets? Oh because when you select Global/FC their system auto selects economy w/upgrade.,,2/24/2015 11:08,Las Vegas ,Eastern Time (US & Canada)
5.70299E+17,negative,1,Customer Service Issue,0.66,United,,CheerTymeDad,,1,@united @CheerTymeDad So I can buy tix 3 days before flight but can't transfer the tix.  Flawed security logic. Flawed customer service,,2/24/2015 11:07,,
5.70298E+17,negative,0.6547,Customer Service Issue,0.3331,United,,Nikki62878,,0,"@united I did start a claim but 8-10 weeks is unrealistic, am I really supposed to go that long with out a car seat for my child.Ridiculous!",,2/24/2015 11:05,,
5.70294E+17,negative,1,Customer Service Issue,0.6703,United,,nydia376,,0,@united beginning of Feb I called United they said they would send another voucher by mail. Never got anything. #tiredofwaiting,,2/24/2015 10:48,USA,
5.70294E+17,negative,1,Customer Service Issue,1,United,,nate2482,,0,"@United the internet is a great thing.  I am emailing executives in your company, maybe they will respond to me in a timely manner.",,2/24/2015 10:47,"Parkersburg, WV",Eastern Time (US & Canada)
5.70291E+17,negative,1,Customer Service Issue,0.6421,United,,runwithmiles,,0,@united I am trying to book awards for September and need flights on @aegeanairlines but they will not show even w/ many award seats availab,,2/24/2015 10:36,,Eastern Time (US & Canada)
5.70291E+17,negative,1,Customer Service Issue,0.6459,United,,nate2482,,0,@united I sure did.   I had to drive a total of 3 hours to get my own bag.  I'd like to explain that debacle but no one wants to talk to me.,,2/24/2015 10:35,"Parkersburg, WV",Eastern Time (US & Canada)
5.70287E+17,negative,0.6538,Customer Service Issue,0.6538,United,,megfalcone,,0,"@united yes please! I am newly married and trying to update my last name on a preexisting international flight! It seems so easy, but...",,2/24/2015 10:19,,Pacific Time (US & Canada)
5.70287E+17,negative,1,Customer Service Issue,1,United,,nydia376,,0,@united How does United refuse to reissue a $400 lost voucher when their plane didn't take off due to mechanics? #badcustomerservice,,2/24/2015 10:19,USA,
5.70286E+17,negative,1,Flight Attendant Complaints,0.3732,United,,OohLaLa09,,1,"@united yes, we've been with the agents for the last 50 minutes. One of the agents have been very rude, but thankfully Ladan has been nice.",,2/24/2015 10:16,DC,Eastern Time (US & Canada)
5.70285E+17,negative,1,Flight Attendant Complaints,0.691,United,,fitztango,,0,"@united iah to charlotte. Baggage claim rep latrice h. #customerservice non existent, Ignored customer then inappropriately touched customer",,2/24/2015 10:11,"Houston, TX",
5.70284E+17,negative,1,Customer Service Issue,0.6806,United,,collegepathSS,,0,@united @UCtraveladvisor - I would have loved to respond to your website until I saw the really long form. In business the new seats are bad,,2/24/2015 10:06,California/Nevada,Pacific Time (US & Canada)
5.70278E+17,negative,1,Flight Booking Problems,0.6516,United,,SEGrower,,0,"@united No, I need you guys to not over book planes. It's not a concern, I'll just travel with someone else moving forward.",,2/24/2015 9:44,"Colorado Springs, Colorado",Mountain Time (US & Canada)
5.70276E+17,negative,1,Flight Booking Problems,1,United,,mattwbaker,,0,@united - Why can't I get a boarding pass for my Austrian Airlines codeshare flight. Rebook incls a 6 hour layover &amp; I am stuck outside sec,,2/24/2015 9:36,The Center of My Universe,Mountain Time (US & Canada)
5.70275E+17,negative,1,Customer Service Issue,0.3551,United,,CheerTymeDad,,1,@united Shame that there's no flex to tickets transfer rules.  Even calling from Neurosurgery ICU isn't enough!,,2/24/2015 9:32,,
5.70273E+17,negative,1,Customer Service Issue,1,United,,johnkarpf,,0,@united No. Denver said they don't handle baggage that made it to Colo. Springs.  They gave me an 800 number to call. No help there either.,,2/24/2015 9:24,"Jacksonville, FL",Eastern Time (US & Canada)
5.70273E+17,negative,1,Customer Service Issue,1,United,,Micaela4Mizzou,,0,@united you guys need some serious training in customer service. Too many better options to put up with the way you guys handle ur mistakes,,2/24/2015 9:22,,Hawaii
5.70272E+17,negative,1,Customer Service Issue,0.6706,United,,discobiscuit63,,0,"@united once he found out we had a problem he avoided me like the plague. Was told ""we can't find a supervisor.""",,2/24/2015 9:19,,Central Time (US & Canada)
5.70271E+17,negative,0.66,Flight Booking Problems,0.3503,United,,discobiscuit63,,0,@united our travel booked thru United group dept. Okc ticket agent less than willing to help with our connection in LAX.,,2/24/2015 9:15,,Central Time (US & Canada)
5.70271E+17,negative,1,Flight Attendant Complaints,0.6593,United,,fuchsialipstick,,0,"@united v upset with your disability  ""services"". When I told one of your employees I was carrying medical equipment she was very rude.",,2/24/2015 9:15,,Quito
5.7027E+17,negative,1,Customer Service Issue,0.6735,United,,discobiscuit63,,0,@united thnx for quick reply but don't think you can assist. Our intl grp will be put to considerable inconvenience today.,,2/24/2015 9:14,,Central Time (US & Canada)
5.70269E+17,negative,1,Flight Booking Problems,1,United,,getmeontop,,0,@united @getmeontop 7 WEEKS Late FlightR AND I STILL HAVE NOT RECEIVED MY MILES FROM THE MileagePlus Gift Card $150 STARBUCKS CARD I HANDED OVER!!!,,2/24/2015 9:08,Wall Street • Manhattan • NYC ,Eastern Time (US & Canada)
5.70269E+17,negative,0.6794,Customer Service Issue,0.3802,United,,jkentakula,,0,"@united as a 1k, I'm always hoping for improvement.",,2/24/2015 9:08,,
5.70266E+17,negative,1,Customer Service Issue,0.699,United,,discobiscuit63,,1,@united OKC ticket agent Roger McLarren(sp?) LESS than helpful with our Intl group travel problems Can't find a supervisor for help.,,2/24/2015 8:54,,Central Time (US & Canada)
5.70265E+17,negative,1,Flight Booking Problems,0.3535,United,,BillBra95467934,,0,@united another fail for the United ticket agents in OKC. LESS than helpful and could care less about our problems. American here we come.,,2/24/2015 8:50,,
