,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,label
105,569887049446076416,positive,1.0,,,Virgin America,,TheDuchessSF,,0,"@VirginAmerica - amazing customer  service, again! 💕💕 RaeAnn in SF - she's the best! #customerservice #virginamerica #flying",,2015-02-23 07:50:35 -0800,Online,Pacific Time (US & Canada),2
109,569873669700358144,positive,0.6823,,0.0,Virgin America,,flyfromWAS,,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",,2015-02-23 06:57:25 -0800,"Washington, DC",Eastern Time (US & Canada),2
110,569873668131717120,neutral,1.0,,,Virgin America,,flyfromSEA,,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/RPdBpX3wNd #CheapFlights #FareCompare",,2015-02-23 06:57:24 -0800,Seattle,Central Time (US & Canada),2
111,569873665640292353,positive,0.6806,,,Virgin America,,flyfromNYC,,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare",,2015-02-23 06:57:24 -0800,"New York City, NY",Central Time (US & Canada),2
112,569873664612704256,neutral,0.6529,,,Virgin America,,flyfromLAX,,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare",,2015-02-23 06:57:24 -0800,"Los Angeles, CA",Central Time (US & Canada),2
121,569741221783957504,negative,1.0,Flight Booking Problems,0.6767,Virgin America,,usagibrian,,0,"@VirginAmerica And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?",,2015-02-22 22:11:07 -0800,San Francisco CA,Pacific Time (US & Canada),2
125,569674358135914496,neutral,1.0,,,Virgin America,,HishamSharaby,,0,"@VirginAmerica Do you provide complimentary upgrades to first class, if there are available seats?",,2015-02-22 17:45:25 -0800,New York,Eastern Time (US & Canada),2
126,569666477265018881,negative,0.6703,Customer Service Issue,0.6703,Virgin America,,ChrisFordisHere,,0,@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!,"[51.04345575, -114.06071363]",2015-02-22 17:14:06 -0800,NYC,Tehran,2
138,569620102389350401,positive,0.7011,,,Virgin America,,HollywoodHotMom,,0,@VirginAmerica always!!! Xoxo,,2015-02-22 14:09:50 -0800,All Over!,Pacific Time (US & Canada),2
156,569574961158815745,neutral,1.0,,,Virgin America,,HeatherWhoo,,0,@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?,,2015-02-22 11:10:27 -0800,,,2
157,569572942381649920,negative,1.0,Customer Service Issue,0.6983,Virgin America,,paulnakada,,0,@VirginAmerica having problems Flight Booking Problems on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.,,2015-02-22 11:02:26 -0800,San Francisco,Pacific Time (US & Canada),2
159,569566981835218944,negative,1.0,Flight Booking Problems,0.6556,Virgin America,,intlwriter,,0,"@VirginAmerica I rang, but there is a wait for 35 minutes!! I can book the same ticket through a vendor, fix your site",,2015-02-22 10:38:45 -0800,@ the moment in New Delhi,Pacific Time (US & Canada),2
162,569562202405019650,negative,1.0,Bad Flight,1.0,Virgin America,,Gr8Fratsby,,0,@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter,,2015-02-22 10:19:45 -0800,"Washington, DC",Eastern Time (US & Canada),2
173,569369239183872000,negative,1.0,Can't Tell,0.6629999999999999,Virgin America,,Boards707,,0,"@VirginAmerica congrats, you just got all my business from EWR to SFO/LAX. Fuck you @united fl1289 SFO/EWR was the clincher...",,2015-02-21 21:32:59 -0800,"Belmar, NJ",Eastern Time (US & Canada),2
178,569348775631675392,negative,1.0,Cancelled Flight,0.3709,Virgin America,,ChrysiChrysic,,0,@VirginAmerica shame on VA for making people spend money in stranded cities when other airlines are landing at JFK! Who will reimburse me?,,2015-02-21 20:11:40 -0800,,,2
202,569261128532041728,neutral,0.6809,,0.0,Virgin America,,carabubes,,0,@VirginAmerica nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow! Just sent you a DM to help me!,,2015-02-21 14:23:24 -0800,"Los Angeles, California",Central Time (US & Canada),2
203,569260526976544768,positive,1.0,,,Virgin America,,wmrrock,,0,@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4,,2015-02-21 14:21:00 -0800,CT,Eastern Time (US & Canada),2
204,569253311813185537,positive,1.0,,,Virgin America,,DailyBillboard,,0,@VirginAmerica Keep up the great work :),,2015-02-21 13:52:20 -0800,"Los Angeles, California",Pacific Time (US & Canada),2
205,569253236093267969,positive,1.0,,,Virgin America,,BigRichTexasPam,,0,@VirginAmerica my goodness your people @love field are amazing under pressure ❤️from Texas #beatstheothers in crisis Please fly me to NY,"[32.84359605, -96.84910929]",2015-02-21 13:52:02 -0800,FREE ADVICE! ,Central Time (US & Canada),2
207,569248437050302464,neutral,1.0,,,Virgin America,,casualdiego,,0,@VirginAmerica can you please get me to the new york area before monday afternoon,,2015-02-21 13:32:58 -0800,"okayville, population me",,2
208,569248400836726786,positive,1.0,,,Virgin America,,kyle_romanoff,,0,"@VirginAmerica Thanks so much for the awesome support, you guys rock!",,2015-02-21 13:32:49 -0800,,,2
209,569247769166266368,negative,0.7053,Bad Flight,0.7053,Virgin America,,wmrrock,,0,@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback,,2015-02-21 13:30:18 -0800,CT,Eastern Time (US & Canada),2
228,569211675108179968,negative,0.6455,Flight Booking Problems,0.3497,Virgin America,,josephschwegler,,0,@VirginAmerica Site down? #help,,2015-02-21 11:06:53 -0800,,Pacific Time (US & Canada),2
240,569197611393163264,neutral,1.0,,,Virgin America,,jeredscott,,0,@VirginAmerica any updates on flight 413 from Jfk &gt; Lax,,2015-02-21 10:11:00 -0800,"downtown, CA",Pacific Time (US & Canada),2
241,569197515993534464,neutral,1.0,,,Virgin America,,eric_t_lee,,0,@virginamerica spruce moose!,,2015-02-21 10:10:37 -0800,Brooklyn,Eastern Time (US & Canada),2
242,569192778468626432,negative,1.0,Customer Service Issue,1.0,Virgin America,,bluesmoon,,0,"@VirginAmerica the CSS on your site is a 404 right now, please fix. Site unusable.",,2015-02-21 09:51:48 -0800,"Cambridge, MA, USA, Earth",Eastern Time (US & Canada),2
259,568945958970531840,negative,1.0,Bad Flight,0.6765,Virgin America,,HenryLucero,,0,@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒,,2015-02-20 17:31:01 -0800,"Los Angeles, CA",,2
261,568943244027006976,neutral,1.0,,,Virgin America,,TGSOFL,,0,@VirginAmerica This is what you missed @NewsVP. Next trip to the 407.,,2015-02-20 17:20:14 -0800,Florida,Eastern Time (US & Canada),2
265,568929026644975616,negative,0.6368,Can't Tell,0.6368,Virgin America,,miekd,,0,@VirginAmerica Already checked in so the page expired :X,,2015-02-20 16:23:44 -0800,San Francisco,Pacific Time (US & Canada),2
269,568923762764095488,positive,0.6855,,,Virgin America,,AlyssaJenS,,0,@VirginAmerica I see what you did there ;),,2015-02-20 16:02:49 -0800,"Bay Area, CA",Pacific Time (US & Canada),2
274,568901823215448064,negative,1.0,Bad Flight,0.6761,Virgin America,,MsReeseGirl,,0,"@VirginAmerica moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selected👎 #DISAPPOINTED",,2015-02-20 14:35:38 -0800,Los Angeles,Pacific Time (US & Canada),2
281,568874645564362752,positive,1.0,,,Virgin America,,AcronymBex,,0,@VirginAmerica Thank you!!,,2015-02-20 12:47:39 -0800,"NY, NY",Eastern Time (US & Canada),2
292,568840724700995584,negative,1.0,Flight Booking Problems,0.3895,Virgin America,,notthatnathan,,0,"@VirginAmerica Funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. I dislike this!",,2015-02-20 10:32:51 -0800,"Portland, Maine",Eastern Time (US & Canada),2
297,568830466830151680,neutral,1.0,,,Virgin America,,AirlineFuel,,0,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ",,2015-02-20 09:52:06 -0800,Global,Sydney,2
306,568805696780824576,positive,1.0,,,Virgin America,,matthewhirsch,,0,@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,,2015-02-20 08:13:40 -0800,"Hoboken, NJ",Eastern Time (US & Canada),2
312,568792520337039360,neutral,1.0,,,Virgin America,,mlbkid162,,0,@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS,,2015-02-20 07:21:19 -0800,New york,,2
328,568626625857728513,neutral,0.6745,,,Virgin America,,SoleXclusive415,,1,@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair,,2015-02-19 20:22:06 -0800,Bay Area,,2
336,568579880046227457,neutral,0.6703,,,Virgin America,,FreyaBevan_Fund,,1,"@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any Help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/UJfS9Zi6kd",,2015-02-19 17:16:21 -0800,freyabevanfund@hotmail.com,,2
339,568572344056180737,neutral,0.6673,,,Virgin America,,adavidson26,,0,@VirginAmerica is my new go to airline,,2015-02-19 16:46:25 -0800,Bay Area,Pacific Time (US & Canada),2
356,568495808053702656,neutral,1.0,,,Virgin America,,LondonBrushCo,,0,@virginamerica.. Can you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo,,2015-02-19 11:42:17 -0800,Global,Pacific Time (US & Canada),2
357,568492682152189952,neutral,1.0,,,Virgin America,,sapnasparikh,,0,@VirginAmerica partners with @Visa Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa,,2015-02-19 11:29:52 -0800,new york,,2
369,568460512553353216,positive,0.6888,,,Virgin America,,mightymeesh,,0,@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉,,2015-02-19 09:22:02 -0800,San Francisco,,2
387,568382154071089154,neutral,0.6811,,,Virgin America,,stevengcpa,,0,@VirginAmerica a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6,,2015-02-19 04:10:40 -0800,California,Pacific Time (US & Canada),2
388,568364437599436800,neutral,1.0,,,Virgin America,,DOHA_Insight,,0,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/FVUdmh27pF @TheNationalUAE,,2015-02-19 03:00:16 -0800,"Doha, Qatar",Quito,2
389,568349321634013184,neutral,1.0,,,Virgin America,,LibyaBizInfo,,0,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/DCoBoKN7EE @TheNationalUAE,,2015-02-19 02:00:12 -0800,Libya,,2
390,568307768551026688,neutral,0.7026,,0.0,Virgin America,,AlgeriaTweets,,0,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/vw4P4T4tLh @TheNationalUAE,,2015-02-18 23:15:05 -0800,"Algiers, Algeria",Abu Dhabi,2
391,568303606710956032,positive,0.6724,,,Virgin America,,_raulll,,0,@VirginAmerica omg omg😍😍 nonstop Dallas to Austin on virgin✨😱✈️,,2015-02-18 22:58:33 -0800,"mckinney, tx",,2
392,568279994876571649,positive,1.0,,,Virgin America,,TLoui143,,0,@VirginAmerica Your planes are really pretty. Just thought u should know that. :),,2015-02-18 21:24:43 -0800,Out to Brunch with @Kanyewest.,Central Time (US & Canada),2
406,568189531033174016,positive,1.0,,,Virgin America,,iamDavidAustin,,0,@VirginAmerica great. Well deserved.,,2015-02-18 15:25:15 -0800,,Pacific Time (US & Canada),2
409,568157680696729600,negative,0.6702,Customer Service Issue,0.6702,Virgin America,,Pace6445,,0,@VirginAmerica your website sucks donkey dicks. Just thought you should know. All best.,"[40.63767372, -74.11075451]",2015-02-18 13:18:41 -0800,"Staten Island, NY",,2
410,568150150289461249,neutral,0.6769,,0.0,Virgin America,,wmrrock,,0,@VirginAmerica You should still develop an app - then you will be my favorite airline.,"[0.0, 0.0]",2015-02-18 12:48:46 -0800,CT,Eastern Time (US & Canada),2
450,567946319349706753,negative,1.0,Customer Service Issue,0.6977,Virgin America,,helenalor,,0,@VirginAmerica I have lots of flights to book and your site it not working!!!! I've been on the phone waiting for over 10 minutes..........,"[0.0, 0.0]",2015-02-17 23:18:49 -0800,San Francisco,Eastern Time (US & Canada),2
454,567873698679623680,positive,0.6681,,,Virgin America,,Price714,,0,@VirginAmerica I'm sure a lot of your 747 and 777 JFK-LHR flights go a lot faster than 513mph with a strong tailwind.,,2015-02-17 18:30:15 -0800,"Hamilton, Ohio",Atlantic Time (Canada),2
456,567855171335626752,neutral,0.6941,,,Virgin America,,mctrees02,,0,@VirginAmerica save some for 871 tomorrow AM!,,2015-02-17 17:16:37 -0800,"Dallas, TX",Central Time (US & Canada),2
459,567846970141716481,positive,0.6733,,,Virgin America,,TheAdamRizz,,0,@VirginAmerica @JezzieGoldz would have been a rough trip but LUCKILY we were on a #virginamerica flight. #weather,,2015-02-17 16:44:02 -0800,"Dallas, Texas",Pacific Time (US & Canada),2
477,567806467974365184,positive,1.0,,,Virgin America,,HereticPharaoh,,0,@VirginAmerica wifi AND better seating.,,2015-02-17 14:03:05 -0800,"Jersey City, New Jersey ",Eastern Time (US & Canada),2
482,567786199415136256,neutral,1.0,,,Virgin America,,RyScanlon,,0,"@VirginAmerica Dear Virgin customer, while you're stranded in SF for 3 days &amp; $1000cost- we'll do the very least we can to accommodate you!",,2015-02-17 12:42:33 -0800,,Atlantic Time (Canada),2
492,567755402943930368,neutral,0.6667,,0.0,Virgin America,,the22207,,0,@VirginAmerica Can you give me Silver Status for 12 months?,,2015-02-17 10:40:11 -0800,,Central Time (US & Canada),2
497,567742937325260801,neutral,1.0,,,Virgin America,,loungesong,,0,@VirginAmerica Are there any sign up bonuses to enroll in Elevate?,,2015-02-17 09:50:39 -0800,,,2
500,567735941846937600,neutral,0.6694,,0.0,Virgin America,,waytogopdx,,0,@VirginAmerica still waiting to see  @Starryeyes_Dev_  😞,,2015-02-17 09:22:51 -0800,"Lake Oswego, Oregon",Pacific Time (US & Canada),2
501,567728227465310208,neutral,0.6376,,0.0,Virgin America,,Todd1HHD,,0,@VirginAmerica was wondering if you guys recieved my dm and we're able to potentially respond asap,,2015-02-17 08:52:11 -0800,Chicago,Central Time (US & Canada),2
531,570293265221742594,neutral,1.0,,,United,,akobilarov,,0,"@united Do I need to use a Chase United Club pass for my 8yr old son, or can he come in with me on my pass?",,2015-02-24 10:44:44 -0800,South Carolina,Eastern Time (US & Canada),2
548,570285537833168896,neutral,1.0,,,United,,Nikki62878,,0,"@united I am trying to find out if the loaner seat is new or used, a used car seat is illegal according to safety regulations",,2015-02-24 10:14:02 -0800,,,2
549,570285115655348226,neutral,0.6523,,0.0,United,,Guggero,,0,@united i DMed you the details,,2015-02-24 10:12:21 -0800,NYC,Eastern Time (US & Canada),2
560,570277667519332353,negative,1.0,Late Flight,0.6542,United,,cristobalwong,,0,@united A measly $50 e-certificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during UA1116. #unacceptable,,2015-02-24 09:42:45 -0800,San Francisco Bay Area,,2
567,570275140157640704,negative,1.0,Lost Luggage,1.0,United,,johnkarpf,,0,@United  My bag is still in Colo Springs. I am disabled and have to search an unfamiliar airport and look for my bag. Not a good outcome,,2015-02-24 09:32:43 -0800,"Jacksonville, FL",Eastern Time (US & Canada),2
577,570271205300703232,neutral,1.0,,,United,,fuchsialipstick,,0,@united your announcement for pre boarding only addresses mobility. My disability requires me to travel with a lot of stuff. Do I preboard?,,2015-02-24 09:17:05 -0800,,Quito,2
590,570263872004874240,neutral,0.6764,,0.0,United,,jkentakula,,0,@united the os isn't controlled by me but rather @VerizonWireless .  App is new.,,2015-02-24 08:47:56 -0800,,,2
601,570258476695302144,neutral,0.6638,,,United,,Sri_Philips,,0,@united thank you !,,2015-02-24 08:26:30 -0800,"Chicago, IL, USA",,2
611,570251472203587584,positive,0.635,,0.0,United,,CoreyAStewart,,0,"@united Wow. What a deal. Again, 30+ plus seats available. Easy change to make a customer happy.",,2015-02-24 07:58:40 -0800,"Richmond, VA",Eastern Time (US & Canada),2
614,570249806540451843,negative,1.0,longlines,0.6951,United,,JohnJReid,,0,@united on 768 to Logan - boarding gong show due to lax carry on enforcement. Bins full of coats = no room for bags. U need a better system!,,2015-02-24 07:52:03 -0800,"Seaside, California",Pacific Time (US & Canada),2
615,570249680535339009,neutral,0.6593,,,United,,screamingbrat,,0,@united Thank you.,,2015-02-24 07:51:33 -0800,"new york, baby",Eastern Time (US & Canada),2
618,570247551368241153,negative,1.0,Customer Service Issue,0.6689,United,,Guggero,,0,@united disappointed that u didnt honor my $100 credit given to me for ur mistakes. Taking my business elsewhere  ✌️out.,,2015-02-24 07:43:05 -0800,NYC,Eastern Time (US & Canada),2
619,570247428139569152,negative,1.0,Late Flight,0.6854,United,,Twist_OP,,0,@united ua1673 still waiting! Supposed to depart 9:08,,2015-02-24 07:42:36 -0800,Midwest,Central Time (US & Canada),2
621,570246963901427713,negative,1.0,Customer Service Issue,1.0,United,,jammyrascals,,0,@united ok it's now been 7 months waiting to hear from airline. I gave them quite a bit more than the 30 days requested! Terrible service,,2015-02-24 07:40:45 -0800,"Marlow, UK",London,2
631,570236221575704576,neutral,0.6349,,0.0,United,,Evan_Flay,,0,"@united I guess that's too much ask, huh?","[29.98386923, -95.33729612]",2015-02-24 06:58:04 -0800,Seattle,Pacific Time (US & Canada),2
634,570235698608869376,negative,1.0,Customer Service Issue,1.0,United,,Evan_Flay,,0,@united This isn't a one time thing either! It's a shocking pattern of repeated neglect and disrespect.,"[29.98377529, -95.33756559]",2015-02-24 06:55:59 -0800,Seattle,Pacific Time (US & Canada),2
648,570229842626478081,negative,1.0,Can't Tell,1.0,United,,throthra,,0,"@united but then again, maybe the @BBBNE_SD_KS_IA would care more to hear what went on than whoever listens to issues you caused",,2015-02-24 06:32:43 -0800,,,2
663,570214660638511104,positive,0.6632,,0.0,United,,BouleChitte,,0,@united private jet would have been cool! Do does not work. I'll try again,,2015-02-24 05:32:23 -0800,,,2
664,570212246053220352,negative,0.6832,Flight Booking Problems,0.6832,United,,Kalbozey,,0,@united we were not given the option of using our United TravelBank in a recent Flight Booking Problems! Any help in using or recouping these funds? Thanks!,,2015-02-24 05:22:48 -0800,Southern California,Pacific Time (US & Canada),2
671,570205880504815616,negative,0.6421,Cancelled Flight,0.3263,United,,BouleChitte,,0,"@united I'm grounded in Montreal with ua3659. I am missing my connection ua3417 to St. Louis. Can you help,Do you have a private jet for me?",,2015-02-24 04:57:30 -0800,,,2
672,570204900375687168,negative,1.0,Can't Tell,1.0,United,,Evan_Flay,,0,@united I'm so frustrated and nervous because of this.,"[29.98521945, -90.25215941]",2015-02-24 04:53:36 -0800,Seattle,Pacific Time (US & Canada),2
696,570175761468030977,negative,1.0,Customer Service Issue,0.6667,United,,sothenbethsaid,,0,@united to speak to a real person to get this resolved politely and efficiently. (2/2),,2015-02-24 02:57:49 -0800,Nottingham,London,2
700,570175202807586816,negative,1.0,Customer Service Issue,1.0,United,,sothenbethsaid,,0,@united hence why I've been asking for the customer service phone number so I can speak to a real person to get this sorted out,,2015-02-24 02:55:36 -0800,Nottingham,London,2
703,570169567374401536,negative,0.7115,Customer Service Issue,0.7115,United,,sothenbethsaid,,0,"@united according to your DMs, I'm not owed a refund. please may I be provided with a contact number before I go to my bank to file claim",,2015-02-24 02:33:12 -0800,Nottingham,London,2
705,570164810144481280,neutral,0.6762,,,United,,8629Fissile,,0,@united Okay thank you,,2015-02-24 02:14:18 -0800,,London,2
707,570163259560452097,negative,1.0,Customer Service Issue,1.0,United,,shortfatnhappy,,0,@united pls properly train your agents. Requested to speak to 1k customer service &amp; was transferred to a dead end. Not even open at this hr,,2015-02-24 02:08:08 -0800,Seoul City to LA,Pacific Time (US & Canada),2
708,570160394494480384,negative,1.0,Lost Luggage,1.0,United,,LukeGzus,,0,@united Thanks for remembering to load my bag onto my connecting flight. Oh wait you forgot. Iceland should be fun with no clothes....,,2015-02-24 01:56:45 -0800,,,2
721,570126668922294272,positive,1.0,,,United,,raulcordenillo,,0,@united Definitely a compliment! I really thought my bag was lost after it was sent on to another airport. In the end I am a happy customer,"[59.38247253, 18.00789007]",2015-02-23 23:42:44 -0800,"Stockholm, Sweden ",Stockholm,2
740,570106717490393088,negative,0.6632,Lost Luggage,0.6632,United,,mortgagesbycoop,,0,@united okay ase24766m. Find our luggage.,,2015-02-23 22:23:28 -0800,New Jersey,,2
741,570106573395087362,negative,0.6633,Customer Service Issue,0.3571,United,,cristobalwong,,0,@united The agent that met us at the gate said any issues w/delays on UA1116 would have to be taken up online...,,2015-02-23 22:22:53 -0800,San Francisco Bay Area,,2
745,570105020999344128,positive,1.0,,,United,,MelanieSpring,,0,“@united: @MelanieSpring We'll see what we can do. ^KN” We are running! Most of this plane is running. Thanks for the help!,,2015-02-23 22:16:43 -0800,"Washington, DC",Eastern Time (US & Canada),2
750,570101670882840576,negative,0.6737,Can't Tell,0.6737,United,,kbleggett,,0,@united you are offering us 8 rooms for 32 people #FAIL,,2015-02-23 22:03:24 -0800,"Ottawa, Canada",Eastern Time (US & Canada),2
751,570100438487314432,negative,1.0,Flight Attendant Complaints,0.3449,United,,kbleggett,,0,@united 32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing,,2015-02-23 21:58:31 -0800,"Ottawa, Canada",Eastern Time (US & Canada),2
767,570090102195486722,negative,0.6641,Customer Service Issue,0.3424,United,,Darquenloveli,,0,“@united: @Darquenloveli We regret to hear this. Please let us know if you need assistance. ^KN” I was finally able to secure my seat. Thx,,2015-02-23 21:17:26 -0800,Texas,Central Time (US & Canada),2
792,570079676204347394,negative,1.0,Customer Service Issue,0.7008,United,,kbleggett,,0,@united we're still waiting to find out your rep is working hard - most upset about having to wait to tomorrow pm to get to mammoth,,2015-02-23 20:36:01 -0800,"Ottawa, Canada",Eastern Time (US & Canada),2
809,570071999780933634,neutral,0.6464,,0.0,United,,Gouwerijn,,0,"@united question:are there onboad 110 volt outlets in all planes? If so, where?","[35.8056542, -78.786848]",2015-02-23 20:05:30 -0800,Alphen aan den Rijn,Amsterdam,2
831,570059565947101184,negative,1.0,Late Flight,1.0,United,,whs1973,,0,@united UA276 sitting at EWR nearly an hour after sked.  Pilot says computers down but no clue when we will leave.  Can you help?,,2015-02-23 19:16:06 -0800,,,2
837,570057521353764864,negative,1.0,Bad Flight,1.0,United,,davidchernin,,0,@united updated A320 aircraft has wifi and device entertainment but no outlets. I don't get it. How can I charge devices?,,2015-02-23 19:07:58 -0800,,Eastern Time (US & Canada),2
841,570055700790931456,negative,1.0,Customer Service Issue,0.6667,United,,JeffPKirkland,,0,@united computers are down but you stopped giving updates and took my flight info off the app. That's just ridiculous keep people updated!,,2015-02-23 19:00:44 -0800,Oregon,Pacific Time (US & Canada),2
845,570054360505323520,negative,1.0,Customer Service Issue,0.6633,United,,real_steve_ward,,0,"@united It's taken ~3 weeks for Cust Care to respond to Case #8477733, requesting a refund for wi-fi not working. Where can I get an update?",,2015-02-23 18:55:25 -0800,Chicago / Orlando / airplanes,Eastern Time (US & Canada),2
846,570053912214024193,positive,1.0,,,United,,thetonyblank,,0,@united I appreciate your efforts getting me home!,"[38.9470418, -77.4511456]",2015-02-23 18:53:38 -0800,"Denver, CO",Eastern Time (US & Canada),2
867,570044681670696960,positive,1.0,,,United,,j0rdanj0nes,,0,@united thank you.,,2015-02-23 18:16:57 -0800,Dallas,,2
869,570044428678778880,neutral,1.0,,,United,,momsgoodeats,,0,Need more info on that! @united: @momsgoodeats We have great amenity kits. PJ's not included. We status match AA. ^KP”,,2015-02-23 18:15:57 -0800,#Omaha ,Central Time (US & Canada),2
889,570033627939131392,positive,1.0,,,United,,ginanotjenna,,0,@united These are great fares!!!!!,,2015-02-23 17:33:02 -0800,Honeoye Falls,Atlantic Time (Canada),2
891,570033309113131008,positive,0.6699,,,United,,frqnttraveler,,0,@united awesome I'll book my next Christmas vacatinn this December any other ways you want to devalue mileage plus.,,2015-02-23 17:31:46 -0800,california,,2
898,570026514923675648,negative,1.0,Customer Service Issue,0.3639,United,,tpensari,,0,@united diverted and missed our connecting flight. Was just told that my bag is on it's way to MSY. If you only had people that cared,,2015-02-23 17:04:46 -0800,,,2
