,text,label
140,@VirginAmerica You'd think paying an extra $100 bucks RT for luggage might afford you hiring an extra hand at @sfo #lame,2
143,@VirginAmerica please provide status for flight 769.  I cant imagine it's on time as the Web indicates  dude to weather here and/or Dallas,2
145,"@VirginAmerica I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :(",2
146,@VirginAmerica question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.,2
151,@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?,2
156,@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?,2
164,@VirginAmerica - Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS? http://t.co/8qsQMM7KF2,2
165,@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers,2
180,@VirginAmerica can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas 😩😭,2
203,@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4,2
209,@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback,2
233,"@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9",2
242,"@VirginAmerica the CSS on your site is a 404 right now, please fix. Site unusable.",2
243,"@VirginAmerica We're on flight 910 Vegas to Boston today, checked in online but our bag count didn't register. Can I fix that somehow?",2
248,@VirginAmerica love the 90s music blasting at gate in #Boston while waiting for flight to #SanFrancisco. Only if I could get an iced coffee!,2
259,@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒,2
266,@VirginAmerica Boo for a not refunding a seat upgrade fee I did not want to buy in the first place!,2
271,@VirginAmerica you know I'm flying virgin for the fight #MayweatherPacquiao,2
274,"@VirginAmerica moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selected👎 #DISAPPOINTED",2
280,@VirginAmerica already contacted Central Baggage &amp; sent DM. @RenttheRunway is charging me for the dress that was in the lost suitcase #help,2
286,@VirginAmerica they told to check with the airline regulation first so that is why I contacted you.,2
287,@VirginAmerica @VirginAtlantic I have just checked in flight to SFO from LAX &amp; been told as Atlantic Flying Club Gold I get no benefits?!,2
292,"@VirginAmerica Funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. I dislike this!",2
300,@VirginAmerica @madbee95 check the website before you go to the airport!,2
305,@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.,2
316,@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg,2
317,"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW",2
337,"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd",2
343,@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  #statusmatch #virginamerica,2
349,@VirginAmerica It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3,2
350,"@virginamerica not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board",2
358,"@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf",2
362,@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!,2
370,@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!,2
381,@VirginAmerica gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!,2
393,@VirginAmerica when are you flying to hawaii,2
398,@VirginAmerica I cannot even open my laptop in seat 4C and I paid a premium for this?!!   Let me out of here!,2
399,@VirginAmerica I am in seat 4C and I cannot even open my laptop; and I paid extra for this seat!!,2
403,@VirginAmerica Really? Sprint? I thought you guys were 'kewl'! 0_0,2
411,@VirginAmerica all crap channels which is why I pay to watch UK tv,2
418,@VirginAmerica Your back of seat entertainment system does not accept credit cards that  have an apostrophe in the surname. #apostrophefail,2
419,@VirginAmerica When will VX use all 6 LGA slots instead of 4 today? Adding AUS makes this less likely :(,2
421,@VirginAmerica I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a caffeine drinker,2
422,@VirginAmerica thank you! See y'all soon! I'm excited to see the expansion of destinations. Spread those wings!,2
423,"@VirginAmerica announces new nonstop connecting @AUStinAirport &amp; @DallasLoveField, $39 intro: http://t.co/qXnOaQtYN8 http://t.co/JK7qmdfqgf",2
428,"@VirginAmerica Now, when will we see VirginAmerica come to Philadelphia (PHL).",2
430,@VirginAmerica OMG FINALLY,2
433,@VirginAmerica kinda sucked my earphone jack didn't work on my flight. They may want to look into that for future passengers,2
448,"@VirginAmerica All of group E was told there was no more room in the bins. when I got on the plane, was room for at least 4 bags in my row!",2
449,@VirginAmerica Thanks for making my flight from LAX to JFK a nightmare by forcing me to check my carry on bag at the gate. (1),2
454,@VirginAmerica I'm sure a lot of your 747 and 777 JFK-LHR flights go a lot faster than 513mph with a strong tailwind.,2
458,@VirginAmerica @JezzieGoldz club Virgin is bumping in New York http://t.co/HaQc7GDg7c,2
459,@VirginAmerica @JezzieGoldz would have been a rough trip but LUCKILY we were on a #virginamerica flight. #weather,2
479,@VirginAmerica started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.,2
485,"@VirginAmerica As one of the travelers affected by the Boston storm, I'm shocked at Virgin's complete apathy toward their customers.",2
487,@virginamerica Trying to make the change in advance (not just 24 hours prior)…tried it online earlier and it wanted $300 in change fees.,2
489,@virginamerica Any way to change from Main Cabin to Main Cabin Select (on same flight) without paying a change fee penalty?,2
492,@VirginAmerica Can you give me Silver Status for 12 months?,2
496,@VirginAmerica my group got their Cancelled Flightlation fees waived but I can't because my ticket is booked for 2/18? Your reps were no help either 😡,2
500,@VirginAmerica still waiting to see  @Starryeyes_Dev_  😞,2
511,@united you think you boarded flight AU1066 too early? I think so.,2
512,"@united I understand, but it's tough when there is no way to get to the airport w/o serious risk of an accident. It's a steep price.",2
517,@united why not? Is it a law or a policy?,2
518,@united is the worst. Nonrefundable First class tickets? Oh because when you select Global/FC their system auto selects economy w/upgrade.,2
523,"@united if the car seat is lost @united should just reimburse me for a new one, this is not a pair of shoes, it's a necessity for my child",2
526,@united @highbuddyyy that totally sucks my cousin worked at PHL said @united,2
530,"@United the internet is a great thing.  I am emailing executives in your company, maybe they will respond to me in a timely manner.",2
531,"@united Do I need to use a Chase United Club pass for my 8yr old son, or can he come in with me on my pass?",2
533,"@united thats weak. See ya 👋
Hey @VirginAmerica !!",2
540,@united why no preferred security line anymore. My TSA pre-check didn't pull on my @SilverAirways partner flight! #Platinum #spoiled,2
547,@united Have clients with an 11 hr layover at IAH (during the day). Will they have to claim &amp; recheck luggage. Or will it be taken care of?,2
548,"@united I am trying to find out if the loaner seat is new or used, a used car seat is illegal according to safety regulations",2
551,"@united Kewl. Will also let them know the overhead bin over my row was ""Inop"". I love a good abbreve.",2
555,@united then why have I not received my call back its been 3 days...it's an infant car seat how am I supposed to go anywhere with my child,2
566,@united just flew to #TelAviv paid $100 from a third suitcase which didn't even make it on the plane! Besides for the impolite service...,2
568,@united Shame that there's no flex to tickets transfer rules.  Even calling from Neurosurgery ICU isn't enough!,2
582,@united wont transfer flight ticket to accompany an 11 yr old who's active military mom had to have emergency brain surgery? WOW!!,2
583,@united @getmeontop 7 WEEKS Late FlightR AND I STILL HAVE NOT RECEIVED MY MILES FROM THE MileagePlus Gift Card $150 STARBUCKS CARD I HANDED OVER!!!,2
596,@united they helped me at the baggage service desk.  Said bc TSA screening was down in FLL not all bags made it but bag will be in EWR @ 12,2
597,@united Mobile boarding pass disappeared from phone while standing in line to board. Second time this week... Hmm.,2
611,"@united Wow. What a deal. Again, 30+ plus seats available. Easy change to make a customer happy.",2
614,@united on 768 to Logan - boarding gong show due to lax carry on enforcement. Bins full of coats = no room for bags. U need a better system!,2
627,"@united @simonroesner you'll need to upgrade the seats too, even in economy plus it's like sitting on a concrete bench.",2
629,"@united bet you wont honour them, like mine ey",2
632,@united but it's hard to stay upset at someone when they at least TRY to show remorse.,2
666,@united how about 3659 YUL-ORD?,2
669,@united Done and done,2
678,@united I'm seeking to go 2 client. B/c u cant get me there I need refund. I filled out form not confident it works if past is an indication,2
685,@united Booked a flight home over 7 months ago and requested seats together for my fiancée and I. We got 2 middle seats. UNACCEPTABLE. The,2
687,@united thnx for the info,2
693,@united maybe one day you'll be the one quoted on http://t.co/mJkpgVXmPC,2
718,@united LHR arrival lounge #fail. Waited 20 mins for shower then left to find hotel. U know how many passengers u carry. Planning???,2
720,@united completed form but doubt it's any use. UA doesn't care. 6 day vacation will now be 5. Sure UA won't feel responsibility for that...,2
724,"@united nope, they told us it was time for them to go home and to sleep at the airport. Even though they assured us we would get a room...",2
725,@united keep me updated. Let me know that the bags make the flight to j-burg,2
726,"@united ..back for the expensive holiday, he worked all year to pay for, that you RUINED! We want compensation &amp; his original case back!",2
734,@united so 8 hotels for 32 people but feel like we are being held hostage because someone has our boarding passes so we can't leave! #FAIL,2
735,@united you are one great airline ❤️,2
749,@united plus what about food? And taxis?,2
751,@united 32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing,2
759,"@united it's frustrating, as a frequent flyer, loyal since Continental. Upgrade equals paying 3 times or more on top of purchase ticket.",2
769,"@united good to know you will open the closed doors for ""premier passengers"" after safety briefings on delayed flights. #annoyed.",2
779,"@united In ORD, waited 20 min after crew members left before gate items came. Flight attendant sarcastically said good luck and walked away.",2
784,@united @luke_mcintosh68 nah you wouldn't,2
787,@united Our vacation's going to be ruined w/ 3 days of rain. : ( The change fee for 2 of us is nearly cost of original flight. Can you help?,2
793,"@united for an early flt, I think a call is appropriate. Yes, reviewed and nada avail until next day. Expect full refund",2
811,@united thanks for effing up our holidays - we're missing a full day of skiing due to your baggage team's incompetence at @FlyYOW,2
814,@united agent helps the person in front of me.  Finishes up with them and then walks away.  The guy behind me is as shocked as I am.,2
816,@united Not encouraged that I'll have my CPAP tonight.,2
827,"@united Flight attendant never served me my beverage (tea), and not once checked up on me. What gives? #ua6076 #notcool",2
829,@united After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PB&amp;J sandwich.,2
834,"@united not just refunded, but for those of us who are on vacation to get a free room night to make up for making us sleep in DIA",2
836,@united I received my luggage that also looked to be left in the snow when I arrived. I'm asking for all 50 people to be refunded.,2
837,@united updated A320 aircraft has wifi and device entertainment but no outlets. I don't get it. How can I charge devices?,2
838,@united was no one between the scan and inside the plane. I just asked the people in line around me where the plane was going,2
856,@united the aircraft closest to gate was for the other flight and the one closest to our gate was going to Chicago.,2
857,@united can you tell me how to file a claim for clothing that had to be purchased?,2
858,@united comically on the return flight from ASE there were two United flights boarding at adjacent gates and not clear which plane to board,2
864,@united My mom left her Kindle on flight 1544 today. Burgundy case with a light. Seat 27D. Did anyone find it?,2
865,@united here is the ticket # 0162424965446 please refund my unnecessary upgrade fee,2
866,"@united is horrible!! They lost our carseat and expect us to use a loner carseat, safety regulations say it's illegal to use a used car seat",2
870,"@united: I don't care that a @thehipmunk link showed me a ""wrong"" price on your site—it's your site &amp; responsibility to ensure correctness.",2
873,“@united: @mllovelace The baggage fee is waived for Premier members. Please see http://t.co/u6Duw27mDE. ^JP” what's the point of membership?,2
877,@united Thanks to Karen Salisbury at IAH for amazing customer service!  Found my daughter's bag lost on UA1516.  Made her day!,2
896,@united Greetings. UA Club member here. Any idea if I can use the Air Canada Lounge at YVR. Flying UA tomorrow.,2
910,@United now what?!? http://t.co/5hpSqVRjK8 flight was gone when I got off plane! #BusinessTravel #goodenoughmother,2
912,@united your customer service is terrible! Stood inline 3 hours no flights and 4 hours Late Flightr still no bag#disgutedindenver,2
913,@united please upload the March on-demand entertainment listing on your website! ✈️,2
917,@united boarding time shows 35 min and your gate agent started at 45. showed up at 4:00 and they had to check bag. http://t.co/zCBJyo6lsN,2
919,@united empathizes w/ my disappointment that 1stClass flight w/nonworking entertainmnt is worth $50. #UnFriendlySkies http://t.co/lOecO4gmvd,2
924,@united That's not the issue. The fact that no one even called (despite promises) to confirm the bag's location is.,2
929,@united or @flysaa has lost my baggage… heard different things from different employees of @united. @flysaa has said nothing.,2
935,"@united I took the exact same aircraft in to LAX 3 days ago. It fit, no problem. The agent today told some nonsense about a policy change",2
938,"@SouthwestAir doesn't charge ticket change fees. Do they not incur the same mysterious ""costs"" that you incur, @united?",2
941,@united that's exactly the point. It fits. I'm premier access. Boarding group 2. This was a return ticket. I've been doing this for 15 yrs,2
943,@united currently on board so not now. Check in was terrible. Staff rude. Expensive luggage thrown around etc.,2
944,"@United fucked up, then voided my ticket, and KEPT MY MONEY.  Not even an apology. I will never fly with your airline again. #UnitedAirlines",2
945,@united has the WORST customer svcs! This Kevin rep at call center must be investigated. My baggage's lost and there's no help but argument!,2
946,@united should NOT sell tickets for @SilverAirways on http://t.co/onhXHCO6bK.  has terrible service and UA staff cannot reach Silver,2
947,"@united Just got demoted from Gold cuz my hubby got 100% of the PQD, tho there were enuf $ spent for 4 Golds.#spousal.discrimination/angry.",2
957,@united i need it there before she lands so she can have the EWR baggage claim file to have it sent but the employee has not droppeditoffyet,2
965,@united #albanyairport delayed departure to check bags at gate claiming space filled and walk on to open spaces a delay #poorcustomerservice,2
988,@united done,2
992,"@united  found a group of people who actually hates people more than ISIS, thats right United Airlines.",2
993,"@united Nope. Walked up &amp; down the ORF terminal, &amp; not a United agent to be found. Showed up @ last minute to board us. Many panicked people",2
1004,@united It's a shame choosing #United may be the difference between reuniting with aging friends and never seeing them again #PoorService,2
1012,@united In the process of recovering their car rental - condo rental $ in Florida. They called #United for an alternate flight #NOANSWER,2
1013,"@united I am buying 2 yo own seat on 3 legs of intl trip, car seat? Required? If not- then allowed? Can child still sit w/mom after takeoff?",2
1017,@united Can't leave the Tarmac ..united's gate agent cannot agree on a head count. 20 min now counting a 100 people max #epicfailunited,2
1023,@united booked flights for 2 for $779. Was charged $389.50 twice. Means I can't redeem CC points properly. Would have gone elsewhere.,2
1024,@united We've had a ton of problems with getting our bags and have been given the run around for a day. Whats up with that?,2
1026,@united have been waiting 2 days for my military bags from an airport 3 hours away from me. Horrible.,2
1028,@united is doing musicians real dirty at LAX. I've never been blocked from getting on a flight with my bass.,2
1035,Thanks @united. @imran_r44 had a question about the wait time for baggage on UA6366,2
1037,@united thanks. Just a program comment; the system assigned seats behind each other even though pairs were available. I changed it back.,2
1039,"@united Heads up We didn't check 8 bags, 2 we checked arrived, those aren't claim #s for our 2. Other people's bags? http://t.co/dplQ3mhQGD",2
1045,@united it's like you're trying to make me hate your airline. Fee for each checked bag that's never mentioned in the ticket + rude agents 👿,2
1048,"@united Ok thank you, do you provide complimentary hotel accommodations since I'll have to stay overnight?",2
1051,"@united that would help! or how about integrate it into the App so I can just ""activate"" it and surf...",2
1053,@united Nope - still no one helped me.  Giving up on united. #badservice,2
1060,Flight Booking Problems for a travel writers trip I am hosting and need to be happy when I land! Do you have the cute PJs AA does? @united,2
1065,@united at what pt do u just Cancelled Flight!  Finally got stndby 4 1pm flight. What a day!  #missedWork #clientNotHappy http://t.co/sUPrLfOi8T,2
1071,@united look at this beauty 😉 dc 10 united airlines 😉 http://t.co/MvYoizRPdE,2
1074,"@United the ones who suffer. I understand delays, I don't understand trying speed up a process that has been delays to this extent.",2
1077,@united I wasn't asking for a full refund but delaying me 3 hours and giving no reason should be enough to give partial credit,2
1082,"@united since bulkhead seats cannot have bags on floor, why don't u reserve o/head space above those seats? In 1B on UA246 - not impressed",2
1083,@united Definitely will!,2
1085,"@united  18 flights so far this year. 13 delays including 2 Cancelled Flightations.  Late Flightst reason, crew needed mandatory sleep. IN MEXICO!",2
1087,@united counter agents at RDU deserve a medal. #thankyou,2
1088,The saga of the @MelissaAFrancis bag delay w/ @United - will there be a reunion or will she be forced to go shopping? Stay tuned.,2
1090,@united thank you. Literally called for preboarding as I ran up.,2
1093,@united that's brilliant Thankyou so much. Is it classed as part of carryon?,2
1094,@united what gate is ua5396 leaving from?,2
1098,@united UA5396 can wait for me. I'm on the ground trying to get to the gate after we were moved to B. This is crap.,2
1102,@united is there a United gold number? I've been on hold 24 minutes and think I may be lost in nowhereland. Have a gold reservation. Help.,2
1127,"@united, b4 boarding this attendant took his shoe &amp;sock off at the desk and showed other agents his foot. So gross. http://t.co/755VpYm4Mv",2
1129,@united #unitedairlines so is it 6:20 pm or 12:20?   ORD ABQ 3709.   I can't even take a walk without missing a change.,2
1130,"@united Hopefully my baggage fees will be waived tomorrow when I actually get on a flight, as well as compensation for my hotel room",2
1134,"@united, and now while waiting for new pilot the door on plane BROKE. why am I global services status  on an airline that's unsafe? STUNNING",2
1136,"@united Awesome flight crew on UA1589, re the plane,  the  Jurassic period called and they want their dinosaur/plane back!",2
1137,"@united In 2015, United is ""unable"" to look up a flight reservation by passenger name at the YYZ check-in counter - WOW smh #customerservice",2
1142,@united only thing confusing me is why I lost priority boarding? I'm a mileage plus card member 😔,2
1150,@united thank you very much for the help. We're do I pick up my bags aspen airport &amp; are they coming in today on flight911,2
1163,@united forces us to check our baby bag on overbooked flight complains to wife that we need to much for our baby.. united has no baby meals,2
1165,@united today take flight to san francisco. .. refuse to let us board with baby early... time we board wont let us take baby carryon bag,2
1169,@united arrived in YYZ to take our flight to Taiwan. Reservation missing our ticket numbers. Slow agent Sukhdeep caused us to miss our flt.,2
1177,@united just confirmed a seat! Crisis averted! Beers won't be missed now,2
1181,@united Understood and thanks! I should have tried reaching out sooner.,2
1182,@united already done that. the answer i got was... oops we can give you miles and we're very sorry. but who pays for my discomfort for 9 h?,2
1188,"@united my UA3426 on 2/19 was also delayed by 2 hours, stretching my trip way past the midnight, extremely exhausting!",2
1189,@united Ha… you rebooked me in to an 11 hr layover &amp; are robbing me of a night with my family. Too Late Flight for that. Just fly on time for once.,2
1193,@united Why isn't the flight status updated to delayed UA1532 no board,2
1194,@united I paid for economy plus and you put me in the last boarding group so I have to gate check my bags too? @VirginAmerica knows better..,2
1202,@united. Is it reasonable to wait 45 mins for the bag you made me check because the flight staff couldn't police the overhead bins?,2
1208,"@united There is no ""reference number."" Your agent told me to ""just drive to the airport"" because ""I can't reach anyone there to deliver...""",2
1219,@united passengers should have been rerouted to match the intended arrival time (even if you have to incur cost to put us in other airlines),2
1222,@united space. Doctors' notes and everything. And on my first trip they lost my first suitcase. Among other issues- not pleased with #united,2
1228,@united 2nd flight in two weeks that you have lost my bag!  Taking my 1K status to @AmericanAir #neveragain #WORSTCUSTOMERSERVICE,2
1236,@united Flight 683 last night was #bad4business. Will be a long time before I recommend United to anyone.,2
1242,@united so is the ^JJ standing for Just Joking?  I am not finding the humor.,2
1256,@united I already did.,2
1262,@united what would it cost,2
1269,"@united good morning, any first class upgrades available for ua1619 Feb 25  rsw to ewr? I need 4 seats please",2
1270,@united day 3 of this Saga maybe they'll finally make it home.Intentional or not it not gonna get them back there vacation days #badservice,2
1278,@United how is it that I book a flight with a reserved seat and then go to check in and find out I have no seat?  WTF.,2
1281,@united wi-fi on 737-800 (aircraft 3511) didn't work entire ORD-DCA flight this morning,2
1283,".@united You may ""dislike delays"" but I paid you .We had an agreement that I paid you and you got me to my destination at a certain time.",2
1291,@united WHy is my KTN not showing on my boarding?  Why is TSA pre-check not applying to my boarding pass?,2
1293,@united funny I paid to check my bag and now flight 1086 is BEGGING folks to check bags for free 1 hour before flight. #notcool,2
1294,"@united nope not here. You need a little red stamp from the counter. Check yourself, before you wreck yourself son http://t.co/0pRGySvuRm",2
1303,"@united you need to retrain your flight attendants. Saying there is no more room for carry ons when there actually is, is not cool.",2
1308,@united and after being on hold for an hour the day before to sort it out and being told it's fine it should be fine when you arrive to fly,2
1311,@united well for a start it would be nice if your ticket was actually in the system when you change a flight,2
1314,@united no they did not want to deliver at my house. Had to go to sombrons else house,2
1315,@united have Michelle at T1 ORD train your other staff on how to treat customers. A refreshing pleasure to deal with.,2
1317,@united Will definitely do so. Sending a DM now.,2
1320,@united - Group 2 line gets longer every week. Almost no one left for Groups 3-5 anymore. Time to make Explorer Card Group 3?,2
1322,"@united why do I check in online if I still have to wait in line for an hour to ""check in"" at counter? #fuckinlame  @naia_miaa",2
1326,@united an efficient layout at kiosks/bag drop lines would help as there is no definition to space. Additional friendly and helpful staff,2
1327,"@united - 75% of a plane's passengers boarding in your ""Premier"" groups might be an indication of a broken process.",2
1328,@united Any news about the departure of the flight UA51?,2
1333,@united someone should send a note to the revenue management team and ask about all the open BF and GF seats on 919.,2
1349,@united it's 430am and wife still doesn't have her luggage which was promised by 8pm and said to be on its way File number: DCA48810M #Fail,2
1351,@united followed you and DM'd you,2
1354,@united  @DENAirport United 787 in snowy Denver. http://t.co/w1AaKJumXA,2
1355,"@united I'm glad you didn't mean to, but it doesn't excuse your inefficiency! Only took 70min for the bags, we were your only arrival flight",2
1359,@united Now about two dozen back in line to see a single CSR for reFlight Booking Problems final leg. (Kiosks on fritz.),2
1361,@united can you help me add my KTN to this reservation PLZ?,2
1363,@united whats UA 1205 lax - newark ??,2
1374,"@united after a Cancelled Flighted flight, and 2 delays, you lost my luggage AGAIN! You're the WORST! Disgraceful! Awful company, horrible service!",2
1380,@united One of your workers refused to give me her name as a reference for my notes. Her tone &amp; language was very unprofessional.,2
1389,@united checked me in through security under the wrong name and given the wrong boarding pass. #AirlineSecurity,2
1395,"@united If you consider 50 mins for bags @ 10:00pm on a Sunday night ""as fast as they can"", you should reconsider what you think that means.",2
1397,@united why do you want me to be loyal  if don't let me carry on my bag that easily fits in overhead,2
1398,"@united UA flight 1247. SFO to LAX took my carry on at gate. I'm Group 2, overhead bins are empty",2
1399,@united On top of that I paid for 1st class and my wife got stuck in coach.,2
1402,@united 24 hrs since flight landed and ZERO info on my missing bag? rough ETA would be hugely helpful + restore some confidence,2
1405,@united maybemange the airline alittlebetter. Arrived at LAX and no GATE! #howisthatpossible always the same thing w/u,2
1406,@united I just checked my united app and the most valuable use of this app has been removed. I can no longer see the status of my equipment?,2
1409,"@united Nope, no more chances. Your airline messed up both ways of our trip.",2
1411,@united you're my early frontrunner for best airline! #oscars2016,2
1415,@united Worked like a charm. Bag was waiting on the carousel when we got to baggage claim. #welldone #goodflight #friendlysky,2
1424,"@united love how you don't give a shit about people who tried to be loyal, but you screw them every way till Sunday. Glad I've stayed away",2
1428,"@united clicked ""upgrade now"" and it didn't upgrade. What gives? http://t.co/N7oSjz8a59",2
1431,@united I just booked a flight for (2). When I view my reservation it has MI connected to First name. Is this a problem? can it be changed?,2
1432,@united quick (serious) question - any resources/ratings showing the quality of service is better than 8th place? http://t.co/deWIthPeW2,2
1443,@united considering it. Currently gold on @delta. Why should I make the jump for an upcoming flight from SFO to Singapore?,2
1447,@united it was me who had the problem won flight ua 1580. I called and rebooked myself found my own hotel and taxi,2
1449,"@united bull crap.  I spent $600 on a recent trip.  That's not small change. I got 10,000 AA miles.  Would have only been 6600 UA",2
1450,@united yes I did. Terrible service from your courrier,2
1452,@united I have 8 flights with you in the next two weeks :) let's make some good memories!,2
1466,@united but again UNITED DOESNT GIVE 2 SHITS ABOUT THEIR CUSTOMERS,2
1469,@united Hi.  My relative's Flight Booking Problems number is MY8YB4.  Her name is Clarita Jaramillo Mejia.  Thank you,2
1488,@united time to give up my 1K status and switch to @Delta - you are so terrible I can't even describe.,2
1494,@united You're trying to solve problem of your own making. Charging for checked luggage forces checking at gate. Brilliant.,2
1502,@united wanted to point out that not one United crew has been sympathetic. Questions unanswered. MileagePlus is starting to look like a joke,2
1508,@united @baftz rcvd promo if i booked flight silver status would be extended it was not dont have flier that was sent didnt think id need,2
1511,@united not sure why the people in row 7 that paid for a premium seat can't use their overhead space... http://t.co/i9s86KiHge,2
1512,@united is so cheap they couldn't afford to run the AC on #UA1510. They took pressure cooker to a new level. #Cheap #WorstAirline,2
1521,"@united You load our plane at ORD knowing pilots are 2 hrs Late Flight, then discover plane needs to be fueled? #WTF #united #incompetent",2
1532,@united Why do I have to give up my leg room so these 4 people (not in my row) can fill the bin?  Pls start charging. http://t.co/2nY5TuXFqf,2
1537,@united good try but @SouthwestAir got her here safer and sooner,2
1543,@United is truly the drunk uncle of boarding. Don't believe gate agent that overhead is full; don't reserve aisle http://t.co/cdZhTyd0aK,2
1546,"@united, any options to cos tonight? Doesn't look like #UA5525 will make it in time for #UA6259. Should I reserve a hotel room?",2
1551,@united strikes again! Why board anyone if there's something wrong with the plane? Common sense.,2
1560,"@united I understand the intention, but it pales in comparison to a day of lost wages for both my wife and I because of the delay.",2
1563,"@united can I get on a stand by list from ASE to ORD? I'm the only poor person in Aspen, that's why I'm asking for standby on twitter.",2
1567,@united might possibly have the worst service on the planet.,2
1568,@united deceptive marketing practices promised me if i booked flights i would retain my status now they are not granting. Neverflyunited,2
1578,@united is it possible to add a Known Traveler Number to my ticket after Flight Booking Problems?,2
1579,"@united why doesn't my daughter, booked with my gold member miles, get on the upgrade list for her flight tomorrow?",2
1585,@united UA1565 IAH -&gt; SJO is delayed by like 1.5 hours. Crazy!,2
1603,"@united Late Flight 2014 and 2015 are huge step towards decline in service, and your agents, not all, are as arrogant as ever.  #UnitedAirlines",2
1608,"@united thanks, it was my first time in a United lounge and felt welcomed.",2
1612,@united 100. % failure in 2015 #UnitedAirlines,2
1617,@united thanks for updating me about the 1+ hour delay the exact second I got to ATL. 🙅🙅🙅,2
