,text,label
161,"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)",2
165,@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers,2
168,@VirginAmerica at Logan airport and waiting to checkin for my 9am flight. Checkin desk not open !!!!! Why?!,2
171,@VirginAmerica Lister to my show my on Monday 1230 130,2
176,@VirginAmerica Thank you for the follow,2
182,@VirginAmerica Flight from BOS &gt; LAS tomorrow was Cancelled Flightled. No notification; wait times are 1+ hour. Will you rebook on another airline?,2
185,@VirginAmerica If only you guys had flights from CMH.,2
194,@VirginAmerica Just DM'd. Same issue persisting.,2
197,@VirginAmerica You have any flights flying into Boston tomorrow? I need to be home and you Cancelled Flightled my flight and didn't do anything,2
198,@VirginAmerica you stink. Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook #disappointed.  #expected better,2
202,@VirginAmerica nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow! Just sent you a DM to help me!,2
210,@VirginAmerica flight 404 delayed 2 hours in LA due to mechanical problems. Handle like pros but you could have tossed us a free drink.,2
213,@VirginAmerica You guys charged me $100 to reschedule a flight that was then Cancelled Flighted and are now refusing to refund it. What's the deal?,2
217,@VirginAmerica I was really looking forward to my flight. can you let me know when it will be rescheduled? #diehardvirgin,2
218,"@VirginAmerica why Cancelled Flight flight VX413? One sec its delayed, on my to airport, the next its Cancelled Flightled?Gonna email or call me to reschedule?",2
220,@VirginAmerica had to change to another airline to get to DC today ... Why is @united able to land in DC but not you? Cost me $800 ...ugh,2
221,@VirginAmerica I was so looking forward to my first flight with you today but it was Cancelled Flightled along with the subsequent one ...,2
224,@VirginAmerica  how are you gonna have a deal from Dallas to DC but no deal from DC to Dallas? #sad,2
226,@VirginAmerica hold times at call center are a bit much,2
233,"@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9",2
236,@VirginAmerica What is the reason  for the delay of the departure of VX 413 from JFK this afternoon?,2
237,"@VirginAmerica is todays flight from Palm Springs, Ca to JFK in NY Cancelled Flightled?",2
240,@VirginAmerica any updates on flight 413 from Jfk &gt; Lax,2
243,"@VirginAmerica We're on flight 910 Vegas to Boston today, checked in online but our bag count didn't register. Can I fix that somehow?",2
244,"@VirginAmerica classiq, luv Virgin America. Greetingz",2
256,@VirginAmerica any plans to start flying direct from DAL to LAS?,2
261,@VirginAmerica This is what you missed @NewsVP. Next trip to the 407.,2
282,@VirginAmerica Is there anything going on with the website? I've been getting a lot of errors past 30 minutes.,2
283,@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!,2
296,@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq,2
297,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ",2
299,@VirginAmerica weather delays &gt; next few weeks ;) #JFK #BOS #DCA,2
304,"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff",2
309,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9,2
310,@VirginAmerica missed my flight. How does standby work?,2
322,@VirginAmerica add DTW and I'm sold!,2
326,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.,2
327,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!,2
338,@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥,2
340,"@VirginAmerica @VirginAtlantic @GMA @AmericanAir 
Can You Help #ourprincess in need of some help in #USA 
🎀🇬🇧🎀🇺🇸🎀 http://t.co/778AzTDaer",2
345,"@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home!",2
348,"@VirginAmerica seriously, though. will there not be direct flights from SFO-FLL in may???",2
351,"@VirginAmerica
wjere is our luggage #so slow at lax",2
355,"@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May, only see connecting #help #dontdothistome",2
361,Bruh “@VirginAmerica: @giannilee Turn down for what. #VXSafetyDance”,2
370,@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!,2
371,@VirginAmerica delayed to10.30!!,2
372,@VirginAmerica currently in minute 10 of being on hold with cust. service. Do I need to do anything to add a lap child to my reservation?,2
375,@VirginAmerica  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys,2
376,@VirginAmerica Comenity Bank is a joke!  Please change.  Nothing but constant problems with this bank,2
381,@VirginAmerica gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!,2
383,"@VirginAmerica, I submitted a status match request a while back and still haven’t heard! I’m flying on Monday. Can you look / accelerate?",2
413,@VirginAmerica no A's channel this year?,2
420,@VirginAmerica is helping me step up my @Tinder game! #TinderTips #tinderchamp http://t.co/jBmVVha63A,2
439,"@VirginAmerica love it, taking @SouthwestAir on in their backyard! Consumers win when biz competes.",2
450,@VirginAmerica I have lots of flights to book and your site it not working!!!! I've been on the phone waiting for over 10 minutes..........,2
453,@VirginAmerica That's classy.,2
474,@VirginAmerica On all your flights?,2
480,".@VirginAmerica not only was it great, but you return my calls the day after. Couldn't ask for more. #myVXexperience",2
481,"@VirginAmerica While other airlines weren't Cancelled Flighting flights into BOS, and helping their customers get home, Virgin was saying Good luck!",2
486,@VirginAmerica Umm so no reason as to why this is? Is there someone different I should contact (or contact me) to get a definitive answer?,2
487,@virginamerica Trying to make the change in advance (not just 24 hours prior)…tried it online earlier and it wanted $300 in change fees.,2
494,"@VirginAmerica mood lighting on point🙌 Reclining my seat, kickin up my feet💤",2
495,@VirginAmerica my flight (6000) scheduled for 1pm departure still says on time but no plane at gate. Any update on how long of a delay?,2
496,@VirginAmerica my group got their Cancelled Flightlation fees waived but I can't because my ticket is booked for 2/18? Your reps were no help either 😡,2
497,@VirginAmerica Are there any sign up bonuses to enroll in Elevate?,2
506,@united still no refund or word via DM. Please resolve this issue as your Cancelled Flightled flight was useless to my assistant's trip.,2
509,@united Your ERI-ORD express connections are hugely popular .. now if only we could have an ERI-EWR hop! :),2
510,@united even on international flight Glasgow to the U.S.? Then what about orlando to Newark? All 90 mins?,2
525,"@united yes, David Allan send an email with this number (KMM24999563V99860L0KM) and case#8719519",2
534,@united I flew back w other company since United didnt have an earlier flight,2
536,@united I am trying to book awards for September and need flights on @aegeanairlines but they will not show even w/ many award seats availab,2
539,"@united See? We were told repeatedly that the pilot was Late Flight and kept getting Late Flightr.  After we boarded, there was a defibrillator issue.",2
544,"@united also during the run I was instructed to do, I shattered my computer. http://t.co/oAflfr7WXB",2
545,"@united yes, we've been with the agents for the last 50 minutes. One of the agents have been very rude, but thankfully Ladan has been nice.",2
546,@united that's right- with an overnight Miami.,2
547,@united Have clients with an 11 hr layover at IAH (during the day). Will they have to claim &amp; recheck luggage. Or will it be taken care of?,2
548,"@united I am trying to find out if the loaner seat is new or used, a used car seat is illegal according to safety regulations",2
554,@united A refund and flight vouchers or another flight on a different airline at your expense for today. 8 hour drive is very inconvenient,2
555,@united then why have I not received my call back its been 3 days...it's an infant car seat how am I supposed to go anywhere with my child,2
573,@united ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.,2
575,"@united in addition, my first flight was delayed an hour and I'm arriving at my destination 8 hrs Late Flight.",2
576,"@united Cancelled Flighted our flight, didn't rebook us on added flight, now have to drive from a Denver to KC....thanks!",2
593,@united What is your phone number. I can't find who to call about a flight reservation.,2
597,@united Mobile boarding pass disappeared from phone while standing in line to board. Second time this week... Hmm.,2
599,@united It was last night's 1235/ORD-LGA.,2
600,@united thx for update,2
606,@united #worst2unitedflightsever UA 236 LAS to IAD 2/24 mechanical problems again - took off - had to land for fix - delayed again #wtfodds!,2
608,@United. What's going on with UA 236?  outbound flight last thurs was delayed 4hrs How long will this delay be? #worst2unitedflightsever,2
609,@united #worst2unitedflightsever UA1429 IAD to LAS 2/19 mechanical problems - switched aircraft delayed 3.5 hours!,2
610,@united crashed trying to check in.,2
619,@united ua1673 still waiting! Supposed to depart 9:08,2
623,@united What's going on with your website? I'm Flight Booking Problems three tickets today and I've been booted off the system umpteen times.,2
626,"@united I received 1 bag last night, I am still missing the other one.",2
648,"@united but then again, maybe the @BBBNE_SD_KS_IA would care more to hear what went on than whoever listens to issues you caused",2
650,@united so you're telling me there is no number to call after being left in an airport because of a negligent pilot and staff?,2
651,@united Could this email be resent as it doesnt appear to have arrived.,2
652,@united yes please! Trying to get to POP- in Newark now....,2
655,@united So they didn't drop my bag overnight &amp; now I'm leaving for a week. This is why you were supposed to hold on to the bag....,2
667,"@united yep that's correct, I got an email at 12:30 am that the flight was Cancelled Flightled, doesn't matter now flight into atl is delayed, thx",2
668,@united 1k and had problem getting out of FLL to IAH  sent DM to you about making my connection  please let me know,2
675,@united how does it get Cancelled Flightled 10 hours before take off?,2
683,@united checking to see why flight 3466 (atl-ord) got Cancelled Flighted?,2
685,@united Booked a flight home over 7 months ago and requested seats together for my fiancée and I. We got 2 middle seats. UNACCEPTABLE. The,2
687,@united thnx for the info,2
690,@united kudos for not Cancelled Flightling flights from DFW this morning.   United usually first to panic...,2
692,@united is flight 587 from DFW to ORD currently on-time? I see an advisory that DFW may be affected by weather,2
693,@united maybe one day you'll be the one quoted on http://t.co/mJkpgVXmPC,2
694,@United flight delayed-no one remembered to turn the heat on flight 559 leaving ORD-seriously???,2
696,@united to speak to a real person to get this resolved politely and efficiently. (2/2),2
704,@united about 3 hours ago. I need to work out if my bag can make it to my hotel here in time or if it will need to go elsewhere.,2
706,@united I've filed the claim but have no way of calling for updates. Is there another way to do this?,2
715,@united Could you update me on the suitcase please? The online and phone tracking told me nothing. I was told I'd have it back yesterday!,2
722,@united thanx so much. You followed through and emailed me a $1000 ticket voucher. #unitedairlines they do care,2
724,"@united nope, they told us it was time for them to go home and to sleep at the airport. Even though they assured us we would get a room...",2
725,@united keep me updated. Let me know that the bags make the flight to j-burg,2
732,@united I would like to know what's going on before his current flight lands.,2
733,@united if I pay you $25 and $35 for my luggage to be delivered when I arrive. Why should I have to wait 3 additional days for its delivery?,2
738,@united no Cancelled Flightn just left us to fend for ourselves when flt came in Late Flight. Getting runaround for 3 hrs. Each employee blaming  previous 1.,2
740,@united okay ase24766m. Find our luggage.,2
741,@united The agent that met us at the gate said any issues w/delays on UA1116 would have to be taken up online...,2
746,"@united yes, but still now answers. Many have not had their luggage for 3 days! Unacceptable!!",2
753,@united yes I do.,2
763,"Hey @united why does the flight from IAH to POS leave so Late Flight, and the one back to IAH so early? I rather get to POS earlier",2
773,"@united flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one. :)",2
782,@united is my favorite airline.,2
785,@united we needed them here asap. Will they make it on today's flight?,2
787,@united Our vacation's going to be ruined w/ 3 days of rain. : ( The change fee for 2 of us is nearly cost of original flight. Can you help?,2
793,"@united for an early flt, I think a call is appropriate. Yes, reviewed and nada avail until next day. Expect full refund",2
800,"@united Ice, which I totally understand. But when a large number of us are facing 15+ hours of time and overnight Cancelled Flightations it seems like",2
801,@united flt 1249 Cancelled Flightled and I get email @3:30 AM? What happened to courtesy phn call? Had to book diff airline &amp; city,2
820,"@united Why tell us flight is delayed, then tell us it's on time again with 20 min to spare? Don't say it's delayed unless you're sure!",2
822,@united where is my flight voucher?,2
823,"@united Late Flight to Denver, Late Flight to Newark...let's not even get into the disaster that was checking bags. Unacceptable.",2
825,@united yes I filed a claim &amp; hope to receive by luggage by 2am. Ridiculous as I had to purchase items to go to sleep &amp; no reimbursement.,2
829,@united After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PB&amp;J sandwich.,2
833,@united Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! 🙌 #StatusMatchPaidOff http://t.co/ATfRKp6goY,2
834,"@united not just refunded, but for those of us who are on vacation to get a free room night to make up for making us sleep in DIA",2
836,@united I received my luggage that also looked to be left in the snow when I arrived. I'm asking for all 50 people to be refunded.,2
847,@united That's correct—I've spent hours trying to book online only to receive an error when clicking final purchase button. (1/2),2
855,"@united http://t.co/hj5kq82Chn, however, is completely under your control—the price was and still is displayed on http://t.co/hj5kq82Chn.",2
858,@united comically on the return flight from ASE there were two United flights boarding at adjacent gates and not clear which plane to board,2
859,@united GRK13575M is the file reference,2
866,"@united is horrible!! They lost our carseat and expect us to use a loner carseat, safety regulations say it's illegal to use a used car seat",2
872,"@united He needs to get to home the 24th, they're telling him it'll be the 25th @ night. Is there compensation or anything that can be done?",2
874,@united wonderful bag claim people - finally have my bag. But why did I catch earlier flight? Original flight just landed. #wastedtime,2
876,@united thanks we'll be in touch!,2
878,"@united 3 days Late Flightr and my bag has not left IAD, United is not helping at all. Everyone tells me a different story",2
881,@united can you assist with current flight status for flt# 1016 out of DFW tomorrow at 6:55am?,2
883,@United how do you lose a gate checked bag DEN to ORD? Direct flight. Ugh.,2
884,"@united caught earlier flight to ORD. Gate checked bag, and you've lost it at O'Hare. original flight lands in 20minutes. #frustrating!",2
890,@united i left an item on the plane and have been calling non stop and no one has been answering can you please help,2
892,@united what's a good number to call to speak with someone about how you can fix what you did to 50 people and their luggage on Saturday?,2
894,@united where's my damn bag??,2
898,@united diverted and missed our connecting flight. Was just told that my bag is on it's way to MSY. If you only had people that cared,2
900,@united @Apollochplayers we just want to go home tonight - why did you Cancelled Flight the last leg of our reserv. w/out our permission??! #PH6RPS,2
902,@united landed in Boston at 9 last night.  The 15 hours of traveling was rough tho.,2
903,@united FAIL You Cancelled Flightled our flight frm GJT and then used our reserv home to IAH (from SEA) for reFlight Booking Problems w/out OUR PERMISSION!! #PH6RPS,2
910,@United now what?!? http://t.co/5hpSqVRjK8 flight was gone when I got off plane! #BusinessTravel #goodenoughmother,2
915,@united @reebok @rockinwellness @ Denver International Airport https://t.co/tKVmHBkeC3,2
918,@united Agent in LAS letting 20 customers know they can't help them rebook delayed flight to DEN #unfriendlyskies http://t.co/QuzVmK2rTR,2
921,"@united did you have seen my message today?? About a mcdonnell Douglas dc 10 model?? I will hear it if you read it, Goodnight now",2
923,"@united flight arrives 30 minutes early, but then have we to wait for an hour for our bags.",2
928,@united I would love if someone could get me back to Austin tonight and I do not wish to wait til tomorrow morning.,2
931,@united I have a 0530 flight out of DFW on Tuesday. How far in advance will you give notice if Cancelled Flightled?,2
934,@united that is not in line with your responses here. And now I'm waiting until tomorrow morning because all the flights are overbooked.,2
935,"@united I took the exact same aircraft in to LAX 3 days ago. It fit, no problem. The agent today told some nonsense about a policy change",2
945,@united has the WORST customer svcs! This Kevin rep at call center must be investigated. My baggage's lost and there's no help but argument!,2
951,"@united yes, after this awful weather it appears I can get home",2
955,@united I filed a delayed bag report on Saturday! my flight was Cancelled Flightled and I never went anywhere!,2
961,"@united I need the phone number to baggage claim in LAX, my mom left her phone and someone called saying they would put it there but on",2
966,@united you Cancelled Flighted our flights for no reason &amp; now we have been on the phone for AN HOUR on our vacation. Why?,2
978,@united the least you could do is offer me a ticket in coach instead of just Cancelled Flighting my reservation because of your glitch!!! #notfair,2
981,@United gate announcement states delay due to maintenance yet app says Late Flight arriving aircraft  tell the truth! @unfriendly,2
983,@united how can your app show arriving aircraft is early but departing flight is delayed due to Late Flight arriving aircraft? @unfriendly,2
984,@united already did that at the airport and 12 hrs Late Flightr its still not here! you guys are really killing me today. trying to stay positive..,2
986,@united really?  Someone called in sick and then someone FORGOT to call a replacement?!  Now an hour Late Flight to take off. #theworst,2
987,@united Asked Flight attendant what typical compensation would be &amp; says we might get free TV. #Unacceptable,2
996,"@united I'm trying to get to my final destination, we need compensation. Just about 2hrs of personal time wasted.",2
999,@united Pleased to be a Premier Platinum,2
1000,@united how can you not put my bag on plane to Seattle. Flight 1212. Waiting  in line to talk to someone about my bag. Status should matter.,2
1007,@united my flight was delayed due to maintenance in LIT and caused me to miss my connection at IAH to MSY. Can you help?,2
1008,@united #UnitedAirlines Pls Fix #AspenBaggageFail issues. Had to pay my own way to #Aspen after flight Cancelled Flight. Left us in the cold in DEN.,2
1012,@united In the process of recovering their car rental - condo rental $ in Florida. They called #United for an alternate flight #NOANSWER,2
1029,"@united I'm rebooked now, but the line was 300 people deep.",2
1030,.@united For those playing along at home: http://t.co/2b4bDTldX2,2
1031,"@united @FlyEIA yes, they said it took more than an hour!",2
1038,@united 20 min more delays to flt 2086 at sfo 2 load 2 more pax makes no sense. Will strand many of us overnight at ORD due to missed cnxns,2
1041,"@united Change made in just over 3 hours. For something that should have taken seconds online, I am not thrilled. Loved the agent, though.",2
1048,"@united Ok thank you, do you provide complimentary hotel accommodations since I'll have to stay overnight?",2
1050,"@united really? 3 hr delay, 4 gate changes, &amp; you boarded us, sent us back up, &amp; boarded us again.  Won't change our flight. Can we go now?",2
1053,@united Nope - still no one helped me.  Giving up on united. #badservice,2
1057,@united Flight UA1270 is descending into farce and we haven't left EWR yet. Is this going to get any worse?,2
1058,"@united I was told it was due to be on UA23 which flies direct to Dublin, so why did it go to London? This is a complete shambles!",2
1063,"@united On a standby to Denver, which has been delayed, and a confirmed to Aspen, whose flights have been Cancelled Flighted all day. 0 confidence.",2
1065,@united at what pt do u just Cancelled Flight!  Finally got stndby 4 1pm flight. What a day!  #missedWork #clientNotHappy http://t.co/sUPrLfOi8T,2
1068,@united Woke up to notification- flight moved 1.5 hrs early. Barely made flight then 3 hrs layover in SFO - wanted to hop on earlier option,2
1073,"@united, this is the line in Denver to rebook due to weather issues. DO BETTER. http://t.co/tmccExYaaQ",2
1075,"@united 2 Cancelled Flighted flights Late Flightr, agent claimed she put me on a new flight but then Cancelled Flighted it. Coworker got on flight- now delayed. Now?",2
1077,@united I wasn't asking for a full refund but delaying me 3 hours and giving no reason should be enough to give partial credit,2
1078,"@United flight was scheduled for 11:56, it's 1:05 and we haven't moved. I have never been on a flight where everyone moved without a sense",2
1083,@united Definitely will!,2
1085,"@united  18 flights so far this year. 13 delays including 2 Cancelled Flightations.  Late Flightst reason, crew needed mandatory sleep. IN MEXICO!",2
1096,@united we've been here since 3am and you've Cancelled Flightled our flight twice,2
1097,@united no chance I wait in ORD all afternoon for another flight after you screwed me. Hold 5396,2
1098,@united UA5396 can wait for me. I'm on the ground trying to get to the gate after we were moved to B. This is crap.,2
1106,@united noooooooooooooooooooooope.,2
1109,"@united Hi, Im flying SFO-LAX-SAL-CLO. My connecting time in LAX is 1h45m. Is it enough time? Do I have to collect my bag and recheck on AV?",2
1115,@united already missed  connection ugh,2
1120,@united - SERIOUSLY it's 2015?!?!  NO WiFi on a 5hr flight from CLE-SFO #1589.  You're the ONLY airline w/out WiFi...and pls no 'unwind' BS.,2
1121,@united u would not be able to rebook me to get home any sooner than a now 2hr delayed flight.  #linesforever #customerservice #fail #again,2
1128,@United are you able to see if there are seats open on another flight??,2
1130,"@united Hopefully my baggage fees will be waived tomorrow when I actually get on a flight, as well as compensation for my hotel room",2
1133,"@united your SFO-YYJ fight is Cancelled Flightled several times each week, why even bother?",2
1135,@united How do I get reimbursed for hotel and taxis for the Cancelled Flightation?,2
1137,"@united In 2015, United is ""unable"" to look up a flight reservation by passenger name at the YYZ check-in counter - WOW smh #customerservice",2
1141,"@united, last week shanghai to sfo 858 delay 5hrs bc of engine. today sfo-sea delay to ""sick pilot"". no compensation. They Do. Not. Care.",2
1144,"@united shes been rescheduled for today, but with the frigid cold, being a possible reason for ""maintenance"" it could be the same issue 2day",2
1146,"@united b) I contacted you directly, and the phone service was Laissez Faire at best.  The problem isn't a Cancelled Flightled a flight.",2
1147,"@united a) she's an international. Her phone is on the fritz, I had to get to Chicago from nearly 4 hrs away to figure everything out.",2
1149,@united Okay thanks if you could please update me. I was told at the airport someone would call me today but they haven't.,2
1150,@united thank you very much for the help. We're do I pick up my bags aspen airport &amp; are they coming in today on flight911,2
1151,@united gate C 24 IAD. U released passengers to board w/others deplaning .50 peopleOn bridge while next flight  board http://t.co/HfoF33iyhi,2
1152,"@united I'd say most of the public can't extend their vacation a week, point is why advertise multiple flights you can't honor?",2
1153,"@united Cancelled Flights flt from EWR. ""No crew"".Tells wife &amp; 4 yr old to ""get to NY to catch @AirCanada"" to YYZ! Good #customerservice is dead.",2
1154,"@united Now arriving a day and a half Late Flightr than supposed to. Lesson of the day, don't believe verbal or written confirmations from United",2
1156,@united Arriving at the airport 2 hours before departure time and still missing your flight bc you actually don't have an electronic ticket,2
1157,@united 1.75 hour delay.  Nothing says sorry like a voucher.  Missing time with family.  #family #precioustime,2
1162,@united it won't help...been there done that.,2
1164,@united would love help getting there today. In #EWR now. Will take any airline and connections. Thx,2
1166,@united we had four scheduled flights on this reservation and literally did not take one! Unreal,2
1167,@united in ORD hotel issued to my 4yr old. Tickets needed fixing again another hour and 5 agents l8r nightmare still not over,2
1168,@united 3 hours to rebook but 8 hours l8r the same problem again. Arrive at gate stopped cause now infant is sitting in 4 yr old lap,2
1169,@united arrived in YYZ to take our flight to Taiwan. Reservation missing our ticket numbers. Slow agent Sukhdeep caused us to miss our flt.,2
1172,@united and those three people were awesome working very long hours. It is easy to say sorry on Twitter but you should help your ppl @EWR,2
1174,"@united ,now you have Cancelled Flightled my wife and daughter's flt?? What's going on? Follow me so I can dm details.",2
1175,@united Has it departed? I was awaiting an inbound plane yesterday for three hours and it never arrived. Had to stay overnight (again).,2
1176,@united #UnitedAirlines Any other way ORD to ABQ anytime within the next 7 hours?,2
1183,@united received hotel but no food.  Also email for 3750 miles.  Last trip had 3 hr delay and 5000 miles - so less for Cancelled Flightlation?,2
1184,@united Do we know why UA5282 is delayed x2)? This is getting crazy. I've already had 2 overnight delays. #UnitedAirlines,2
1190,@united switched to fly united from delta for the past two trips and was very disappointed. Now my UA4646 on 2/23 is delayed by 3 hours!!,2
1192,@united  #UnitedAirlines  how long will1531 be delayed.,2
1196,@united you suck.    9 hour delay?!,2
1200,@united 3866 is at a stand still! No pilot or paperwork for fix over 25mins! Problem was fixed 30mins ago. Flight is as is delayed!,2
1215,@united I am trying to make/change reservations and getting extremely frustrated!!! Giving up and trying another airline!!!,2
1217,@united Late Flight crew into #btv last nite delayed todays flt. Will miss connection to #cun. Why do I have to play for hotel tonight in #ewr?,2
1218,@united no they aren't - I just called to check. #WORSTCUSTOMERSERVICE,2
1226,"@united thanks for the link, now finally arrived in Brussels, 9 h after schedule...",2
1227,@United to operated #B767-300ER from #Newark to #Zurich @ZRH_airport replacing B767-400ER between 6MAY-23SEP instead till 23OCT #avgeek,2
1228,@united 2nd flight in two weeks that you have lost my bag!  Taking my 1K status to @AmericanAir #neveragain #WORSTCUSTOMERSERVICE,2
1236,@united Flight 683 last night was #bad4business. Will be a long time before I recommend United to anyone.,2
1237,"@united Beyond frustrated  Sked change = no seats, earlier departure and double layover.  Of course only seats are $$++.  Cust svc no help",2
1240,@united i emailed the customer care via the website form. After a long wait Rachelle resolved my issue. But I'm still irritated w/ united.,2
1241,"@united flight Cancelled Flightled,  and the updated one gets me into BWI too Late Flight! I'd be fine with DCA or IAD,  just arriving earlier!  Help!",2
1248,"@united you Cancelled Flight my flight. I wait in line to get rebooked, when I'm at the front you make me go to another gate and I lose my place.",2
1251,"@united you failed me last week at IAH. Next intl trip on Delta. Small ual flight from lax booked, that's it!",2
1253,@united flew from sdf to ATL to Tampa on Delta. Left early. Arrived early. Crew helpful. Wifi worked!!,2
1256,@united I already did.,2
1263,@united I'm on hold for the 4th time waiting for you to resolve and issue with a flight for my 6-year-old son. #terribleservice #NoService,2
1272,@united current hold time AFTER speaking to rep to have tix reissued is 42 mins - why so long &amp; why not make this option available online?,2
1275,@united jx4s2t if you can out today would be great it's our honeymoon and this delay you has put a damper on iy,2
1277,@united WHERE IS MY RECEIPT! I upgraded return leg and 6 months Late Flightr still NO receipt! http://t.co/DAjWzhLVyu,2
