tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
5.69282E+17,negative,1,Cancelled Flight,1,Virgin America,,FiDiFamilies,,0,@VirginAmerica Because we never rec'd Cancelled Flightlation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids,,2/21/2015 15:47,New York City ,Eastern Time (US & Canada)
5.69277E+17,negative,0.7158,Cancelled Flight,0.7158,Virgin America,,Artenis15,,0,@VirginAmerica You have any flights flying into Boston tomorrow? I need to be home and you Cancelled Flightled my flight and didn't do anything,,2/21/2015 15:27,MA // Ashton in Wonderland,Eastern Time (US & Canada)
5.69264E+17,negative,1,Cancelled Flight,1,Virgin America,,NancyJFriedman,,0,@VirginAmerica you stink. Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook #disappointed.  #expected better,,2/21/2015 14:34,New York City,Eastern Time (US & Canada)
5.69248E+17,negative,0.7053,Bad Flight,0.7053,Virgin America,,wmrrock,,0,@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback,,2/21/2015 13:30,CT,Eastern Time (US & Canada)
5.69247E+17,negative,1,Late Flight,1,Virgin America,,wmrrock,,0,@VirginAmerica flight 404 delayed 2 hours in LA due to mechanical problems. Handle like pros but you could have tossed us a free drink.,,2/21/2015 13:28,CT,Eastern Time (US & Canada)
5.69245E+17,negative,0.642,Cancelled Flight,0.642,Virgin America,,BigRichTexasPam,,0,@VirginAmerica why Cancelled Flight flights today? No precipitation to be scared of!  ❄️❄️❄️,"[32.8437698, -96.84928399]",2/21/2015 13:18,FREE ADVICE! ,Central Time (US & Canada)
5.69239E+17,negative,1,Cancelled Flight,0.6735,Virgin America,,MistakeCakeJake,,0,@VirginAmerica You guys charged me $100 to reschedule a flight that was then Cancelled Flighted and are now refusing to refund it. What's the deal?,,2/21/2015 12:54,,Central Time (US & Canada)
5.69231E+17,negative,0.664,Cancelled Flight,0.3412,Virgin America,,aaronkurlander,,0,@VirginAmerica I was really looking forward to my flight. can you let me know when it will be rescheduled? #diehardvirgin,,2/21/2015 12:23,"New York, NY",Eastern Time (US & Canada)
5.6923E+17,negative,1,Cancelled Flight,0.6452,Virgin America,,aaronkurlander,,0,"@VirginAmerica why Cancelled Flight flight VX413? One sec its delayed, on my to airport, the next its Cancelled Flightled?Gonna email or call me to reschedule?",,2/21/2015 12:18,"New York, NY",Eastern Time (US & Canada)
5.69224E+17,negative,1,Cancelled Flight,1,Virgin America,,propsonline,,0,@VirginAmerica I was so looking forward to my first flight with you today but it was Cancelled Flightled along with the subsequent one ...,,2/21/2015 11:55,"California, USA",Pacific Time (US & Canada)
5.69201E+17,negative,0.6489,Late Flight,0.6489,Virgin America,,stephenasilverm,,0,@VirginAmerica What is the reason  for the delay of the departure of VX 413 from JFK this afternoon?,,2/21/2015 10:22,,
5.69199E+17,negative,0.6786,Cancelled Flight,0.6786,Virgin America,,mrl6626,,0,"@VirginAmerica is todays flight from Palm Springs, Ca to JFK in NY Cancelled Flightled?",,2/21/2015 10:15,,Arizona
5.69083E+17,negative,0.6706,Bad Flight,0.3514,Virgin America,,eatgregeat,,0,"@VirginAmerica - the passenger in 7D, Flt 338 that assaulted me shouldn't have flown. I trust he's banned. Crew filed report to @FAANews","[26.06726717, -80.14433663]",2/21/2015 2:36,,Eastern Time (US & Canada)
5.68946E+17,negative,1,Bad Flight,0.6765,Virgin America,,HenryLucero,,0,@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒,,2/20/2015 17:31,"Los Angeles, CA",
5.68942E+17,negative,0.6965,Bad Flight,0.3634,Virgin America,,stephanieslome,,0,@VirginAmerica #wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!,,2/20/2015 17:16,San Francisco,Pacific Time (US & Canada)
5.68902E+17,negative,1,Bad Flight,0.6761,Virgin America,,MsReeseGirl,,0,"@VirginAmerica moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selected👎 #DISAPPOINTED",,2/20/2015 14:35,Los Angeles,Pacific Time (US & Canada)
5.68851E+17,negative,1,Bad Flight,0.6979,Virgin America,,AdamSinger,,0,@VirginAmerica soooo are you guys going to leave the seatbelt light on all flight? You can barely call this turbulence :-),"[0.0, 0.0]",2/20/2015 11:13,"San Francisco, CA",Central Time (US & Canada)
5.68532E+17,negative,0.6558,Late Flight,0.6558,Virgin America,,bonniecamp,,1,"@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home!",,2/19/2015 14:06,,
5.68519E+17,negative,1,Bad Flight,0.6723,Virgin America,,BlackFlagShoppe,,0,"@virginamerica not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board",,2/19/2015 13:14,”Straight Outta Jersey”,Central Time (US & Canada)
5.68518E+17,negative,0.7223,longlines,0.7223,Virgin America,,c_crubin,,0,"@VirginAmerica
wjere is our luggage #so slow at lax",,2/19/2015 13:08,,London
5.68464E+17,negative,1,Bad Flight,0.6899,Virgin America,,wmrrock,,0,@VirginAmerica on VX399 from JFK to LA - dirty plane - not up to your standards.,,2/19/2015 9:35,CT,Eastern Time (US & Canada)
5.68463E+17,negative,1,Bad Flight,1,Virgin America,,wmrrock,,0,@VirginAmerica on flight VX399 headed to LA from JFK - dirtiest VA plane I have ever been on. Sad for a great airline.,"[0.0, 0.0]",2/19/2015 9:32,CT,Eastern Time (US & Canada)
5.68457E+17,negative,1,Late Flight,1,Virgin America,,LondonBrushCo,,0,@VirginAmerica delayed to10.30!!,,2/19/2015 9:08,Global,Pacific Time (US & Canada)
5.68219E+17,negative,1,Bad Flight,1,Virgin America,,contimike,,0,@VirginAmerica I cannot even open my laptop in seat 4C and I paid a premium for this?!!   Let me out of here!,,2/18/2015 17:22,"New York, sort of!",
5.68216E+17,negative,1,Bad Flight,1,Virgin America,,contimike,,0,@VirginAmerica I am in seat 4C and I cannot even open my laptop; and I paid extra for this seat!!,,2/18/2015 17:11,"New York, sort of!",
5.68132E+17,negative,0.6901,longlines,0.3802,Virgin America,,mrpresident1776,,0,@VirginAmerica When will VX use all 6 LGA slots instead of 4 today? Adding AUS makes this less likely :(,,2/18/2015 11:37,"Washington, D.C.",
5.68083E+17,negative,1,Bad Flight,0.3556,Virgin America,,iamWalkerR,,0,@VirginAmerica kinda sucked my earphone jack didn't work on my flight. They may want to look into that for future passengers,,2/18/2015 8:22,"New York, NY",Central Time (US & Canada)
5.68079E+17,negative,1,Bad Flight,0.6326,Virgin America,,MarcoFlavioM,,0,@VirginAmerica Very poor experience. First computer problem now seat malfunction. Stuck. Missing meeting in San Diego.,,2/18/2015 8:07,USA,Pacific Time (US & Canada)
5.68017E+17,negative,1,Cancelled Flight,1,Virgin America,,NickyB617,,0,"@VirginAmerica I tried that. You offered to charge me an additional $1k for a new ticket or be stranded until Thurs. 1st time, last time.",,2/18/2015 4:00,"Boston, MA",Eastern Time (US & Canada)
5.67972E+17,negative,0.6703,Bad Flight,0.6703,Virgin America,,total_janarchy,,0,@VirginAmerica Thanks for making my flight from LAX to JFK a nightmare by forcing me to check my carry on bag at the gate. (1),,2/18/2015 0:59,,Eastern Time (US & Canada)
5.6785E+17,negative,1,Late Flight,1,Virgin America,,lindsowesto,,0,@VirginAmerica Why is it taking 12 years to fly home to Dallas? Get your shit together.,,2/17/2015 16:54,Texas,Central America
5.67787E+17,negative,1,Cancelled Flight,0.6458,Virgin America,,RyScanlon,,0,"@VirginAmerica While other airlines weren't Cancelled Flighting flights into BOS, and helping their customers get home, Virgin was saying Good luck!",,2/17/2015 12:44,,Atlantic Time (Canada)
5.67749E+17,negative,0.6778,Bad Flight,0.6778,Virgin America,,tan_talize,,0,"@VirginAmerica mood lighting on point🙌 Reclining my seat, kickin up my feet💤",,2/17/2015 10:14,LA&OC,
5.67746E+17,negative,0.3573,Late Flight,0.3573,Virgin America,,jonovoss,,0,@VirginAmerica my flight (6000) scheduled for 1pm departure still says on time but no plane at gate. Any update on how long of a delay?,,2/17/2015 10:02,"Washington, DC",Atlantic Time (Canada)
5.70307E+17,negative,1,Cancelled Flight,0.703,United,,CoralReefer420,,0,@united still no refund or word via DM. Please resolve this issue as your Cancelled Flightled flight was useless to my assistant's trip.,,2/24/2015 11:39,"Bay Area, California ",Alaska
5.70307E+17,negative,1,Late Flight,1,United,,lsalazarll,,0,@united Delayed due to lack of crew and now delayed again because there's a long line for deicing... Still need to improve service #united,,2/24/2015 11:39,,Mountain Time (US & Canada)
5.70302E+17,negative,0.6735,Bad Flight,0.3476,United,,slandail,,0,"@united Gate agent hooked me up with alternate flights. If you have a way to PREVENT the constant issues, that would rock.",,2/24/2015 11:19,"Columbus, Ohio",Eastern Time (US & Canada)
5.7029E+17,negative,1,Late Flight,0.6624,United,,BocheBillions,,0,"@united See? We were told repeatedly that the pilot was Late Flight and kept getting Late Flightr.  After we boarded, there was a defibrillator issue.",,2/24/2015 10:30,,Central Time (US & Canada)
5.7029E+17,negative,1,longlines,0.6575,United,,CoachJoette,,0,@united why no preferred security line anymore. My TSA pre-check didn't pull on my @SilverAirways partner flight! #Platinum #spoiled,,2/24/2015 10:30,Tampa,
5.70283E+17,negative,1,Cancelled Flight,0.6716,United,,kevintgarner,,0,@united A refund and flight vouchers or another flight on a different airline at your expense for today. 8 hour drive is very inconvenient,,2/24/2015 10:05,"Kansas City, MO",Central Time (US & Canada)
5.70281E+17,negative,1,Late Flight,0.6383,United,,kevinfla3,,0,@United well sitting on the ground 'on time' but waiting for a gate....again #tiredofthis,,2/24/2015 9:54,,
5.70278E+17,negative,1,Late Flight,0.6542,United,,cristobalwong,,0,@united A measly $50 e-certificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during UA1116. #unacceptable,,2/24/2015 9:42,San Francisco Bay Area,
5.70272E+17,negative,1,Cancelled Flight,1,United,,Peter_Abrahamse,,0,@united ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.,,2/24/2015 9:19,,Amsterdam
5.70272E+17,negative,1,Late Flight,1,United,,fuchsialipstick,,0,"@united in addition, my first flight was delayed an hour and I'm arriving at my destination 8 hrs Late Flight.",,2/24/2015 9:18,,Quito
5.70254E+17,negative,1,Late Flight,0.6548,United,,guichaves1989,,0,@united I tried but no one was available in bogota and everyone was rude in Houston. I was stuck for 35 hours because of you guys,,2/24/2015 8:10,,Central Time (US & Canada)
5.70253E+17,negative,1,Bad Flight,1,United,,PFlandersdc,,0,@united #worst2unitedflightsever UA 236 LAS to IAD 2/24 mechanical problems again - took off - had to land for fix - delayed again #wtfodds!,,2/24/2015 8:04,,
5.70253E+17,negative,1,Late Flight,1,United,,RaquelSnyderDC,,0,@United. What's going on with UA 236?  outbound flight last thurs was delayed 4hrs How long will this delay be? #worst2unitedflightsever,,2/24/2015 8:03,"Washington, D.C. Metro Area",Eastern Time (US & Canada)
5.70252E+17,negative,1,Late Flight,1,United,,PFlandersdc,,0,@united #worst2unitedflightsever UA1429 IAD to LAS 2/19 mechanical problems - switched aircraft delayed 3.5 hours!,,2/24/2015 8:01,,
5.7025E+17,negative,1,longlines,0.6951,United,,JohnJReid,,0,@united on 768 to Logan - boarding gong show due to lax carry on enforcement. Bins full of coats = no room for bags. U need a better system!,,2/24/2015 7:52,"Seaside, California",Pacific Time (US & Canada)
5.70247E+17,negative,1,Late Flight,0.6854,United,,Twist_OP,,0,@united ua1673 still waiting! Supposed to depart 9:08,,2/24/2015 7:42,Midwest,Central Time (US & Canada)
5.7024E+17,negative,1,Bad Flight,1,United,,campilley,,0,"@united @simonroesner you'll need to upgrade the seats too, even in economy plus it's like sitting on a concrete bench.",,2/24/2015 7:13,Europe,Amsterdam
5.70237E+17,negative,1,Late Flight,1,United,,Twist_OP,,0,@united 2nd flight also delayed no pilots! But they boarded is so we can just sit here! #scheduling,,2/24/2015 7:02,Midwest,Central Time (US & Canada)
5.70236E+17,negative,0.6288,Bad Flight,0.6288,United,,Evan_Flay,,0,@united but it's hard to stay upset at someone when they at least TRY to show remorse.,"[29.98340611, -95.33682231]",2/24/2015 6:57,Seattle,Pacific Time (US & Canada)
5.7023E+17,negative,0.6894,Late Flight,0.3497,United,,etiyi,,0,@united Yeah sorry but there's always a problem with United. And you have an international reputation for having problems.,,2/24/2015 6:33,. ,Central Time (US & Canada)
5.70225E+17,negative,1,Bad Flight,0.6606,United,,AurelAssan,,0,"@united $25 United coupon to make up for broken entertainment system on a 9-hour flight, seriously? #Ridiculousness #learncustomerservice",,2/24/2015 6:14,,
5.70217E+17,negative,0.7125,Late Flight,0.7125,United,,xRaeCatherine,,0,"@united I've sent the message, let me know if you got it. I'm not very twitter-literate. Also, is he REALLY going to be stuck for 18hrs?",,2/24/2015 5:42,,
5.70212E+17,negative,1,Late Flight,1,United,,Sri_Philips,,0,@united common!! keep your paper work ready and don't delay our flights(#1585)and meetings @ChooseChicago,,2/24/2015 5:21,"Chicago, IL, USA",
5.70211E+17,negative,0.6392,Late Flight,0.3402,United,,bcarlsrud,,0,"@united yep that's correct, I got an email at 12:30 am that the flight was Cancelled Flightled, doesn't matter now flight into atl is delayed, thx",,2/24/2015 5:17,,Central Time (US & Canada)
5.7021E+17,negative,0.6535,Late Flight,0.3663,United,,dkesten71,,0,@united 1k and had problem getting out of FLL to IAH  sent DM to you about making my connection  please let me know,,2/24/2015 5:14,,
5.70206E+17,negative,0.6421,Cancelled Flight,0.3263,United,,BouleChitte,,0,"@united I'm grounded in Montreal with ua3659. I am missing my connection ua3417 to St. Louis. Can you help,Do you have a private jet for me?",,2/24/2015 4:57,,
5.70205E+17,negative,0.6771,Bad Flight,0.3542,United,,Evan_Flay,,0,@united I'm not a child. I'm someone who has an issue with flying and prepares ahead of time to reduce the distress caused by planes. You,"[29.98699328, -90.25081691]",2/24/2015 4:52,Seattle,Pacific Time (US & Canada)
5.70203E+17,negative,1,Cancelled Flight,1,United,,bcarlsrud,,0,@united how does it get Cancelled Flightled 10 hours before take off?,,2/24/2015 4:46,,Central Time (US & Canada)
5.70201E+17,negative,0.6515,Bad Flight,0.6515,United,,Evan_Flay,,0,@united So what does someone with severe anxiety do when the one person who can help him isn't next to him?,"[29.9880285, -90.25781369]",2/24/2015 4:39,Seattle,Pacific Time (US & Canada)
5.70189E+17,negative,1,Cancelled Flight,1,United,,bcarlsrud,,0,@united checking to see why flight 3466 (atl-ord) got Cancelled Flighted?,,2/24/2015 3:50,,Central Time (US & Canada)
5.70189E+17,negative,1,Bad Flight,1,United,,Evan_Flay,,0,@united Booked a flight home over 7 months ago and requested seats together for my fiancée and I. We got 2 middle seats. UNACCEPTABLE. The,"[29.98746669, -90.25862007]",2/24/2015 3:49,Seattle,Pacific Time (US & Canada)
5.70178E+17,negative,1,Late Flight,1,United,,Twist_OP,,0,@United flight delayed-no one remembered to turn the heat on flight 559 leaving ORD-seriously???,,2/24/2015 3:05,Midwest,Central Time (US & Canada)
5.70152E+17,negative,1,Late Flight,1,United,,DJPartyMarty,,0,@united it was UA flight 1001! Now I'm currently stuck in Portland because I missed my ride because of the 3 hour delay. #GetMartyHome,"[45.58711296, -122.58038932]",2/24/2015 1:22,,Pacific Time (US & Canada)
5.7013E+17,negative,1,Cancelled Flight,0.6829,United,,lindaSWC,,0,@united completed form but doubt it's any use. UA doesn't care. 6 day vacation will now be 5. Sure UA won't feel responsibility for that...,,2/23/2015 23:55,,
5.70115E+17,negative,1,Late Flight,0.6632,United,,vaficionado,,0,"@united It's still a valid flight. Just seems strange to delay for Late Flight inbound crew,  7 hours from now, when the plane is already here.",,2/23/2015 22:58,"All over, but mostly NorCal",Pacific Time (US & Canada)
5.70115E+17,negative,1,Bad Flight,0.6736,United,,747_TJ,,0,@united   It's too bad UA has had another unforeseeable operational issue on my return flight.,,2/23/2015 22:57,,
5.7011E+17,negative,1,Cancelled Flight,0.3444,United,,kbleggett,,0,@united so 8 hotels for 32 people but feel like we are being held hostage because someone has our boarding passes so we can't leave! #FAIL,,2/23/2015 22:38,"Ottawa, Canada",Eastern Time (US & Canada)
5.70108E+17,negative,1,Late Flight,0.6712,United,,lindaSWC,,1,@united no Cancelled Flightn just left us to fend for ourselves when flt came in Late Flight. Getting runaround for 3 hrs. Each employee blaming  previous 1.,,2/23/2015 22:27,,
5.70097E+17,negative,1,Late Flight,1,United,,DavidRogerswork,,0,@united on 4124 arriving two hours Late Flight into CLT. Now sitting on the tarmac while they move a plane from the gate. Unhappy customer.,,2/23/2015 21:46,,
5.70093E+17,negative,1,Late Flight,1,United,,CellucorJulio,,0,@united 4 passengers after a 2 hour delayed flight left with no hotel at the end of the night @ hou airport. Wtf??!! http://t.co/ZfqMpGXVS6,,2/23/2015 21:27,CORGaming@cellucor.com,Central Time (US & Canada)
5.70092E+17,negative,1,Late Flight,0.6876,United,,RissaWissa,,0,"Hey @united why does the flight from IAH to POS leave so Late Flight, and the one back to IAH so early? I rather get to POS earlier",,2/23/2015 21:25,,America/Chicago
5.70091E+17,negative,1,Cancelled Flight,1,United,,Meyer47,,1,@united the people at the counter have been very helpful. As you can see nobody is there. Flight to Austin 10:55 and still sitting here.,,2/23/2015 21:21,Iowa,
5.70087E+17,negative,1,Late Flight,0.7048,United,,alikat9220,,0,"@united good to know you will open the closed doors for ""premier passengers"" after safety briefings on delayed flights. #annoyed.","[41.98202331, -87.90374263]",2/23/2015 21:06,,Central Time (US & Canada)
5.70087E+17,negative,1,Late Flight,1,United,,macefaceeeee,,1,@united yea get me to phoenix already. Delays all day with you people. It's bullshit.,,2/23/2015 21:05,,Pacific Time (US & Canada)
5.70086E+17,negative,1,Late Flight,1,United,,DaniOnTheFritz,,0,"@united If it's any consolation, your staff was stellar. Just not the hour+ delays I encountered with every one of my 4 flights.",,2/23/2015 21:03,Missouri,Central Time (US & Canada)
5.70085E+17,negative,1,Cancelled Flight,0.6567,United,,tomcrabtree,,1,@united Lost bags. Cancelled Flightled flights. Delhi call centers. Poor United staff spread thin and stressed. You name it.,,2/23/2015 20:58,San Francisco,Pacific Time (US & Canada)
5.7008E+17,negative,1,Late Flight,1,United,,MelanieSpring,,0,@united can you ask your guys with flight 1146 to BWI to wait for us to get off a delayed flight from San Diego? Pretty please?,,2/23/2015 20:36,"Washington, DC",Eastern Time (US & Canada)
5.7008E+17,negative,1,Cancelled Flight,0.7201,United,,fortytoo,,0,"@united for an early flt, I think a call is appropriate. Yes, reviewed and nada avail until next day. Expect full refund",,2/23/2015 20:35,"WX report for 41 Mile, Hwy 50",Pacific Time (US & Canada)
5.70079E+17,negative,1,Late Flight,1,United,,DJPartyMarty,,0,@united Yo yo yo stuck on the tarmac for over 2 hours at @fly2ohare ... Going to miss my ride at @flypdx help please! #HelpImStuck #United,"[41.97777091, -87.90782014]",2/23/2015 20:33,,Pacific Time (US & Canada)
5.70078E+17,negative,1,Cancelled Flight,1,United,,CaseyWoodTV,,0,"@united Ice, which I totally understand. But when a large number of us are facing 15+ hours of time and overnight Cancelled Flightations it seems like",,2/23/2015 20:28,,Eastern Time (US & Canada)
5.70077E+17,negative,1,Cancelled Flight,0.708,United,,fortytoo,,0,@united flt 1249 Cancelled Flightled and I get email @3:30 AM? What happened to courtesy phn call? Had to book diff airline &amp; city,,2/23/2015 20:24,"WX report for 41 Mile, Hwy 50",Pacific Time (US & Canada)
5.70066E+17,negative,1,Late Flight,0.697,United,,gregriv,,1,@united  Delay DEN-CLE because they have to manually enter baggage tags? Really? Worst cust service day for this 1ker. #friendlyskies??,,2/23/2015 19:43,"Cleveland, OH",
5.70064E+17,negative,1,Late Flight,1,United,,RyanMagovs,,0,"@united Late Flight to Denver, Late Flight to Newark...let's not even get into the disaster that was checking bags. Unacceptable.",,2/23/2015 19:33,,
5.70063E+17,negative,1,Bad Flight,1,United,,theBRYZness,,0,@united UA938 ORD-LHR.  bags are being loaded 30min Late Flight. Frigid air into cabin! Plane feels like falling apart! Upgrade long haul fleet!,,2/23/2015 19:31,Broad & Pattison,
5.70061E+17,negative,0.7,Late Flight,0.7,United,,CharlieGMoney,,0,@united After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PB&amp;J sandwich.,"[41.98191311, -87.80888924]",2/23/2015 19:21,"Chicago, IL",
5.7006E+17,negative,1,Late Flight,1,United,,whs1973,,0,@united UA276 sitting at EWR nearly an hour after sked.  Pilot says computers down but no clue when we will leave.  Can you help?,,2/23/2015 19:16,,
5.70058E+17,negative,1,Bad Flight,1,United,,davidchernin,,0,@united updated A320 aircraft has wifi and device entertainment but no outlets. I don't get it. How can I charge devices?,,2/23/2015 19:07,,Eastern Time (US & Canada)
5.70057E+17,negative,1,Late Flight,1,United,,kevinaom,,0,"@united 5 gate changes, two delays.  Even the crew thinks the airline sucks",,2/23/2015 19:04,Michigan,Eastern Time (US & Canada)
5.70056E+17,negative,1,Cancelled Flight,0.3417,United,,kimberlytwaters,,0,@united I'm very frustrated and have wasted 2 days now due to your equipment failures.,"[39.85862444, -104.6768992]",2/23/2015 19:01,Gainesville GA,Atlantic Time (Canada)
5.70054E+17,negative,1,Late Flight,0.3536,United,,CharlieGMoney,,1,@united Today was not your finest. All could have been prevented by one gate agent advising 200 passengers.,,2/23/2015 18:52,"Chicago, IL",
5.70053E+17,negative,1,Late Flight,1,United,,stopz,,0,@united  what is the real deal with the delay on flight UA 1032 from Denver to Vegas?,,2/23/2015 18:51,,
5.70052E+17,negative,1,Bad Flight,0.3458,United,,gguilber,,0,@united system failure again = bad trend.  Software projects are like flying an airplane; there's no such thing as an emergency takeoff.,,2/23/2015 18:45,,
5.70051E+17,negative,1,Late Flight,1,United,,gguilber,,0,@united lots of reports of system failures delaying flights over the last week. Currently sitting on the tarmac at OGG for over an hour.,,2/23/2015 18:43,,
